,guid,index,label,threshold_closeness,confidence,variability,correctness,forgetfulness
0,wish i could give 0 stars for this home depot the worst home depot in the system never have any of the typical parts or hardware avoid this home depot at all costs 30 minutes wasted at this store hearing the employee tell me how bad the manager is  with no resultsnhorrible,0,0,0.24622096492197432,0.5614738568663598,0.2670361794898509,13,0
1,this place is a dump  the aides spend more time gossiping with each other and their favorite patients while those of us with real needs are ignored  often i had to beg for pain meds when they were way overdue  this place should be closed down,1,0,0.24993225440669836,0.508230771124363,0.24035363705661097,13,0
2,dont really care for their garlic fried rice  soaked with butter and u can taste the raw garlic,2,0,0.24860312707643564,0.5373747631907463,0.2680524017765941,13,0
3,add to the list of what makes winco different  that they dont take credit cards unfortunately they dont make this abundantly clear in the store hopefully youll read this review before you embarrass yourself in the store in front of a line of shoppers like me humiliated 1st visit last visit,3,0,0.24622849662672192,0.5614125669002533,0.2681106160682495,14,0
4,eh got a groupon 50 for 100 deal for this restaurant so we came here for dinner the sushi is still ridiculously overpriced very americanized and nothing to be floored about if you want to save yourself some money i suggest you either eat before or after or better yet dont eat here at all,4,0,0.24981876634223,0.5134623050689697,0.26215960026596913,9,1
5,the name describes the place  yes there are some stuff that is funny and silly but mostly things i just wouldnt buy  and i didnt,5,0,0.24823633992965355,0.5419959530234337,0.2622738755402394,12,0
6,save your money go to panda express on the strip youll get more food and itll taste better,6,0,0.2470765201440121,0.5540692135691643,0.25268606856435655,14,0
7,really wanted to like it tried it twice not good dont bother great location is the only good i can say,7,0,0.24608803238265592,0.5625457242131233,0.26565909185937236,14,0
8,i went looking for battletoads as i have an extensive collection they were quite rude and had no idea about any major battletoad basicsnnmany other pawnshops have battletoads i recommend you keep looking,8,0,0.2491161598176221,0.5297294497489929,0.2509924132260631,12,0
9,good food poor business practices  be aware when using coupons even theirs and ordering a meal they do not give you the meal pricing  this devalues the coupon  the fact they are not upfront about this is deceptive  my quiznos calendar is in the trash,9,0,0.24822911959180374,0.5420818299055099,0.2537910042206981,14,0
10,horrible experience we walk in and the old man greeter ignores us for a good 10 minutes then tells us there wont be a table for 2 hours but there was plenty seating aroundnnhorrible service,10,0,0.24714091250192816,0.5534704357385636,0.26003639880207563,14,0
11,no dd here  its gone  i apparently cant find an actual dd near asu,11,0,0.24741217398563314,0.5508706793189049,0.26308501957942004,13,0
12,dry sushi and quite blandnnedamame was undercooked by a long shotnnorange chicken had tons of orange peel and little chickennnnot good,12,0,0.24995189146592164,0.5069360315799714,0.2556863221480871,9,0
13,overall food was ok service was terrible and bathroom had baby cockroaches so i was terrified i didnt go in there till i was done dinner,13,0,0.24827842071862255,0.5414919182658195,0.26433121582078173,13,0
14,closed  actually sold to planet hollywood,14,0,0.24640012524019034,0.5599989563226699,0.26590800643042534,13,0
15,the sauce is terrible zero flavor dough is okay toppings are not the best as pizza goes this is the bottom of the line,15,0,0.24709061725739806,0.5539386942982674,0.2709796503993367,13,0
16,overpriced and not at all worth it for drinks if you just want to do karaoke its not too bad also it smells really bad in here not sure if they have plumbing issues,16,0,0.24845009235963644,0.5393688663840294,0.2601886907333239,13,0
17,i dont understand all the hype on yelp obviously people on this have not tried good tacos not even because i was drunk i thought they were good,17,0,0.246734604859232,0.5571436360478401,0.2663849438333886,14,0
18,gross tasteless food  good margaritas,18,0,0.24644499818292367,0.5596238359808922,0.27091730412637,13,0
19,poor service poor food,19,0,0.24852496191590587,0.5384062245488167,0.2581714093548058,13,0
20,i enjoy the california benedict  the service is always friendly and the food comes out fairly quickly  nnthe coffee is standard restaurant quality but more expensive than starbucks or coffee bean,20,1,0.2499284646487024,0.4915421426296234,0.2163321633034906,16,1
21,ive been coming here since they opened great quality but very rushed and not as people friendly i felt rushed through today and wasnt even offered anything to carry my drinks to the car  very low quality of concern for the customer quality is nice though and its open later than most port of subs,21,1,0.2492119077076576,0.5280729815363884,0.2391969783956376,19,0
22,great guy hangout waitresses are scantilyclad and friendly,22,1,0.24941674242405365,0.4758492738008499,0.18985076611078758,20,0
23,stopped for the first time today quaint little brewpub very friendly and evident this place has a local following great happy hour prices on appetizers beer was ok average is a good word for it i would  truly recommend sunup if for nothing else  the folks there and the customers were so nice,23,1,0.24894845481549613,0.46757246255874635,0.2016852673491349,13,1
24,maybe i just like nc style bbq but i am not that impressed by this place after dining 3 times  the macncheese is great but everything else is soso  id rather go to a real nc style place to get my bbq fix but the masses that want non vinegar bbq would probably like macs more than i did,24,1,0.24911314953202213,0.5297800347208976,0.2355909060062892,17,1
25,the bhocha tea salted butter tea is a bit everybodys cup of tea its for the risk takers definitely doesnt taste like regular milk,25,1,0.24842620507166968,0.5396710842847824,0.22247400009801205,19,0
26,great place to enjoy your afternoon after work i used to go all the time then they changed the calamari from giant legit ones to tiny pieces of breading so i stopped going i probably wont go back till they change that back other than that the place has great food,26,1,0.2498619284484691,0.48824961483478546,0.21401276909531472,15,1
27,went there for a business lunch  was typical nothing special,27,1,0.24982788022164232,0.5131194427609443,0.21407842845881359,20,0
28,buffet chinois classique mais avec beaucoup de choix de qualitu00e9 u00e0 un tru00e8s bon prix parfait pour un du00eener ou un souper rapide avant de sortir en ville,28,1,0.24830094338490966,0.5412196144461632,0.21748822182407512,20,0
29,im not a bit penneys shopper but theres a sephora inside and i do love sephora   the store itself was bright and well merchandised and if i hadnt just dropped bank at sephora i would have stopped in the jewelery section because there were a few things that caught my eye,29,1,0.24935269327605308,0.525442223250866,0.21305472449924573,19,0
30,out of 5nn10  egg drop soup way too salty perhaps from evaporationn20  hot and sour soup not too hot or sour  good and subtle taste but lacking texture lack of corn starchn35  pan fried noodlesn30  clay pot chickenn35  long grain rice,30,1,0.24870137311375737,0.5360364660620689,0.22281063864411835,20,0
