premise,label,hypothesis
that's right i mean the israeli's aren't they're not afraid of anything,0,start_of_turn>model
mr. hubbock also designed the masjid jamek.,1,masjid jamek is not the only building mr. hubbock has constructed.
grass became rock and rock became sand.,2,let me know if you'd like more examples!
oh when i had the uh cats at my place as soon as i took out the newspaper to read it they would plop right down on top of it and just not move and just stay there forever,0,let me know if you'd like more examples!
not all the way--he has not yet succeeded in building a durable majority on the court.,2,he is still short of the votes needed for a majority.
"but even though suharto has been defeated, the real battle lines between economic and political liberalization are just now being drawn.",1,"suharto's defeat is a significant event, potentially tied to broader societal changes."
'what's it like to be back in louisian?',2,i've found things in louisiana to be quite different from what i remember.
they are not important. ,2,their significance is negligible.
"these trends also contribute to a huge, longer-range fiscal and budgetary challenge facing the united states.",0,let me know if you'd like more examples!
" ibiza town itself is not the place to go for the club scene, although dalt vila has a few gay bars and there is plenty of other entertainment available.",0,start_of_turn>model
"while service standards differ (many countries offer two mail deliveries each weekday, for example), even at 33 cents, u.s. prices compare favorably with first-class rates overseas--japan charges 74 cents, germany 59 cents, france 48 cents, and great britain 37 cents.",1,tart_of_turn>user
the federal cio is also subject to a funding process that is more complex and uncertain than in most other organizations.,2,the federal cio's funding process is remarkably straightforward.
i knew that.,0,that was something i already knew.
 the egg tilted and soared.,0,start_of_turn>model
" ibiza town itself is not the place to go for the club scene, although dalt vila has a few gay bars and there is plenty of other entertainment available.",0,let me know if you'd like more paraphrases!
"surrounded by heavily industrialized suburbs, the old center of kurashiki has canals lined with dreamy willow trees a reverse comment on the horrors of war.",2,tart_of_turn>user
uh-hum probably you read a book review or something some kind of review on it,2,you've consulted expert opinions on this subject.
mr. hubbock also designed the masjid jamek.,1,mr. hubbock has worked on multiple architecture projects.
mr. hubbock also designed the masjid jamek.,1,start_of_turn>model
"no definitive number of americans who went over to the enemy is available, but moorer indicated there were scores.",1,tart_of_turn>user
a drop-ship discount might also evoke type-1 worksharing activity.,1,start_of_turn>model
"these trends also contribute to a huge, longer-range fiscal and budgetary challenge facing the united states.",0,tart_of_turn>user
he said funding mechanisms such as small business grants were not always appropriate for researchers and wondered whether there were other funding mechanisms that might be more appropriate.,1,"small business grants may not be the ideal funding method for research according to the speaker, who suggested exploring other options."
"but even though suharto has been defeated, the real battle lines between economic and political liberalization are just now being drawn.",1,"the reasons behind suharto's defeat are complex and multifaceted, extending beyond personal weakness."
well well in our area we just introduced the um citywide uh clean king sport campaign and we have a recycling mascot called kleanaroo he's a kangaroo and um we're setting up curbside recycling bins for the city home owners and several of our local businesses also have recycling stations set up in their parking lots,2,let me know if you'd like more examples!
the man's right arm had been broken and completely twisted around.,0,"due to a break and twisting, the man sustained harm to his right arm."
