premise,label,hypothesis
they are not important. ,2,. 'you have read something about it.'
no i don't my my wife has been working with them,2,'your wife collaborated with them.'
grass became rock and rock became sand.,2,"'grass is eternal, and it will never become rock or sand.'"
absolute power was the dominant feature of what post-revolutionary france called the ancien r??gime.,0,the power structure of the ancien régime was absolute.
the preamble to the final rule discusses the comments received and the actions taken upon them.,0,the preamble provided explanations about the actions taken.
"in north carolina, a visa may be issued for six weeks to seven months.",2,'visas in north carolina can be granted only for a month or less.'
"the new  deterring nuclear, biological, or chemical warfare by lesser powers (formalizing president bush's implicit warning to saddam hussein during the gulf war).",2,"the formalization of president bush's warning towards saddam hussein during the gulf war could actually encourage nuclear, biological, or chemical warfare by lesser powers."
"but if you're not watching close ly, you may miss the unprepossessing bust of christopher columbus perched atop a column in a little roadside square.",1,'the location of the bust of christopher columbus is somewhat secluded.'
"these trends also contribute to a huge, longer-range fiscal and budgetary challenge facing the united states.",0,"'the trends in question represent a substantial, future financial burden for the united states.'"
"i must say ” ”"" but i stopped suddenly. ",0,'you weren't able to complete your statement.'
grass became rock and rock became sand.,2,"'at present, there is grass and rock, and sand is rare.'"
"161 ""no. ",0,'there is a number written.'
"these trends also contribute to a huge, longer-range fiscal and budgetary challenge facing the united states.",0,"'these trends are a key factor in creating a formidable, long-term financial difficulty for the united states.'"
"it swelled to the size of a football, then was man-sized, and growing to the size of a huge tank that filled most of the tent.",2,": 'it was never larger than man-sized, only grew to the size of a football and a huge tank, but never became man-sized again.'"
i knew that.,0,'i have had this knowledge at a previous point in time.'
"no definitive number of americans who went over to the enemy is available, but moorer indicated there were scores.",1,'more than one american might have gone over to the enemy.'
a flicker of firelight caught the small man's eyes.,2,"'firelight, if present, did not reach the small man's eyes.'"
'what's it like to be back in louisian?',2,'louisiana has changed so much since you left that you might feel like a foreigner.'
"this little corner of england is such a beautiful and valued region, however, that policy makers and conservationists have worked tirelessly over the last hundred years to protect it.",1,"'the efforts of policy makers and conservationists have led to the preservation of the little corner of england, but other factors might contribute to its beauty.'"
charlotte square is arguably the jewel of the new town.,0,'charlotte square is regarded as the most beautiful in the new town.'
no not really you know in the last few years just his kind of informal segments i've seen but i never got to see his actual nightly news i liked i i did grow up with david brinkley,0,the speaker grew up without regularly watching david brinkley's news.
"a ritualistic mark of bravery for carib warriors was cannibalism, and it's for this that history most remembers the indians who invented the hammock and gave their name to the caribbean.",0,'cannibalism was a means for the caribs to demonstrate their bravery.'
"it swelled to the size of a football, then was man-sized, and growing to the size of a huge tank that filled most of the tent.",2,": 'after being man-sized, it shrunk to the size of a soccer ball.'"
"the new  deterring nuclear, biological, or chemical warfare by lesser powers (formalizing president bush's implicit warning to saddam hussein during the gulf war).",2,"lesser powers are capable of engaging in nuclear, biological, or chemical warfare."
 the egg tilted and soared.,0,the egg was moved from its initial position.
mr. hubbock also designed the masjid jamek.,1,'there were other architects involved in the design of the masjid jamek.'
"the real british legacy is in the tea gardens, all indian-run, which offer a beautiful green setting for the town and insight into tea growing and processing methods .",1,"'the tea gardens, in their green setting, are a reflection of the british legacy in the town's landscape.'"
i see it in my dreams sometimes… .,2,"i might have seen it in my dreams before, but it's not a common occurrence."
that's right i mean the israeli's aren't they're not afraid of anything,0,'israelis demonstrate bravery in various situations.
uh-hum probably you read a book review or something some kind of review on it,2,the person might have read a different type of review (not a book review).
the federal cio is also subject to a funding process that is more complex and uncertain than in most other organizations.,2,'the funding process for the federal cio is as simple and certain as in most other organizations.'
"a ritualistic mark of bravery for carib warriors was cannibalism, and it's for this that history most remembers the indians who invented the hammock and gave their name to the caribbean.",0,'cannibalism was a significant part of the culture of the people who are remembered for inventing the hammock and naming the caribbean.'
"no definitive number of americans who went over to the enemy is available, but moorer indicated there were scores.",1,"'a definite number of americans may have gone over to the enemy, but this is not confirmed.'"
no not really you know in the last few years just his kind of informal segments i've seen but i never got to see his actual nightly news i liked i i did grow up with david brinkley,0,the speaker appreciates david brinkley's informal segments but has never seen his actual nightly news.
"161 ""no. ",0,"'the number   has some importance or significance.' (this could be neutral or entail, depending on the context.)"
"the critical instance case study examines one, or very few, sites for one of two purposes.",1,"'the purpose of the critical instance case study can vary, but it usually only serves one or two primary purposes.'"
"it is difficult to fix precisely the dates of the various festivals, as most of them are determined by lunar calendars which vary from year to year.",0,"the specific dates of festivals on the lunar calendar may not align with the gregorian calendar, causing irregularities in their celebration."
"this guide discusses the goals, success factors, and practices associated with building a worldclass finance organization.",2,"'this guide focuses on the challenges, rather than the goals and success factors, of building a world-class finance organization.'"
how were discrepant findings resolved?,1,the discrepant findings were addressed by challenging the initial assumptions.
mr. hubbock also designed the masjid jamek.,1,'mr. hubbock has not designed any other notable buildings.'
yes we we sure do smoke them and,0,'smoking them is a common activity among us.'
he said funding mechanisms such as small business grants were not always appropriate for researchers and wondered whether there were other funding mechanisms that might be more appropriate.,1,"'in some instances, small business grants may not be the most suitable funding mechanism for researchers; other options might be preferred.' (are neutral)"
over time these distinctions have deteriorated.,1,'these distinctions have gradually improved over time.'
tim carvell's wrap-up,0,"'the wrap-up was the conclusion of a series of events or discussions, made by tim carvell.'"
'what's it like to be back in louisian?',2,'you would be overwhelmed by all the new changes in louisiana.'
no i don't my my wife has been working with them,2,'your wife was a part of the team they were working with.'
that's right i mean the israeli's aren't they're not afraid of anything,0,'the israelis do not back down easily from a challenge.'
i'm exempt,0,'the person's case falls outside the normal scope of a specific rule or system.'
how were discrepant findings resolved?,1,the discrepant findings were settled by further investigation.
he said funding mechanisms such as small business grants were not always appropriate for researchers and wondered whether there were other funding mechanisms that might be more appropriate.,1,"'various funding mechanisms are available for researchers, and it's possible that alternatives to small business grants may be more appropriate.'"
"before function is compromised, problematic consumption occurs.",2,'the function is compromised after problematic consumption occurs.'
charlotte square is arguably the jewel of the new town.,0,'the jewel of the new town is synonymous with charlotte square.'
"for this reason, interest earned by revolving funds should normally be classified as exchange revenue.",1,interest earned by revolving funds could potentially be classified as a different type of revenue.
"it might well, however, facilitate gay couples' efforts to adopt children.",1,'gay couples may find assistance in their journey to adopt children.'
 the egg tilted and soared.,0,the egg was unstable before it soared.
"thus, i have never even touched a girl, much less kissed one.",2,"'in my past, i have kissed multiple girls.'"
"this guide discusses the goals, success factors, and practices associated with building a worldclass finance organization.",2,'the goals and success factors discussed in this guide are not relevant for building a world-class finance organization.'
"the real british legacy is in the tea gardens, all indian-run, which offer a beautiful green setting for the town and insight into tea growing and processing methods .",1,'the tea gardens showcase the british influence on tea growing and processing methods in the town.'
"while service standards differ (many countries offer two mail deliveries each weekday, for example), even at 33 cents, u.s. prices compare favorably with first-class rates overseas--japan charges 74 cents, germany 59 cents, france 48 cents, and great britain 37 cents.",1,'the cost of first-class mail delivery varies significantly across countries.'
a drop-ship discount might also evoke type-1 worksharing activity.,1,type- worksharing activity and drop-ship discounts might not necessarily always go hand in hand.
over time these distinctions have deteriorated.,1,'these distinctions have remained intact over time.'
"but even though suharto has been defeated, the real battle lines between economic and political liberalization are just now being drawn.",1,'the real battle lines between economic and political liberalization are being drawn after suharto's defeat.'
not all the way--he has not yet succeeded in building a durable majority on the court.,2,"""despite not having succeeded yet, he is confident that he will in the future."""
charlotte square is arguably the jewel of the new town.,0,'charlotte square is highly valued by many in the new town.'
that hit him harder than any other discovery.,1,"'other discoveries may have been as significant, but none were harder hits.'"
"while service standards differ (many countries offer two mail deliveries each weekday, for example), even at 33 cents, u.s. prices compare favorably with first-class rates overseas--japan charges 74 cents, germany 59 cents, france 48 cents, and great britain 37 cents.",1,"'the cost of mail delivery in the u.s. is relatively lower than in countries like japan, germany, france, and great britain.'"
" ibiza town itself is not the place to go for the club scene, although dalt vila has a few gay bars and there is plenty of other entertainment available.",0,"'ibiza town is not the prime location for nightlife, but dalt vila has a few clubs and offers other types of entertainment.'"
"the new  deterring nuclear, biological, or chemical warfare by lesser powers (formalizing president bush's implicit warning to saddam hussein during the gulf war).",2,saddam hussein was not threatened by president bush's implicit warning during the gulf war.
"the critical instance case study examines one, or very few, sites for one of two purposes.",1,"'although other case studies might examine numerous sites, this particular study looks at one or a few.'"
people in hollywood accept this instability as the cost of doing business.,1,"'in the business of hollywood, instability is seen as a disadvantage.'"
no i don't my my wife has been working with them,2,'your wife has been assisting them in some capacity.'
he said funding mechanisms such as small business grants were not always appropriate for researchers and wondered whether there were other funding mechanisms that might be more appropriate.,1,'there could exist other funding mechanisms suitable for researchers besides small business grants.'
how were discrepant findings resolved?,1,the discrepant findings were explained through a consensus.
a drop-ship discount might also evoke type-1 worksharing activity.,1,other factors may or may not influence type- worksharing activity when drop-ship discounts are in play.
