,guid,index,label,threshold_closeness,confidence,variability,correctness,forgetfulness
0,Premise: charlotte square is arguably the jewel of the new town. Hypothesis: charlotte square is located in new town.,0,0,0.22873022379741292,0.3541583865880966,0.07548665932097232,4,0
1,"Premise: no not really you know in the last few years just his kind of informal segments i've seen but i never got to see his actual nightly news i liked i i did grow up with david brinkley Hypothesis: i've only gotten to see his informal stuff, not the nightly news.",1,0,0.23364265042383842,0.37210414558649063,0.10103826246390168,11,0
2,Premise: oh when i had the uh cats at my place as soon as i took out the newspaper to read it they would plop right down on top of it and just not move and just stay there forever Hypothesis: the cats used to love plopping on the newspapers.,2,0,0.23062628278165706,0.36081049889326094,0.0759160232766532,3,0
3,"Premise: a ritualistic mark of bravery for carib warriors was cannibalism, and it's for this that history most remembers the indians who invented the hammock and gave their name to the caribbean. Hypothesis: cannibalism was very brave for carib warriors.",3,0,0.22343003247715387,0.33699703216552734,0.04617363550247271,2,0
4,Premise: that's right i mean the israeli's aren't they're not afraid of anything Hypothesis: the israelis are fearless.,4,0,0.2355483859681403,0.3797851338982582,0.1143881769145579,6,1
5,Premise: tim carvell's wrap-up Hypothesis: tim carvell is a public figure.,5,0,0.23032496900456004,0.3597322881221771,0.08581358769688753,8,1
6,Premise: the man's right arm had been broken and completely twisted around. Hypothesis: the man was injured.,6,0,0.2256013642833504,0.3437993735074997,0.05424357210753124,2,0
7,Premise: yes we we sure do smoke them and Hypothesis: they are smoked.,7,0,0.23883810452014123,0.3943501278758049,0.12992614088371116,9,1
8,"Premise: 161 ""no.  Hypothesis: absolutely not",8,0,0.23778434886308544,0.3894755631685257,0.12086915849450042,11,0
9,"Premise: it is difficult to fix precisely the dates of the various festivals, as most of them are determined by lunar calendars which vary from year to year. Hypothesis: the lunar calendars vary each year, so it's difficult to give a precise date for most of the various festivals. ",9,0,0.2265824843021107,0.3469721734523773,0.05740759258853016,5,1
10,Premise: mls is major-league sport with minor-league charm. Hypothesis: mls might have the charm of a minor league but is a major league sport.,10,0,0.2283200183418369,0.35275876373052595,0.0748056589557473,3,0
11,Premise: i knew that. Hypothesis: i knew that.,11,0,0.23758986154917464,0.3885991990566254,0.12953672389781948,8,0
12,"Premise: um-hum oh no i think yeah my son's just in day care but even that they have extracurricular activities and the older they get the more that you're involved in that Hypothesis: i think my son is just in day care, even though they have extracurricular activities, the older they get, the more you can get involved in that.",12,0,0.23422257040137176,0.3743917614221573,0.10606962580922895,11,0
13,"Premise:  ibiza town itself is not the place to go for the club scene, although dalt vila has a few gay bars and there is plenty of other entertainment available. Hypothesis: there are gay bars in dalt vila.",13,0,0.22569995766704834,0.34411529153585435,0.05431299058669179,5,0
14,"Premise: absolute power was the dominant feature of what post-revolutionary france called the ancien r??gime. Hypothesis: one defining feature of france, at the time, was a tight grip on the area.",14,0,0.22209649859702707,0.33295658826828,0.04228846603626718,2,0
15,Premise: the preamble to the final rule discusses the comments received and the actions taken upon them. Hypothesis: the process for comments received and actions taken is already written. ,15,0,0.23225585484420277,0.3667928487062454,0.09263851926470881,5,0
16,Premise:  the egg tilted and soared. Hypothesis: the egg shifted and flew.,16,0,0.23080166361527724,0.36144193857908247,0.08144961376827155,3,0
17,"Premise: i must say ” ”"" but i stopped suddenly.  Hypothesis: i took a pause before saying",17,0,0.2351936884754871,0.37831881195306777,0.09813247442053437,7,1
18,"Premise: these trends also contribute to a huge, longer-range fiscal and budgetary challenge facing the united states. Hypothesis: budgetary challenges could be affected by various things.",18,0,0.22257660485300845,0.33439989387989044,0.03331861220773954,3,1
19,Premise: i'm exempt Hypothesis: i'm free from something.,19,0,0.23206003346563975,0.3660598397254944,0.08580181016063866,3,0
20,"Premise: the real british legacy is in the tea gardens, all indian-run, which offer a beautiful green setting for the town and insight into tea growing and processing methods . Hypothesis: the indians were the first to open tea gardens.",20,1,0.23700457754900123,0.3860025331377983,0.09070154974710827,16,0
21,Premise: he said funding mechanisms such as small business grants were not always appropriate for researchers and wondered whether there were other funding mechanisms that might be more appropriate. Hypothesis: giving such grants to researchers also had the dual effect of taking funds away from business owners in need of capital.,21,1,0.2399610985217749,0.39980568140745165,0.10999007105933363,18,0
22,Premise: legal aid has uncomfortable company. Hypothesis: legal aid has a lot to do to make their company comfortable.,22,1,0.24179389031278206,0.40941241979598997,0.12760689349093904,17,0
23,"Premise: people in hollywood accept this instability as the cost of doing business. Hypothesis: people in hollywood accept that, because they have no choice.",23,1,0.2402474063116408,0.4012447789311409,0.11483303011669393,18,0
24,"Premise: it might well, however, facilitate gay couples' efforts to adopt children. Hypothesis: pushing the bill through quickly may help gay couples to adopt children more easily.",24,1,0.24044956672322187,0.4022736817598343,0.10880407275657286,18,0
25,"Premise: but if you're not watching close ly, you may miss the unprepossessing bust of christopher columbus perched atop a column in a little roadside square. Hypothesis: the bust of christopher columbus is only about eight inches high.",25,1,0.23377914845619674,0.3726388931274414,0.07286903320999585,12,1
26,Premise: over time these distinctions have deteriorated. Hypothesis: the distinctions have gone away over the past three years.,26,1,0.2392264622975645,0.39620434641838076,0.11485128161213105,18,0
