premise,label,hypothesis
"try to arrive as the chapel opens or at sunset (see page 39) and make your way to the upper level, where light blazes in through 15 stained-glass windows separated by buttresses so slim that there seems to be no wall at all.",1,'there is a good view from the upper level of the chapel.'
"and as for hillary, forget it.",0,cutting knowledge date: december
"you will probably find the island mascot petrosea pelican (the older petroseow has two young apprentices, both also called petrosewaddling among the boats, hoping for a fishy tidbit.",1,of_text|><|start_header_id|>system<|end_header_id|>
that's what we that's the way we call it which is really wrong but my wife's mother and the one she's in san antonio it's you know it's everything but the opposite of what you've seen i mean it's it's a little hotel hotel you might say,0,'my wife's mother would disagree with the common name for this hotel.'
"the cook may be from valencia, the cuisine advertised as  french,  and the customer may want nothing more daring than a steak.",2,you are a helpful assistant.<|eot_id|><|start_header_id|>user<|end_header_id|>
this ricardian equivalence hypothesis holds that people are forward-looking and recognize that current government surpluses or deficits affect government debt and future tax rates.,0,today date:   jul
but the standard for appointing an independent counsel can't be that broad.,2,of_text|><|start_header_id|>system<|end_header_id|>
"super-paradise, in the next bay, is a gay, clothing-optional beach.",0,today date:   jul
"like, thank god for",0,'we're really lucky that the weather cooperated.'
we don't expect badinage from the pillsbury doughboy or banter from betty crocker.,2,'i'm not a current or former boy scout.'
"their ventures into social topics focus on alcohol, drugs, domestic violence, adultery, divorce, illegitimacy, crime, and urban decay.",1,cutting knowledge date: december
this ricardian equivalence hypothesis holds that people are forward-looking and recognize that current government surpluses or deficits affect government debt and future tax rates.,0,of_text|><|start_header_id|>system<|end_header_id|>
"these havens of relaxation set among golf courses, gardens, and orchards still do the mountain ranges of the peninsula's interior, but they are now holiday resorts.",2,today date:   jul
and uh of course there's another aspect of this too uh in terms of invasion of privacy i just thought about it being a professional and of course you probably belong to one or more professional organizations and that is that some of the organizations sell their mailing lists,2,'most professional organizations do not typically sell their member information to third-party vendors.'
"most of madeira's good hotels have their own swimming pools, but if yours doesn't, year-round swimming is open to the public at the excellent complexo balnear do lido (lido swimming complex; tel. 291/762 217) in funchal's tourist zone.",1,today date:   jul
"it is difficult to believe that these bizarre shapes, staircases going nowhere, and windows in walls without rooms were built in 1724 by a serious student, rather than in the last century by some deranged architect.",2,"it is a forgone conclusion that these distinctive shapes, impressive staircases, and windows in walls without rooms were constructed by a master builder in the  th century."
i had to be guarded in what i said.,0,'i had to be careful with what i said. '
"one possibility is that studies report different estimates of the single true relationship between a given pollutant and a health effect due to differences in study design, random chance, or other factors.",0,'there are multiple reasons why studies report varying estimates of the single true relationship between a given pollutant and a health effect.'
but the standard for appointing an independent counsel can't be that broad.,2,'the standard for appointing an independent counsel can be as broad as possible.'
but the standard for appointing an independent counsel can't be that broad.,2,'the standard for appointing an independent counsel should encompass a wide range of options. '
"even though quantifiable data was lacking during most of 1998, lsc had sufficient information to begin taking actions to address the problems.",1,"'in the face of a data deficit during most of   , lsc demonstrated its ability to gather insights from available information to inform its decisions.'"
and uh of course there's another aspect of this too uh in terms of invasion of privacy i just thought about it being a professional and of course you probably belong to one or more professional organizations and that is that some of the organizations sell their mailing lists,2,today date:   jul
l. 104134 directed the department to issue interim regulations within 30 days of the date of enactment.,1,'regulations issued by the department that are directed by other entities can still be issued within   days.'
"most of madeira's good hotels have their own swimming pools, but if yours doesn't, year-round swimming is open to the public at the excellent complexo balnear do lido (lido swimming complex; tel. 291/762 217) in funchal's tourist zone.",1,'madeira has several swimming options.'
i had to be guarded in what i said.,0,"'because of my situation, i had to be guarded in what i said.'"
and uh of course there's another aspect of this too uh in terms of invasion of privacy i just thought about it being a professional and of course you probably belong to one or more professional organizations and that is that some of the organizations sell their mailing lists,2,'it's unlikely that professional organizations sell their mailing lists to anyone.'
"and as for hillary, forget it.",0,you are a helpful assistant.<|eot_id|><|start_header_id|>user<|end_header_id|>
we don't expect badinage from the pillsbury doughboy or banter from betty crocker.,2,cutting knowledge date: december
we don't expect badinage from the pillsbury doughboy or banter from betty crocker.,2,'people do charge for gold and silver.'
"these havens of relaxation set among golf courses, gardens, and orchards still do the mountain ranges of the peninsula's interior, but they are now holiday resorts.",2,you are a helpful assistant.<|eot_id|><|start_header_id|>user<|end_header_id|>
"also health club, sauna, turkish bath, jacuzzi.",1,"'most hotels have a spa, but it's not this one.'"
but the standard for appointing an independent counsel can't be that broad.,2,'a general and liberal standard for appointing an independent counsel would be optimal.'
"apaches, they are not stupid.",2,'apaches are very intelligent creatures.'
"they had sent the beard, as directed, to ""l. ",0,"'it was directed that they should send a beard to someone, and it was sent to l as instructed. '"
and be careful. the russian beckoned.,1,you are a helpful assistant.<|eot_id|><|start_header_id|>user<|end_header_id|>
"try to arrive as the chapel opens or at sunset (see page 39) and make your way to the upper level, where light blazes in through 15 stained-glass windows separated by buttresses so slim that there seems to be no wall at all.",1,'the day is coming to an end.'
"biologist ian wilmut's team also cloned lambs out of dna derived from sheep-fetus fibroblasts, cells found in connective tissue.",2,you are a helpful assistant.<|eot_id|><|start_header_id|>user<|end_header_id|>
" if you're willing to wander off the beaten track you should be able to find cliff-backed coves with clear, blue water or patches of sand scarcely large enough for two families.",0,of_text|><|start_header_id|>system<|end_header_id|>
oh are you in dallas,0,"'as far as i know, you're in dallas.'"
"even though quantifiable data was lacking during most of 1998, lsc had sufficient information to begin taking actions to address the problems.",1,"'even with quantifiable data lacking during most of   , lsc was able to adapt its approach to address the identified problems.'"
yeah that's too bad because i mean i've been in the carolinas and you know there are some places in the carolinas it's really nice there,1,'the northern states in the carolinas have a different climate than the southern states.'
foreign ships carried new diseases to the islands as well.,1,'foreign ships carrying diseases led to trade disruptions in the region.'
a deep cleft creased his chin.,0,of_text|><|start_header_id|>system<|end_header_id|>
oh are you in dallas,0,'the place we're in is dallas.'
l. 104134 directed the department to issue interim regulations within 30 days of the date of enactment.,1,'other departments are also required to issue regulations within a certain timeframe.'
and uh of course there's another aspect of this too uh in terms of invasion of privacy i just thought about it being a professional and of course you probably belong to one or more professional organizations and that is that some of the organizations sell their mailing lists,2,'no professional organizations in your industry engage in the practice of selling mailing lists.'
"on the subject of clinton's aggressive fund raising, morris recently told the new york daily news , i just think he overdid it.",2,today date:   jul
that's what we that's the way we call it which is really wrong but my wife's mother and the one she's in san antonio it's you know it's everything but the opposite of what you've seen i mean it's it's a little hotel hotel you might say,0,you are a helpful assistant.<|eot_id|><|start_header_id|>user<|end_header_id|>
