premise,label,hypothesis
"'all right,' i said.",2,"'i asked for clarification, not agreement: ""what do you mean by 'all right'?""'"
well  he didn't have too good of opinion of it no i mean yes i did hear that and so um i do try to keep that in mind that whenever you're reading a paper it usually has a particular flavor,0,"'one should be aware of the flavor a paper has, as he heard it might not be good if it has a particular flavor.'"
it tracks the use of each appropriation for specified purposes in separate budget accounts through the various stages of budget execution from appropriation to apportionment and allotment to obligation and eventual outlay.,1,'what systems or tools are used to track the use of each appropriation for specified purposes through the various stages of budget execution?'
"it sits in the east of the country, 5-km (3-miles) south of the estuary of the river forth and 605-km (378-miles) north of london, the capital of the united kingdom.",0,"the location is   km north of london and is  km south of the estuary of the river forth, which is in the east of the country."
"kinda nippy, ain't it? anse said.",1,"'it seems a bit chilly, don't you think?'"
their conversations took place at precisely the moment the house reconsidered china mfn.,2,'the conversations took place after the house reconsidered china mfn.'
they kept asking about the noise i heard.,0,the noise you heard was the subject of their questioning.
it tracks the use of each appropriation for specified purposes in separate budget accounts through the various stages of budget execution from appropriation to apportionment and allotment to obligation and eventual outlay.,1,'what happens if there is a discrepancy between the allocated budget and actual outlays during budget execution?'
"this structure, like yomeimon, is also a national treasure and just as ornately carved and painted.",1,"'unlike yomeimon, this structure might not have the same impact on cultural tourism, but it's just as beautiful and ornate in its own right.'"
"the roman baths are still impressive with several large bathing areas, though the hot curative waters have been diverted to a modern pool and spa.",0,'the roman baths still attract visitors due to their large bathing areas.'
"rooms 11-12 concentrate on the period between 1100 b.c. and 650 b.c., including a large collection of gold jewelry.",2,'rooms  -  contain no jewelry at all.'
"it sits in the east of the country, 5-km (3-miles) south of the estuary of the river forth and 605-km (378-miles) north of london, the capital of the united kingdom.",0,the location is approximately  km south of the estuary of the river forth and is situated in the east of the country.
it is disingenuous to say we should do  money is scarce and so is political capital.,2,'there is no scarcity of political capital; it is always in abundance.'
it tracks the use of each appropriation for specified purposes in separate budget accounts through the various stages of budget execution from appropriation to apportionment and allotment to obligation and eventual outlay.,1,'how does the tracking process work when it comes to the use of each appropriation for specified purposes during budget execution?'
well i it i find it depressing to watch or especially tv you know it's  uh local news concentrates on murders and things like that i'm from dallas,1,'i might consider switching to different news channels to avoid such content.'
oh yeah he was so excited about going,1,'there's no doubting his enthusiasm for this activity.'
yeah oh that sounds fantastic,2,'it's not exciting at all.'
