premise,label,hypothesis
down there and uh we had a small um farm house out in castroville which is just uh to the west of san antonio,1,"'in castroville, west of san antonio, we owned a humble farmhouse that we greatly enjoyed living in.'"
some evidence from public records is suggestive.,1,'several records from the public sphere provide clues that could be significant.'
no one is going to better him in this area.,0,'he cannot be overshadowed in this specialty.'
lower debt levels lead to lower interest payments-possibly at lower interest rates.,1,"'when debt is less prevalent, interest rates could be lower.'"
i'm sure he will he's not going to have problems there if not in the nfl then in one of the other leagues,0,"given the circumstances, he is anticipated to play either in the nfl or in a different amateur or professional league."
wait a minute.,2,"don't wait a minute, make it quick."
some evidence from public records is suggestive.,1,'certain evidence from public records hints at wrongdoing.'
"the roman baths are still impressive with several large bathing areas, though the hot curative waters have been diverted to a modern pool and spa.",0,the hot curative waters from the roman baths are being enjoyed at a modern pool and spa.
"usually, clinton finds a way to reconcile the presidential and the political.",0,clinton commonly manages to harmonize the presidential role with the political landscape.
"kinda nippy, ain't it? anse said.",1,anse found the weather chilly due to his preference for warm climates.
"rhonda lipkin (maryland), victor geminiani (hawaii), nan heald (maine) and mike genz (lsc) presented this session.",0,maryland is the hometown of rhonda lipkin.
limitations on total emissions. ,2,'it is possible to emit without any restrictions.'
oh yeah he was so excited about going,1,"in our conversation yesterday, he expressed great enthusiasm about his upcoming work trip."
"recent archaeological findings suggest that a site on the yamuna river may have been the home of mahabharata hero, yudhishthira, dating back to 1000 b.c.",0,yudhishthira may have previously lived in a location nearby the yamuna river.
"yes, i think that would be decidedly better.",1,'i would say that it is superior in comparison.'
yeah oh that sounds fantastic,2,'it appears that this is not a pleasing situation.'
he left us shortly after.,2,'he remained with us indefinitely following his departure.'
wait a minute.,2,i'll need you to pause for an hour.
"in the on-field tournament, the vikings have the nfl's best record this year and set a record for points scored in a regular season, but the broncos are the defending champs and were undefeated until their final three games.",1,'could the vikings possibly take home the super bowl trophy?'
"it sits in the east of the country, 5-km (3-miles) south of the estuary of the river forth and 605-km (378-miles) north of london, the capital of the united kingdom.",0,the location is situated in a direction from london that is defined as 'north'.
"award winner kathleen t. zellner of naperville, ill.'s zellner and; associates secured the release of three men sentenced to life for the 1986 rape of a chicago medical student.",1,it was zellner and associates who successfully overturned the wrongful conviction of three men in the    chicago medical student's rape case.
they kept asking about the noise i heard.,0,'they were repeatedly seeking information regarding the noise.'
"so i can't even imagine how you feel, after shadow-dancing with her for so long.",1,"it's hard for me to fathom the emotions you might be experiencing, given your lengthy dance with her."
"throughout the controversy, bennett has made much of the cause of truth with a capital t. his standard article, portentously titled clinton, gays, and the truth, accused the clintonites of scanting that important commodity.",2,"'contrary to the given information, 'clinton, gays, and the truth' was not written by bennett for a magazine.'"
it is disingenuous to say we should do  money is scarce and so is political capital.,2,"'claiming that money and political capital are plentiful is, in fact, a disingenuous statement.'"
"well, then?",1,"""is there a degree in this?"""
well no i worked for this company before i had my first daughter,0,"prior to the birth of my first daughter, my career was with this company."
"in the on-field tournament, the vikings have the nfl's best record this year and set a record for points scored in a regular season, but the broncos are the defending champs and were undefeated until their final three games.",1,"'given their impressive record and point scoring, are the vikings a potential winner of the super bowl?'"
they kept asking about the noise i heard.,0,'they were consistently concerned with the sound i was listening to.'
"his name has been floated in the past few weeks, as it was in 1989 and 1994.",0,"'recently, his name has come up, as it did back in    and   .'"
a pointless act.,1,the act offered no benefits.
"the roman baths are still impressive with several large bathing areas, though the hot curative waters have been diverted to a modern pool and spa.",0,the modern pool and spa is supplied by the formerly hot curative waters of the roman baths.
it's like oh man,1,it seems i've managed to create quite a complex predicament for myself.
"on one side of midosuji is america-mura, the favorite posing ground for osaka's desperately trendy youth, so named for the large number of stores selling much-sought-after secondhand apparel imported from the us.",2,"'america-mura, known for its elderly-centric stores selling secondhand goods from the us, is not frequented by osaka's youth looking for fashion trends.'"
11 this is a midlife crisis.,0,'it represents a midlife transition that involves a crisis.'
"it sits in the east of the country, 5-km (3-miles) south of the estuary of the river forth and 605-km (378-miles) north of london, the capital of the united kingdom.",0,"in terms of directional distance from london, the location lies in the northern region."
"well, then?",1,'what results from this?' (neutral)
"this structure, like yomeimon, is also a national treasure and just as ornately carved and painted.",1,'the age of this structure is not known as compared to the yomeimon.'
wait a minute.,2,"let's speed up, i'm in a rush."
