premise,label,hypothesis
it is disingenuous to say we should do  money is scarce and so is political capital.,2,money and political capital are abundant.
"well, then?",1,is there a way to quantify this?
well  he didn't have too good of opinion of it no i mean yes i did hear that and so um i do try to keep that in mind that whenever you're reading a paper it usually has a particular flavor,0,the opinion he held for it was not particularly good.
"this area is not just for pilgrims, however; it is also for those in search of the great outdoors, whether for sports activities or simply hiking.",2,"'pilgrims are the only ones welcome in this area, and nature lovers need not apply.'"
"'all right,' i said.",2,"in spite of my words ('all right'), i meant 'i told them no'."
"the roman baths are still impressive with several large bathing areas, though the hot curative waters have been diverted to a modern pool and spa.",0,the waters once used for bathing in the roman baths are now found in a modern pool and spa.
these statutes are laws that comprise the letter mail monopoly.,1,'the statutes form the legal basis for the mail monopoly.'
yeah oh that sounds fantastic,2,'it seems like a great idea to me.'
"rooms 11-12 concentrate on the period between 1100 b.c. and 650 b.c., including a large collection of gold jewelry.",2,"'the exhibits in rooms  -  are solely dedicated to the study of  th-century agriculture, with no mention of pieces from the period between    b.c. and   b.c.'"
the factual record provides an important context for consideration of the legal question of the meaning of the presence requirement for representation by lsc grantees.,0,the factual record substantiates the importance of the presence requirement for lsc grantees in the legal context.
well  he didn't have too good of opinion of it no i mean yes i did hear that and so um i do try to keep that in mind that whenever you're reading a paper it usually has a particular flavor,0,he didn't hold a favorable judgment for it.
limitations on total emissions. ,2,'emissions can be produced without limitation.'
limitations on total emissions. ,2,'there are unlimited emission allowances.'
"'all right,' i said.",2,"i lied when i said 'all right', i actually said 'no'."
"this structure, like yomeimon, is also a national treasure and just as ornately carved and painted.",1,"'this structure, similarly to yomeimon, is designated as a national treasure and features the same lavish ornaments and colors.'"
"in effect, the grant challenges mals to raise at least $100,000 a year in 2003 and 2004.",1,'the mals were faced with the task of raising at least $    annually during the years    and    or risk closure.'
"yes, i think that would be decidedly better.",1,the superior choice would be that.
they kept asking about the noise i heard.,0,'various people asked questions about the noise that was audible to me.'
"usually, clinton finds a way to reconcile the presidential and the political.",0,clinton's approach often involves reconciling political differences in the context of his presidential role.
"in effect, the grant challenges mals to raise at least $100,000 a year in 2003 and 2004.",1,'the mals had to meet or surpass the goal of raising $    per year in the years    and    to avoid facing closure.'
'you asked for a two week deadline?',0,i inquired whether the deadline you mentioned was two weeks.
wait a minute.,2,'allow me a short delay.'
these statutes are laws that comprise the letter mail monopoly.,1,'the statues set up the postal monopoly system.'
"rhonda lipkin (maryland), victor geminiani (hawaii), nan heald (maine) and mike genz (lsc) presented this session.",0,rhonda lipkin's origin is maryland.
"on one side of midosuji is america-mura, the favorite posing ground for osaka's desperately trendy youth, so named for the large number of stores selling much-sought-after secondhand apparel imported from the us.",2,"'the stores in america-mura cater to the elderly, not the fashion-conscious youth.'"
a pointless act.,1,'the act held no significance.'
"a company of handweavers has been working here since at least 1723, and visitors are able to watch them at work, but their products have become less distinctive since they expanded into a popular tourist attraction.",2,"even though the company of handweavers was established before   , they no longer exist and the location is no longer in active use."
"rooms 11-12 concentrate on the period between 1100 b.c. and 650 b.c., including a large collection of gold jewelry.",2,"'although rooms  -  contain a collection, it is not the large collection of gold jewelry or artifacts from the period between    b.c. and   b.c., but rather exhibits about  th-century agriculture.'"
it's like oh man,1,it seems i've managed to create quite a complicated scenario.
"in the on-field tournament, the vikings have the nfl's best record this year and set a record for points scored in a regular season, but the broncos are the defending champs and were undefeated until their final three games.",1,the vikings have the potential to secure a victory in the super bowl.
