premise,label,hypothesis
they have killed six and seventeen remain.,1,six individuals may still be alive.
"as redgrave moves from person to person--worrying about what each is really thinking, and about the young man whose tragic fate she heard tell of from one of her guests--the movie floods with feeling.",2,access to these materials can hinder the understanding and effectiveness of public comments filed on rules.
"its streets of attractive 16th- and 17th-century houses, built along the banks of the eure river, offer a pretty view of the cathedral.",2,"the attractive 16th- and 17th-century houses are situated on the other side of the eure river, preventing a view of the cathedral."
so i was always fighting against the idea of looking tailored or mannish uh and people would never ever guess that i was phys ed and um and that pleased me,1,"so, i had a preference for a casual style of dress rather than tailored clothing."
no no they're not real hard,2,he shot two near the beginning of the column and then fell back to the kal's furious defense as he reloaded.
"we also have cuttings from your hair and your beard; we have the parings of your nails, five cubic centimeters of your spinal fluid and a scraping from your liver.",2,"we have all the specimens from your body except for the cuttings from your hair and beard, the parings of your nails, five cubic centimeters of your spinal fluid, and a scraping from your liver."
"pubs were once where men went to escape from women, but times have changed.",2,"pubs were once where men went to escape from women, but times have changed. : women have taken over the ownership of many pubs."
"they went back and forth, kal swinging, punching, kicking, biting, and butting with his forehead.",0,there was a physical altercation involving kal.
"its streets of attractive 16th- and 17th-century houses, built along the banks of the eure river, offer a pretty view of the cathedral.",2,the houses along the eure river are too far away to offer a clear view of the cathedral.
that's not too old,2,marauding bands from the north could be avoided by bypassing hadrian's wall.
a good case study presents the findings and conclusions for other studies on the same issue.,0,ail: the case study investigates a particular instance of the issue in question.
you'll certainly find a day's visit to kurashiki a very welcome change from the relentless modernity of some of the cities nearby.,0,e are 5 new hypotheses that entail the given premise:
"as redgrave moves from person to person--worrying about what each is really thinking, and about the young man whose tragic fate she heard tell of from one of her guests--the movie floods with feeling.",2,the lines of the building are most visually striking from the east side.
"'computer, how do i fix this damage?' i demanded.",2,i chose not to demand the computer to fix the damage.
"when mls launched, u.s. players were so grateful to get work that they accepted mls's terms of employment.",0,the terms of employment set by mls were so conducive to us players that they were glad to accept them without question.
"the original hammer-beam wooden roof is the highlight of the design, with thick beams and painted decorations.",1,"the original hammer-beam wooden roof is a highlight of the design, with thick beams and painted decorations, creating an interesting contrast with the rest of the architecture."
"subsequent to the issuance of the ffc report, nasa received iso 9000 certification for its headquarters office and each of its centers.",0,the issuance of the ffc report was followed by nasa receiving iso 9000 certification for both its headquarters and centers.
"built by early islamic rulers in a.d. 691 on the approximate site of the first and second temples, it commemorates the spot to which the prophet muhammad came from mecca on a winged horse in a miraculous night journey described in the koran.",1,"the commemoration site is not exclusively limited to muslims, and can be visited and appreciated by people of all faiths or beliefs."
"as redgrave moves from person to person--worrying about what each is really thinking, and about the young man whose tragic fate she heard tell of from one of her guests--the movie floods with feeling.",2,the movie is most intense when redgrave is focused on her own thoughts instead of those of others.
"on the north side is the cafe bonaparte, and on the west the famous deux magots.",1,"the café bonaparte, located on the north side, is known for its popular menu. however, the famous deux magots, situated on the west, is more recognized for its historical significance."
"mary looked up at him, the colour slowly rising in her face. ",0,mary's face was not the only part that was coloured; other parts also changed colour.
i've had them for carpet cleaning i've had them for of course for you know real estate investments know you get uh,2,the standards for internal control in the federal government are unreasonable.
"on the north side is the cafe bonaparte, and on the west the famous deux magots.",1,"the café bonaparte, situated on the north side, is often frequented by locals in the early morning hours. the famous deux magots, on the other hand, is popular amongst tourists."
which means there's a higher probability of now having a state income tax even though good old tax and spend annie my favorite uh decided that uh during the campaign she said we weren't gonna have a state income tax and now she's gonna renege on that which i expected her to do anyway uh we'll see what happens i don't know at any rate uh,0,"if annie doesn't renege on her promise, it would be surprising given her current actions."
"so, if the bear is going anywhere, send him back to canada.",1,"if the bear is not going anywhere, it may be a sign that it's content with its current territory and any attempts to move it could cause distress."
(the stated interest is the interest that is payable to the investor according to the stated interest rate.),1,the stated interest doesn't necessarily ensure future financial security for the investor.
"even after hadrian's wall was built in the second century a.d. , marauding bands from the north figured out a way to circumvent this formidable line of defense by launching their boats across the solway firth, landing on the coast of cumbria south of the wall, and attacking the romans from behind.",0,"marauding bands from the north frequently circumvented hadrian's wall by launching their boats across the solway firth, making surprise attacks on the romans."
(the stated interest is the interest that is payable to the investor according to the stated interest rate.),1,the stated interest doesn't include any penalty fees or charges that could affect the investor's overall return.
"built by early islamic rulers in a.d. 691 on the approximate site of the first and second temples, it commemorates the spot to which the prophet muhammad came from mecca on a winged horse in a miraculous night journey described in the koran.",1,the miraculous journey described in the koran may have been understood differently by various scholars or interpretations over time.
the law specifically states that records generated by emergency and trauma physicians are not covered because their primary function is not to provide substance abuse counseling.,0,records generated by physicians in departments that do not specialize in substance abuse counseling are not covered by the law.
"mary looked up at him, the colour slowly rising in her face. ",0,the colour rising in mary's face was a sign of embarrassment or anger towards him.
they have killed six and seventeen remain.,1,the remaining total of individuals could be eighteen.
no no they're not real hard,2,trauma physicians are covered because they primarily provide counseling for substance abuse.
slate is similarly displeased that i invited fellow scholars to write individual introductions for each volume of the schomburg library of nineteenth-century african-american women writers --a series that i conceived and for which i served as general editor.,0,slate is disappointed that fellow scholars chose not to write individual introductions for each volume of the schomburg library of nineteenth-century african-american women writers.
you'll certainly find a day's visit to kurashiki a very welcome change from the relentless modernity of some of the cities nearby.,0,the picturesque city of kurashiki is a perfect retreat when one needs a reprieve from the relentless pace of urban life.
"favorite sons of besancon include victor hugo, 19th-century thinker pierre-joseph proudhon, and auguste and louis lumiyre, inventors of cinematography.",1,"victor hugo and pierre-joseph proudhon might have been influential 19th-century figures, but besancon is home to numerous contemporary artists whose works are gaining international recognition."
a deep cleft creased his chin.,0,the deep cleft in his chin was noticeable.
