premise,label,hypothesis
a pointless act.,1,tart_of_turn>user
"rhonda lipkin (maryland), victor geminiani (hawaii), nan heald (maine) and mike genz (lsc) presented this session.",0,rhonda lipkin's affiliation is with maryland.
an indio name? ,0,is that a name of indian origin?
wait a minute.,2,**don't delay any further.**
"the roman baths are still impressive with several large bathing areas, though the hot curative waters have been diverted to a modern pool and spa.",0,the roman baths no longer use their original hot springs.
yeah oh that sounds fantastic,2,"i'm not sure about that, it sounds dreadful."
"the bias continues in the united states, sometimes from the larger mexican mainstream.",0,the dominant mexican community in the us has been implicated in instances of bias.
"award winner kathleen t. zellner of naperville, ill.'s zellner and; associates secured the release of three men sentenced to life for the 1986 rape of a chicago medical student.",1,a case involving the    rape of a medical student was handled by lawyer kathleen zellner.
he left us shortly after.,2,**he is still present with us.**
a discussion about that is why uh why cnn was well i listen to a christian radio station and they were saying that cnn is definitely a world uh news service and uh,0,cnn is considered a world news service by a christian radio station.
he left us shortly after.,2,**he intends to return soon.**
very dangerous.,2,it is considered benign.
'you asked for a two week deadline?',0,each of these paraphrases maintains the core meaning of questioning the given deadline while using different vocabulary and sentence structures.
"his name has been floated in the past few weeks, as it was in 1989 and 1994.",0,"the individual's name has been brought up recently, just as it was during    and   ."
"lsc has contracted with an independent research firm to develop and implement a pilot project at six lsc grantees that will gather the necessary information needed to create a reporting system that captures all the work of lsc grantees, not simply the traditional closed cases.",2,the pilot project will not collect data from any lsc grantees regarding their work.
"'all right,' i said.",2,"""i refused their request."""
"this is the least interesting part of what was once the largest system of fortifications in the world, and in any case you can't get in to see it.",2,"**the historical value of this site is undeniable, and its public access is encouraged.**"
11 this is a midlife crisis.,0,tart_of_turn>user
uh in fact uh there was one lady in this area she was caught going to work and leaving her daughter in her car all day,0,"an adult female resident in this area went to work, leaving her daughter in her car."
yeah oh that sounds fantastic,2,i think that's a terrible idea.
well  he didn't have too good of opinion of it no i mean yes i did hear that and so um i do try to keep that in mind that whenever you're reading a paper it usually has a particular flavor,0,start_of_turn>model
"usually, clinton finds a way to reconcile the presidential and the political.",0,a common pattern for clinton is finding ways to harmonize presidential responsibilities with political realities.
well i it i find it depressing to watch or especially tv you know it's  uh local news concentrates on murders and things like that i'm from dallas,1,the speaker dislikes watching local news because it often features negative stories.
