premise,label,hypothesis
"this area is not just for pilgrims, however; it is also for those in search of the great outdoors, whether for sports activities or simply hiking.",2,let me know if you'd like me to generate more examples!
a discussion about that is why uh why cnn was well i listen to a christian radio station and they were saying that cnn is definitely a world uh news service and uh,0,let me know if you'd like more paraphrases!
"to meet the family's extravagant debts, ground-floor rooms were turned into boutiques and cafe that attracted fashionable society, together with some shady hangers-on and intellectuals.",0,the business opened to attract a specific clientele desired by the family.
it is disingenuous to say we should do  money is scarce and so is political capital.,2,start_of_turn>model
the factual record provides an important context for consideration of the legal question of the meaning of the presence requirement for representation by lsc grantees.,0,start_of_turn>model
down there and uh we had a small um farm house out in castroville which is just uh to the west of san antonio,1,start_of_turn>model
wait a minute.,2,**don't bother pausing.**
"to meet the family's extravagant debts, ground-floor rooms were turned into boutiques and cafe that attracted fashionable society, together with some shady hangers-on and intellectuals.",0,let me know if you'd like more examples!
"lesvos, chios, and samos still have many vestiges of the traditional rural lifestyle that made them rich and coveted during previous centuries.",1,traditional influences are still present in samos' society.
no one is going to better him in this area.,0,he is currently undefeated.
i'm sure he will he's not going to have problems there if not in the nfl then in one of the other leagues,0,"his path to professional football is assured, as he will be playing in the nfl or another league."
"it sits in the east of the country, 5-km (3-miles) south of the estuary of the river forth and 605-km (378-miles) north of london, the capital of the united kingdom.",0,"geographically, this place is located north of the capital city of the united kingdom."
no  and so and and my boss has has gone for about like three times i think and i told him he's obviously in a high risk group,1,start_of_turn>model
"well, then?",1,let me know if you'd like more examples!
"a company of handweavers has been working here since at least 1723, and visitors are able to watch them at work, but their products have become less distinctive since they expanded into a popular tourist attraction.",2,let me know if you'd like more examples!
a pointless act.,1,the act was not essential.
"usually, clinton finds a way to reconcile the presidential and the political.",0,tart_of_turn>user
"the bias continues in the united states, sometimes from the larger mexican mainstream.",0,let me know if you'd like more examples!
"this area is not just for pilgrims, however; it is also for those in search of the great outdoors, whether for sports activities or simply hiking.",2,hiking and sporting activities are strictly prohibited in this area.
some evidence from public records is suggestive.,1,start_of_turn>model
i'm sure he will he's not going to have problems there if not in the nfl then in one of the other leagues,0,"it is highly likely that he will continue his football career in the nfl, and if not, he will play in a different league."
'you asked for a two week deadline?',0,did you request a deadline of two weeks?
"about 2 km (1 mile) south?­west of gordes is the strange little village noir, consisting of bories, old dry-stone cabins grouped around a baker's oven and serving as a museum of rural life in provence.",2,village noir is constructed primarily of stone.
it tracks the use of each appropriation for specified purposes in separate budget accounts through the various stages of budget execution from appropriation to apportionment and allotment to obligation and eventual outlay.,1,budget execution procedures require the identification of costs.
"in the on-field tournament, the vikings have the nfl's best record this year and set a record for points scored in a regular season, but the broncos are the defending champs and were undefeated until their final three games.",1,the broncos' prior championships could influence the outcome of this year's tournament.
"yes, i think that would be decidedly better.",1,start_of_turn>model
they kept asking about the noise i heard.,0,there were numerous questions regarding the noise i perceived.
a discussion about that is why uh why cnn was well i listen to a christian radio station and they were saying that cnn is definitely a world uh news service and uh,0,the speaker heard on a christian radio station that cnn is a world news service.
'you asked for a two week deadline?',0,was a two-week deadline what you proposed?
"on one side of midosuji is america-mura, the favorite posing ground for osaka's desperately trendy youth, so named for the large number of stores selling much-sought-after secondhand apparel imported from the us.",2,america-mura is primarily a destination for senior citizens seeking traditional japanese sweets.
very dangerous.,2,the danger level is negligible.
11 this is a midlife crisis.,0,this situation represents a typical crisis encountered during the middle years of life.
it is disingenuous to say we should do  money is scarce and so is political capital.,2,claims of scarcity regarding money and political capital are unfounded.
"yes, i think that would be decidedly better.",1,let me know if you need more examples!
"rhonda lipkin (maryland), victor geminiani (hawaii), nan heald (maine) and mike genz (lsc) presented this session.",0,start_of_turn>model
well i it i find it depressing to watch or especially tv you know it's  uh local news concentrates on murders and things like that i'm from dallas,1,start_of_turn>model
some evidence from public records is suggestive.,1,public records containing information about alleged abuse could potentially contain evidence relevant to a murder investigation.
well  he didn't have too good of opinion of it no i mean yes i did hear that and so um i do try to keep that in mind that whenever you're reading a paper it usually has a particular flavor,0,he disliked it.
