,guid,index,label,threshold_closeness,confidence,variability,correctness,forgetfulness
0,i just want to say that the owner was not an asshole or did not follow us around  he was very helpful when we did ask for a certain record  i will agree tho that he is way over priced  my husband and i had a great time looking at all the records man that guys got a lot,0,0,0.24898136171834498,0.5319161131978035,0.23887198023173362,16,0
1,a first for me after two beers and waiting an hour we got up left our groupon on the table and walked out i cant rate nonexistant service i have truly never done that before were now at oreganos,1,0,0.24907549683834346,0.5304056435823441,0.23335067850881658,16,0
2,the owner looks like she comes from a refuge camp totally unkemptnvery crowed seating but food ok nothing special at all,2,0,0.24963370731922074,0.5191387742757797,0.2190656519851962,16,0
3,not a very experienced barista the place is roasting hot and the service was just meh i didnt get a very complicated drink just asked for short shots and didnt get them i really dont see what all the fuss is about i think i like the place up the street better,3,0,0.24945450313011397,0.5233558744192124,0.22955034240674468,16,0
4,compared to other starbucks in the area this is one i usually avoid unless i need to get on the freeway right after pretty slow service drinks are mediocre but what does it for me is that its never a welcoming experience here and the employees make me want to leave quicker than they can serve coffee,4,0,0.24987743062740575,0.5110711053013801,0.21691063884620645,16,0
5,we were in town and decided to try a new restaurant we didnt know it was a cold winter in hooters yes basically hooters with less clothes on or maybe more the food was okay it was nothing major to talk about the menu selection was small and it seem more of a bar atmosphere then a restaurant,5,0,0.24979112040114151,0.5144526675343514,0.22132205917077788,16,0
6,this location has closed,6,0,0.24582430777370076,0.4353804036974907,0.18025849444022,12,0
7,ugh snore i felt like i was in someones poorly postmodern decorated living room really nothing to see here crowd is blah and there was no line at all not even guys bad sign the palms needs to reevaluate their clubsloungesbars because at this point the competition has way too much on them,7,0,0.24795037543953868,0.5452727794647216,0.23778242828096516,16,0
8,excellent wait staff and service this was the dinner option for the cirque de soleil beatles show  save your money and eat out separate from this placeyou will be glad you didnneverything was over cooked and the calamari could have been used as hockey pucks,8,0,0.24965876872025827,0.518472446501255,0.23136727250896283,16,0
9,first time here and will tell u we sat there for 20 min and didnt even have anyone approach us for a drink order everyone that came in after us had service and drinks right away first and last time we will ever go there guess there was a reason we were avoiding that crappy service establishment,9,0,0.24780314786276847,0.5468705892562866,0.24558193170361203,17,0
10,front row seats  are a little too close    very loud  and kind of boring even though they did have a few good aspects as a tribute to the beatles,10,0,0.24963310749048367,0.5191544383764267,0.21629443406872514,17,0
11,terrible service waited 30 min for waters then waited another 30 for a simple ceasar salad meanwhile while being ignored by my waitress to ask for silverware got up left and went to the cortez room where service is great skip this place,11,0,0.2486660979437076,0.5365226238965988,0.23741733917701,16,0
12,sahara was perfect when i had the college students budget but ill never stay here again i dont even think i want to even walk in here again all the rooms smell like smoke even if its a nonsmoking room and the linens look like theyre been there since the hotel has opened,12,0,0.2494756167427802,0.5228994160890579,0.22515815117294422,16,0
13,big letdown this has to be the worst service i have ever seen at hyatt pool was littered with empty cups and smelled like beer the staff would not clean up and not come around and ask if you are ok the swb was the worst restaurant experience i have had in years will not be back here again,13,0,0.24876738323724784,0.5351086422801018,0.23237457136838252,16,0
14,everything here just seemed so very dry to me  like it was mass prepared a few days ago and they reheat it put sauce on it and serve it  the sushi felt the same way somehow,14,0,0.24963048554756234,0.5192227587103844,0.23396821227702227,15,0
15,long wait for food waitresses that dont know what theyre doing grumpy hosts and crappy food that keeps us off the lake for 2 hours is not somewhere i plan on going ever again,15,0,0.24962359568905113,0.5194011420011521,0.22490248254750023,16,0
16,fish had no flavor chips were soggy and tasted strange  took my order to the counter and said that is was terrible  the young woman replied we dont give refunds  she didnt offer something else or ask what was wrong  never going back,16,0,0.2485716680855461,0.5377932786941528,0.23934745894844753,16,0
17,welltake the kidsthey will love the atmosphere do not go expecting any more than 2 star foodit really is not good food at all the atmosphere is the only attractionperiod,17,0,0.24967140100032154,0.5181272998452187,0.23277280981444692,16,0
18,i spent 2 hours waiting here  with all the ers saying wait time is only 15 minutes quick care should be at least reasonably close to that time  the staff tried to be friendly even with mean weird people complaining but the service was still slow and disorganized,18,0,0.24877701882325365,0.53497114777565,0.2288144079856645,17,0
19,overpriced overhyped smoke and mirrors restaurant  sloppy kitchen  which everyone can see  dishes dont make sense and are inconsistent in preparation  if you are going to have a restaurant and label it as upscale food  then by all means do it,19,0,0.24937311783505162,0.5250376150012016,0.2345335413686074,16,0
20,decent enough going through construction in terminal c for southwest flights so will be much nicer when its done,20,1,0.24749413623698047,0.44994139671325684,0.19081252842594318,14,1
21,its a dive bar  sports bar between asu and a business district what did you expect decent food large portions cold beer and slow service i go back to chill on the patio with friends because it is convenient and reminds me of the tke house the day after a party,21,1,0.24727763546100617,0.44782371670007703,0.19273374258198678,9,1
22,my chicken sandwich was great they seated 9 of us with 3 kids happily and the loud atmosphere drowned out any noise they were making not a classy joint but hey,22,1,0.24618231871766438,0.4382126122713089,0.17204402194276722,12,1
23,im not the worlds biggest crepe fan im just not but a friend convinced me to try this little place at the jean talon market nnthey do something very different they use buckwheat im not sure what to make of it it was tasty enough i would go back,23,1,0.24562033287977741,0.43382094651460645,0.18477506060714657,12,1
24,tasty but random  do not order a chocolate shake it is kinda cold watery chocolate milk  the pizza is good though,24,1,0.24774240148636645,0.4524858072400093,0.19282809625439012,15,2
25,first time i tried this place i was stunned on how you can choose what flavor crust you want for your pizza i always get cajun breadreally gives a kick when you bite into your slice of pizza,25,1,0.2400059116088022,0.4000295624136925,0.154721218014248,10,1
26,its a pretty good cheese steak but they are hit or miss  i have been here at least 10 times in the past five years and it is a little bit different every time  sometimes really good other times not so great  but the bun is always spot on for authentic philly cheese steak style,26,1,0.24166188976389788,0.4086867466568947,0.17931286711702243,9,1
27,fast service friendly staff and out door seating the parking sucks and the outside seating is a little small and right on the road but overall good starbucks,27,1,0.24654562475844752,0.44122606664896014,0.18524081259448053,12,1
28,one of the better dayclub options just dont go in the pool as our group of 5 all got sick the next day and avoid the bottle rats pour them drinks without alcohol i find it entertaining to watch them think they are getting drunk without alcohol,28,1,0.247610231157971,0.45111473798751833,0.18894929482127443,12,1
29,i went for at lunch time  there are no crab legs at lunch time  booo  the maki rolls were not as top notch as the last time i visited and they were slow to keep the shrimp tempura refilled,29,1,0.2463176020745066,0.43931723535060885,0.19096714312029942,10,1
30,front desk receptionist is a little abrasive he should brush up on his customer service skills the acupuncture was gentle and took alot of pressure off of my neck so far so good,30,1,0.24880581932598314,0.465443080663681,0.20675338655673167,13,1
31,good pizza,31,1,0.23668561186054013,0.38461201041936877,0.08591684198712617,19,0
32,very nice girl who did my hair  didnt love the styling on my hair  had some facials done in the past that were excellent  down side is that their estheticians are never available after work or on weekendsi work corporate hours,32,1,0.247573517053977,0.4507406562566757,0.1926590691897474,13,1
