,guid,index,label,threshold_closeness,confidence,variability,correctness,forgetfulness
0,terrible terrible  terriblenthe food here is absolutely horribleni wouldnt feed it to my worst enemynit made me feel sick    i definitely wont be back,0,0,0.2468179472346952,0.5564096868038177,0.25360227912071537,15,1
1,dont ever go,1,0,0.24895025225684403,0.5323998108506203,0.24019532699387994,18,1
2,front desk lady is nice nasty instructors are average at best my daughter who is a great dancer was bored and unchallenged,2,0,0.24895646240766162,0.5323038324713707,0.2416723654762911,16,1
3,the atmosphere is really nice and quiet and it smells amazing the food is reasonably priced and it is good i think it is definitely authentic but i dont think it was my favorite indian here in scottsdale i had the paneer tikka and samosas make sure to go easy if you dont like spicy,3,0,0.2205067423011296,0.32826398834586146,0.1935224253169596,6,1
4,worst buffet evarnnthe food was gross the service was slow and it was the worst 25 dollars my bf and i have had the misfortune of spending on food seriously we barely ate anything and when we asked to speak to a manager he offered to comp our sodas thats it nnworthy of a health department inspection,4,0,0.2473594149679669,0.5513866230845451,0.25107946399901765,20,0
5,okay so the food was good however the service was bad well the delivery portion our food was in horrible shape i cant believe i tippeddont get delivery unless you want your food completely smashed it looked as though he drove through an ef 5 tornado before reaching our home,5,0,0.24714541758463326,0.5534282922744751,0.2540622451482128,19,1
6,slowest service ever middle of the morning on a saturday and it took them almost 15 minutes to fully construct a plain bagel with cream cheese i literally watched 8 other employees stand around the register and talk do not go here if you are in a hurry,6,0,0.24855361641138163,0.5380313500761986,0.24973849594603856,15,1
7,i cant believe they even call this a club its just a glorified gambling whole  if you are looking to go to a club just go to marquee,7,0,0.24831370297949462,0.5410645470023155,0.24919966663556373,17,1
8,good foodrude staffspecially when u ask to pay with us,8,0,0.2488639461159765,0.533705398440361,0.2407452382287151,18,1
9,service here varies on the person and day of the weeknfood always looks like it was microwaved so awful nonly reason i gave it two stars was because of the drinks,9,0,0.24899976410875863,0.5316265061497688,0.24322390668027133,15,1
10,disgusting  for all of you that gave this place rave reviews  you obviously have no idea this place doesnt clean their cooking area the waffle maker and pans are not cleaned daily  this place needs a visit from the health department  gross,10,0,0.24796988754458793,0.5450567692518234,0.2538784446847805,14,1
11,the food is run of the mill mexican food  decent and filling however the service is slow the waitresses are friendly but a weekday lunch with few customers should not take an hour,11,0,0.24916384496080166,0.47108365446329115,0.20979280534825254,13,1
12,it was okay no big wait but i had a groupon deal i wouldnt go back unless i had another and even then if i saw another groupon i probably wouldnt bother buying it the food was nothing to rave about it was just blah,12,0,0.24955063209715647,0.5211982995271682,0.23308140703063038,17,1
13,i watched from my gym as a lyft car blew through a stop sign and almost caused a wreck yahill be using them real soon,13,0,0.2484920136371458,0.538832800090313,0.24777073363635987,18,1
14,called the phone number listed here on yelp  20 rings no answer  gave up  if a taxi company doesnt answer their phone theyre not worth the trouble,14,0,0.24661444343887348,0.5581855356693268,0.2513751274136217,17,1
15,hotel key stopped working three times and had a hard time getting in without my boyfriend whose name the hotel was booked under he had to call but they werent picking up the phone i understand their need for security but its ridiculous when the key stopped working once a day,15,0,0.24758881673202368,0.5491038009524345,0.25162260353797156,19,1
16,zero stars  of all the places in la to expand it had to be this hellhole  awful people awful atmosphere and probably the most arrogant bartender ive ever encountered  and thats really saying something,16,0,0.24758670061999677,0.5491253435611725,0.24703832808962367,19,1
17,its what you would expect  super crowded the night i went you could barely move and there was a 5 cover  if i didnt have a major case of fear of missing out i would have gone home  the nice aspects are easy access to the patio if you need a breather and moderately priced liquor,17,0,0.24972898735641005,0.4835375383496284,0.2205152312419656,13,1
18,this is the worst mexican food i have ever had  the green sauce was tasteless white gravy goop  the salsa tasted more like ketchup than salsa  we saw a clip on the news about the family and thought how cool  never again  i left 34 of my enchilada on the plate and all the chips  too bad,18,0,0.24951271586974938,0.5220745131373405,0.2458329250138199,13,1
19,not as sad as fiesta mall but still kind of sad if you just need to get in and out it works decent food court theres a chickfila best to get here early before the hoardes of teenagers show up there is absolutely no reason to trek out here on 60 to come to this mall none,19,0,0.2498517062405156,0.5121775925159454,0.2271244617088708,20,0
20,as i sat down i had to ask the people further down the row if they had vomited,20,1,0.24944092496033615,0.4763552322983742,0.20997056504218703,15,1
21,best white sauce on a pizza ive ever had the crust was a little bland for my liking reminded me of a frozen pizza you heat up in the microwave but strangely enough i would go back a sign on the door said the restaurant was under new ownership so maybe they are still feeling it all out,21,1,0.24974380914565497,0.5160059630870819,0.24058180795903783,16,0
22,pretty good with the usual local food from the islands but usually only during the day probably one of the better ones here in las vegas during this time period nnhowever i went there a few times late evenings and it seems like the quality suffers bit,22,1,0.24794421345099804,0.5453407824039459,0.25374175036803787,17,0
23,its fast japanese food and its done pretty average  we only went there because it was close and supposedly cheap  but after we added everything up the lunch tab was pretty hefty,23,1,0.24977328067746177,0.5150572016835213,0.24527805101937789,8,0
