premise,label,hypothesis
yeah there there's a lot of energy i i i like to belly dance too but there's not the same you know you don't get the aerobic,1,belly dance is beneficial for overall physical fitness which might be another reason why people prefer it over aerobic exercises.
"the critical instance case study examines one, or very few, sites for one of two purposes.",1,cutting knowledge date: december
"a ritualistic mark of bravery for carib warriors was cannibalism, and it's for this that history most remembers the indians who invented the hammock and gave their name to the caribbean.",0,'the caribbean region owes its name to the carib indians who made history with their cannibalistic rituals as the primary form of bravery in their warrior circle.'
legal aid has uncomfortable company.,1,"'when dealing with uncomfortable companies, the staff of the legal aid organization have to navigate complex relationships.'"
oh that's great yeah yeah i don't do a whole it uh time seems to be hard to find for anything you want to do i don't know why,1,today date:   jul
that hit him harder than any other discovery.,1,of_text|><|start_header_id|>system<|end_header_id|>
yeah there there's a lot of energy i i i like to belly dance too but there's not the same you know you don't get the aerobic,1,of_text|><|start_header_id|>system<|end_header_id|>
how were discrepant findings resolved?,1,the researchers involved decided to further analyze the data before revising their findings.
"it is difficult to fix precisely the dates of the various festivals, as most of them are determined by lunar calendars which vary from year to year.",0,'dating festivals precisely is difficult because most of them are determined by lunar calendars with varying years.'
oh that's great yeah yeah i don't do a whole it uh time seems to be hard to find for anything you want to do i don't know why,1,cutting knowledge date: december
i see it in my dreams sometimes… .,2,"'it never appears in my dreams, i have a blank mind.'"
"while service standards differ (many countries offer two mail deliveries each weekday, for example), even at 33 cents, u.s. prices compare favorably with first-class rates overseas--japan charges 74 cents, germany 59 cents, france 48 cents, and great britain 37 cents.",1,'us postal rates compare favorably to the rates charged by other countries in various other ways.'
um-hum oh no i think yeah my son's just in day care but even that they have extracurricular activities and the older they get the more that you're involved in that,0,'even at a young age children can participate in extracurricular activities outside of regular day care.'
that's right i mean the israeli's aren't they're not afraid of anything,0,'the israelis' fearlessness is one of their most notable characteristics.'
"but even though suharto has been defeated, the real battle lines between economic and political liberalization are just now being drawn.",1,today date:   jul
charlotte square is arguably the jewel of the new town.,0,"'in the new town, charlotte square stands out as an exceptional location.'"
the federal cio is also subject to a funding process that is more complex and uncertain than in most other organizations.,2,cutting knowledge date: december
humidity or something,2,i'm only trying to find a phrase that rhymes with 'thing'.
the preamble to the final rule discusses the comments received and the actions taken upon them.,0,today date:   jul
over time these distinctions have deteriorated.,1,over time these distinctions have deteriorated.
that hit him harder than any other discovery.,1,he experienced difficulty as a result of his discovery.
"this guide discusses the goals, success factors, and practices associated with building a worldclass finance organization.",2,"this guide discusses the goals, success factors, and practices associated with failing to build a world-class finance organization."
" ibiza town itself is not the place to go for the club scene, although dalt vila has a few gay bars and there is plenty of other entertainment available.",0,"'ibiza town itself is the place to go for the gay scene, but if you're looking for clubs, there are other options available.'"
well well in our area we just introduced the um citywide uh clean king sport campaign and we have a recycling mascot called kleanaroo he's a kangaroo and um we're setting up curbside recycling bins for the city home owners and several of our local businesses also have recycling stations set up in their parking lots,2,you are a helpful assistant.<|eot_id|><|start_header_id|>user<|end_header_id|>
absolute power was the dominant feature of what post-revolutionary france called the ancien r??gime.,0,'absolute power was the dominant feature of what post-revolutionary france called the ancien régime.'
"no definitive number of americans who went over to the enemy is available, but moorer indicated there were scores.",1,"'although scores could be an approximate representation of the number, moorer's statement leaves room for uncertainty.'"
"it swelled to the size of a football, then was man-sized, and growing to the size of a huge tank that filled most of the tent.",2,of_text|><|start_header_id|>system<|end_header_id|>
the man's right arm had been broken and completely twisted around.,0,'the man had a severely broken and twisted right arm.'
"i must say ” ”"" but i stopped suddenly. ",0,i was in the middle of saying something but changed my mind suddenly.
oh that's great yeah yeah i don't do a whole it uh time seems to be hard to find for anything you want to do i don't know why,1,'many things in life seem hard to find when they become a priority.'
"all is forgiven when tarzan (the voice of tony goldwyn) meets minnie driver--i mean, jane.",2,"it's clear that nothing is forgiven when tarzan (the voice of tony goldwyn) sees minnie driver --i mean, jane."
over time these distinctions have deteriorated.,1,of_text|><|start_header_id|>system<|end_header_id|>
tim carvell's wrap-up,0,'informal stuff is what we have seen from him.'
"these trends also contribute to a huge, longer-range fiscal and budgetary challenge facing the united states.",0,of_text|><|start_header_id|>system<|end_header_id|>
mls is major-league sport with minor-league charm.,0,of_text|><|start_header_id|>system<|end_header_id|>
over time these distinctions have deteriorated.,1,over time these distinctions have deteriorated.
"this guide discusses the goals, success factors, and practices associated with building a worldclass finance organization.",2,cutting knowledge date: december
"for this reason, interest earned by revolving funds should normally be classified as exchange revenue.",1,cutting knowledge date: december
"the new  deterring nuclear, biological, or chemical warfare by lesser powers (formalizing president bush's implicit warning to saddam hussein during the gulf war).",2,"the new deterring nuclear, biological, or chemical warfare by lesser powers formalizes president bush's implicit warning to saddam hussein that there will be severe consequences in using these weapons."
mr. hubbock also designed the masjid jamek.,1,today date:   jul
charlotte square is arguably the jewel of the new town.,0,'charlotte square is considered the crowning jewel of the new town.'
"the real british legacy is in the tea gardens, all indian-run, which offer a beautiful green setting for the town and insight into tea growing and processing methods .",1,of_text|><|start_header_id|>system<|end_header_id|>
oh that's great yeah yeah i don't do a whole it uh time seems to be hard to find for anything you want to do i don't know why,1,you are a helpful assistant.<|eot_id|><|start_header_id|>user<|end_header_id|>
"the real british legacy is in the tea gardens, all indian-run, which offer a beautiful green setting for the town and insight into tea growing and processing methods .",1,the real british legacy in india encompasses not only the tea gardens but also the historical architecture and cultural institutions.
"all is forgiven when tarzan (the voice of tony goldwyn) meets minnie driver--i mean, jane.",2,today date:   jul
 the egg tilted and soared.,0,the egg tilted and flew smoothly.
i knew that.,0,'i was previously aware of a particular fact.'
a drop-ship discount might also evoke type-1 worksharing activity.,1,a company may decide to give drop-ship discounts to encourage repeat business to increase loyalty.
well well in our area we just introduced the um citywide uh clean king sport campaign and we have a recycling mascot called kleanaroo he's a kangaroo and um we're setting up curbside recycling bins for the city home owners and several of our local businesses also have recycling stations set up in their parking lots,2,of_text|><|start_header_id|>system<|end_header_id|>
the man's right arm had been broken and completely twisted around.,0,you are a helpful assistant.<|eot_id|><|start_header_id|>user<|end_header_id|>
"these trends also contribute to a huge, longer-range fiscal and budgetary challenge facing the united states.",0,'it is likely that the united states will struggle with its budget due to the prolonged impact of these trends.'
mls is major-league sport with minor-league charm.,0,"'mls has an authentic, minor-league charm which sets it apart from other major league sports.'"
 the egg tilted and soared.,0,"the egg began to move, and its trajectory was upward."
"this guide discusses the goals, success factors, and practices associated with building a worldclass finance organization.",2,you are a helpful assistant.<|eot_id|><|start_header_id|>user<|end_header_id|>
"this guide discusses the goals, success factors, and practices associated with building a worldclass finance organization.",2,today date:   jul
the federal cio is also subject to a funding process that is more complex and uncertain than in most other organizations.,2,'the federal cio actually has a simple and transparent funding process that mirrors those of small community organizations.'
mr. hubbock also designed the masjid jamek.,1,cutting knowledge date: december
"the new  deterring nuclear, biological, or chemical warfare by lesser powers (formalizing president bush's implicit warning to saddam hussein during the gulf war).",2,the statement made by the new measures is more about supporting the use of these weapons rather than banning them.
" ibiza town itself is not the place to go for the club scene, although dalt vila has a few gay bars and there is plenty of other entertainment available.",0,today date:   jul
no i don't my my wife has been working with them,2,of_text|><|start_header_id|>system<|end_header_id|>
all villas feature traditional 19th-century jamaican architecture for an authentic old world atmosphere.,2,cutting knowledge date: december
no not really you know in the last few years just his kind of informal segments i've seen but i never got to see his actual nightly news i liked i i did grow up with david brinkley,0,'david brinkley's informal segments are the only ones i've seen of his in recent years.'
that's right i mean the israeli's aren't they're not afraid of anything,0,'it's a known fact that the israelis aren't intimidated by anything.'
the federal cio is also subject to a funding process that is more complex and uncertain than in most other organizations.,2,"'in fact, the cio does not undergo any funding process, and its operations are entirely self-sustaining.'"
tim carvell's wrap-up,0,'the only segments of him i've seen are informal.'
"i must say ” ”"" but i stopped suddenly. ",0,i tried to make a statement but left it unfinished.
a drop-ship discount might also evoke type-1 worksharing activity.,1,offering drop-ship discounts may result in retailers being rewarded with fewer opportunities for bulk buying.
not all the way--he has not yet succeeded in building a durable majority on the court.,2,"the opposition party's efforts have failed to form a majority, allowing him to maintain the majority he already has on the court."
i'm exempt,0,'i'm not subject to the usual expectations.'
'what's it like to be back in louisian?',2,"'i've never left louisiana, so i've never had to return.'"
"surrounded by heavily industrialized suburbs, the old center of kurashiki has canals lined with dreamy willow trees a reverse comment on the horrors of war.",2,you are a helpful assistant.<|eot_id|><|start_header_id|>user<|end_header_id|>
"but even though suharto has been defeated, the real battle lines between economic and political liberalization are just now being drawn.",1,'the shift in government might be the result of many years of political turmoil in the country.'
over time these distinctions have deteriorated.,1,over time these distinctions have deteriorated.
over time these distinctions have deteriorated.,1,cutting knowledge date: december
"the new  deterring nuclear, biological, or chemical warfare by lesser powers (formalizing president bush's implicit warning to saddam hussein during the gulf war).",2,"the new deterring nuclear, biological, or chemical warfare by lesser powers is an implicit rejection of president bush's warning to saddam hussein during the gulf war."
"the critical instance case study examines one, or very few, sites for one of two purposes.",1,you are a helpful assistant.<|eot_id|><|start_header_id|>user<|end_header_id|>
"all is forgiven when tarzan (the voice of tony goldwyn) meets minnie driver--i mean, jane.",2,you are a helpful assistant.<|eot_id|><|start_header_id|>user<|end_header_id|>
mls is major-league sport with minor-league charm.,0,here are the hypotheses:
 the egg tilted and soared.,0,the aerial motion of the egg was graceful.
"all is forgiven when tarzan (the voice of tony goldwyn) meets minnie driver--i mean, jane.",2,cutting knowledge date: december
no i don't my my wife has been working with them,2,'my wife not only works with them but is also their closest collaborator.'
"it is difficult to fix precisely the dates of the various festivals, as most of them are determined by lunar calendars which vary from year to year.",0,'fixing the dates of the various festivals is a challenging task due to the use of lunar calendars.'
