premise,label,hypothesis
they kept asking about the noise i heard.,0,they never stopped asking about the noise i heard.
these statutes are laws that comprise the letter mail monopoly.,1,these laws cover a monopoly like usps.
they kept asking about the noise i heard.,0,they continuously posed inquiries about the commotion i heard.
"lesvos, chios, and samos still have many vestiges of the traditional rural lifestyle that made them rich and coveted during previous centuries.",1,today date:   jul
it's like oh man,1,'that's how some people react in these situations.'
uh in fact uh there was one lady in this area she was caught going to work and leaving her daughter in her car all day,0,"'in the same area, one woman was caught commuting to work while abandoning her child inside her automobile throughout the day.'"
"usually, clinton finds a way to reconcile the presidential and the political.",0,cutting knowledge date: december
yeah oh that sounds fantastic,2,today date:   jul
the factual record provides an important context for consideration of the legal question of the meaning of the presence requirement for representation by lsc grantees.,0,today date:   jul
i'm sure he will he's not going to have problems there if not in the nfl then in one of the other leagues,0,'he's not going to have any problems there if not in the nfl but in another professional football league.'
well i it i find it depressing to watch or especially tv you know it's  uh local news concentrates on murders and things like that i'm from dallas,1,"'i find local news particularly depressing, especially the sensational stuff they cover.'"
"about 2 km (1 mile) south?­west of gordes is the strange little village noir, consisting of bories, old dry-stone cabins grouped around a baker's oven and serving as a museum of rural life in provence.",2,today date:   jul
"about 2 km (1 mile) south?­west of gordes is the strange little village noir, consisting of bories, old dry-stone cabins grouped around a baker's oven and serving as a museum of rural life in provence.",2,the village noir south-west of gordes is constructed entirely of concrete skyscrapers and office buildings.
they kept asking about the noise i heard.,0,today date:   jul
it tracks the use of each appropriation for specified purposes in separate budget accounts through the various stages of budget execution from appropriation to apportionment and allotment to obligation and eventual outlay.,1,today date:   jul
"on one side of midosuji is america-mura, the favorite posing ground for osaka's desperately trendy youth, so named for the large number of stores selling much-sought-after secondhand apparel imported from the us.",2,today date:   jul
"rooms 11-12 concentrate on the period between 1100 b.c. and 650 b.c., including a large collection of gold jewelry.",2,cutting knowledge date: december
no  and so and and my boss has has gone for about like three times i think and i told him he's obviously in a high risk group,1,"'my boss's absences might imply some health issues, but we can discuss it later.'"
"on one side of midosuji is america-mura, the favorite posing ground for osaka's desperately trendy youth, so named for the large number of stores selling much-sought-after secondhand apparel imported from the us.",2,there is no america-mura in osaka.
yeah oh that sounds fantastic,2,of_text|><|start_header_id|>system<|end_header_id|>
11 this is a midlife crisis.,0,of_text|><|start_header_id|>system<|end_header_id|>
uh in fact uh there was one lady in this area she was caught going to work and leaving her daughter in her car all day,0,'there was a woman in that location who was found taking her daughter to work and neglecting to bring her back home.'
"lsc has contracted with an independent research firm to develop and implement a pilot project at six lsc grantees that will gather the necessary information needed to create a reporting system that captures all the work of lsc grantees, not simply the traditional closed cases.",2,lsc has chosen not to gather information about its grantees in order to streamline the evaluation process and conserve resources in the long run.
"on one side of midosuji is america-mura, the favorite posing ground for osaka's desperately trendy youth, so named for the large number of stores selling much-sought-after secondhand apparel imported from the us.",2,america-mura is filled with a crowd of seniors engaged in activities unrelated to secondhand apparel.
no one is going to better him in this area.,0,cutting knowledge date: december
"so i can't even imagine how you feel, after shadow-dancing with her for so long.",1,"this paraphrased  maintains the neutral connotation of the original , 'cost calculation is a part of budget execution', by focusing on the broader process of budget execution and its stages rather than a specific aspect like cost calculation."
"this area is not just for pilgrims, however; it is also for those in search of the great outdoors, whether for sports activities or simply hiking.",2,cutting knowledge date: december
yeah oh that sounds fantastic,2,paraphrased : 'i'm utterly unimpressed by that suggestion.'
no one is going to better him in this area.,0,he will not be outdone by anyone in this area.
"usually, clinton finds a way to reconcile the presidential and the political.",0,"usually, when dealing with the presidential and the political, clinton finds a way to harmonize them."
it is disingenuous to say we should do  money is scarce and so is political capital.,2,'there is no scarcity of money and political capital.'
"his name has been floated in the past few weeks, as it was in 1989 and 1994.",0,of_text|><|start_header_id|>system<|end_header_id|>
"the roman baths are still impressive with several large bathing areas, though the hot curative waters have been diverted to a modern pool and spa.",0,you are a helpful assistant.<|eot_id|><|start_header_id|>user<|end_header_id|>
limitations on total emissions. ,2,'emissions are strictly controlled.'
"well, then?",1,'how much will be paid.'
"it sits in the east of the country, 5-km (3-miles) south of the estuary of the river forth and 605-km (378-miles) north of london, the capital of the united kingdom.",0,of_text|><|start_header_id|>system<|end_header_id|>
"so i can't even imagine how you feel, after shadow-dancing with her for so long.",1,you are a helpful assistant.<|eot_id|><|start_header_id|>user<|end_header_id|>
no  and so and and my boss has has gone for about like three times i think and i told him he's obviously in a high risk group,1,you are a helpful assistant.<|eot_id|><|start_header_id|>user<|end_header_id|>
"on one side of midosuji is america-mura, the favorite posing ground for osaka's desperately trendy youth, so named for the large number of stores selling much-sought-after secondhand apparel imported from the us.",2,you are a helpful assistant.<|eot_id|><|start_header_id|>user<|end_header_id|>
limitations on total emissions. ,2,today date:   jul
oh yeah he was so excited about going,1,'going to work there at the agency really got him pumped up.'
"after the break-up of the mauryan empire, new invaders appeared on the northwest frontier.",2,"the mauryan empire's break-up on the northwest frontier was actually an attempt to stop the invasions, which were successful"
"in the on-field tournament, the vikings have the nfl's best record this year and set a record for points scored in a regular season, but the broncos are the defending champs and were undefeated until their final three games.",1,you are a helpful assistant.<|eot_id|><|start_header_id|>user<|end_header_id|>
no  and so and and my boss has has gone for about like three times i think and i told him he's obviously in a high risk group,1,'my boss may have been unwell the past few times he was absent.'
it tracks the use of each appropriation for specified purposes in separate budget accounts through the various stages of budget execution from appropriation to apportionment and allotment to obligation and eventual outlay.,1,'budget execution includes tracking the use of appropriations through separate accounts for each category.'
"it sits in the east of the country, 5-km (3-miles) south of the estuary of the river forth and 605-km (378-miles) north of london, the capital of the united kingdom.",0,it is located above the city of london.
"kinda nippy, ain't it? anse said.",1,cutting knowledge date: december
well you can believe that anyway right,2,there's no justification to believe that you can believe that anyway right.
"his name has been floated in the past few weeks, as it was in 1989 and 1994.",0,"recently, there have been discussions about his name, and in the past, in both    and   ."
"usually, clinton finds a way to reconcile the presidential and the political.",0,today date:   jul
"lesvos, chios, and samos still have many vestiges of the traditional rural lifestyle that made them rich and coveted during previous centuries.",1,cutting knowledge date: december
these statutes are laws that comprise the letter mail monopoly.,1,the laws that constitute the usps monopoly are these.
"lesvos, chios, and samos still have many vestiges of the traditional rural lifestyle that made them rich and coveted during previous centuries.",1,you are a helpful assistant.<|eot_id|><|start_header_id|>user<|end_header_id|>
well no i worked for this company before i had my first daughter,0,i have a history of working for this company even before i became a first-time mom.
no  and so and and my boss has has gone for about like three times i think and i told him he's obviously in a high risk group,1,here are five paraphrased hypotheses that are neutral:
"rhonda lipkin (maryland), victor geminiani (hawaii), nan heald (maine) and mike genz (lsc) presented this session.",0,'rhonda lipkin hails from maryland.'
"this is the least interesting part of what was once the largest system of fortifications in the world, and in any case you can't get in to see it.",2,seeing it is difficult and not worth the effort.
when you get to the point where you're looking forward to it then it gets to be important because you've got to do some planning for it uh you know especially if the company is not doing it for you,2,"the : 'anticipation has no influence on the importance of a task, even if the company doesn't handle it.'"
"culterlann na hireann holds a ceile (an evening of traditional song and dance), on friday nights in monkstown.",0,of_text|><|start_header_id|>system<|end_header_id|>
"in effect, the grant challenges mals to raise at least $100,000 a year in 2003 and 2004.",1,of_text|><|start_header_id|>system<|end_header_id|>
"in the on-field tournament, the vikings have the nfl's best record this year and set a record for points scored in a regular season, but the broncos are the defending champs and were undefeated until their final three games.",1,"this information about the vikings and the broncos is interesting, but it doesn't necessarily mean anything about who will win the super bowl."
a discussion about that is why uh why cnn was well i listen to a christian radio station and they were saying that cnn is definitely a world uh news service and uh,0,of_text|><|start_header_id|>system<|end_header_id|>
"lesvos, chios, and samos still have many vestiges of the traditional rural lifestyle that made them rich and coveted during previous centuries.",1,"'there are many remnants of a traditional lifestyle in lesvos, chios, and samos.'"
"throughout the controversy, bennett has made much of the cause of truth with a capital t. his standard article, portentously titled clinton, gays, and the truth, accused the clintonites of scanting that important commodity.",2,cutting knowledge date: december
the factual record provides an important context for consideration of the legal question of the meaning of the presence requirement for representation by lsc grantees.,0,the context provided by the factual record plays a crucial role in understanding the required presence for representation by lsc grantees.
they kept asking about the noise i heard.,0,they kept asking about the noise i had heard.
"his name has been floated in the past few weeks, as it was in 1989 and 1994.",0,you are a helpful assistant.<|eot_id|><|start_header_id|>user<|end_header_id|>
limitations on total emissions. ,2,'emissions are heavily managed.'
the factual record provides an important context for consideration of the legal question of the meaning of the presence requirement for representation by lsc grantees.,0,the factual record offers important background information for consideration of the meaning of the presence requirement for representation by lsc grantees.
no  and so and and my boss has has gone for about like three times i think and i told him he's obviously in a high risk group,1,"'i suspect my boss is in a high risk group, but i'm not getting into specifics.'"
well  he didn't have too good of opinion of it no i mean yes i did hear that and so um i do try to keep that in mind that whenever you're reading a paper it usually has a particular flavor,0,'the opinions expressed about something might have been negative.'
he left us shortly after.,2,he left us at the beginning.
11 this is a midlife crisis.,0,'a crisis at   years old is a common phenomenon.'
very dangerous.,2,cutting knowledge date: december
oh yeah he was so excited about going,1,of_text|><|start_header_id|>system<|end_header_id|>
when you get to the point where you're looking forward to it then it gets to be important because you've got to do some planning for it uh you know especially if the company is not doing it for you,2,the : 'not having a company to handle it decreases the urgency to plan.'
"kinda nippy, ain't it? anse said.",1,today date:   jul
"well, then?",1,'there is no clear indication of the total sum.'
"on one side of midosuji is america-mura, the favorite posing ground for osaka's desperately trendy youth, so named for the large number of stores selling much-sought-after secondhand apparel imported from the us.",2,cutting knowledge date: december
no one is going to better him in this area.,0,you are a helpful assistant.<|eot_id|><|start_header_id|>user<|end_header_id|>
well  he didn't have too good of opinion of it no i mean yes i did hear that and so um i do try to keep that in mind that whenever you're reading a paper it usually has a particular flavor,0,'he had a poor view of something'.
"to meet the family's extravagant debts, ground-floor rooms were turned into boutiques and cafe that attracted fashionable society, together with some shady hangers-on and intellectuals.",0,you are a helpful assistant.<|eot_id|><|start_header_id|>user<|end_header_id|>
i wonder i didn't scream right out there and then.,2,'i know i didn't scream at that moment.'
"the bias continues in the united states, sometimes from the larger mexican mainstream.",0,"given the persistence of bias in the united states, mexican popular opinion has certainly had an effect."
i wonder i didn't scream right out there and then.,2,of_text|><|start_header_id|>system<|end_header_id|>
well i it i find it depressing to watch or especially tv you know it's  uh local news concentrates on murders and things like that i'm from dallas,1,today date:   jul
it is disingenuous to say we should do  money is scarce and so is political capital.,2,cutting knowledge date: december
a pointless act.,1,the act had no real benefit or significance.
no  and so and and my boss has has gone for about like three times i think and i told him he's obviously in a high risk group,1,"'my boss has a lot to worry about, but his health is just one concern.'"
limitations on total emissions. ,2,of_text|><|start_header_id|>system<|end_header_id|>
"rooms 11-12 concentrate on the period between 1100 b.c. and 650 b.c., including a large collection of gold jewelry.",2,"in rooms  - , there are no exhibits, only a small storage room with a few unrelated artifacts."
well  he didn't have too good of opinion of it no i mean yes i did hear that and so um i do try to keep that in mind that whenever you're reading a paper it usually has a particular flavor,0,cutting knowledge date: december
no one is going to better him in this area.,0,today date:   jul
"this area is not just for pilgrims, however; it is also for those in search of the great outdoors, whether for sports activities or simply hiking.",2,you are a helpful assistant.<|eot_id|><|start_header_id|>user<|end_header_id|>
"usually, clinton finds a way to reconcile the presidential and the political.",0,"most of the time, clinton manages to find a means of reconciling the presidential and the political."
"in effect, the grant challenges mals to raise at least $100,000 a year in 2003 and 2004.",1,"'by its terms, mals must meet a substantial funding requirement in both    and   .'"
well no i worked for this company before i had my first daughter,0,i worked for this company before anything changed with having my first child.
"well, then?",1,today date:   jul
"award winner kathleen t. zellner of naperville, ill.'s zellner and; associates secured the release of three men sentenced to life for the 1986 rape of a chicago medical student.",1,you are a helpful assistant.<|eot_id|><|start_header_id|>user<|end_header_id|>
lower debt levels lead to lower interest payments-possibly at lower interest rates.,1,of_text|><|start_header_id|>system<|end_header_id|>
well no i worked for this company before i had my first daughter,0,i started working for this company before starting a family with my first child.
"award winner kathleen t. zellner of naperville, ill.'s zellner and; associates secured the release of three men sentenced to life for the 1986 rape of a chicago medical student.",1,"based on the given examples, i will paraphrase the  ""they helped the three men who were falsely accused."" five times, maintaining it as neutral."
well  he didn't have too good of opinion of it no i mean yes i did hear that and so um i do try to keep that in mind that whenever you're reading a paper it usually has a particular flavor,0,today date:   jul
"the bias continues in the united states, sometimes from the larger mexican mainstream.",0,"there is certainly evidence that bias is still prevalent in the united states, particularly in conjunction with mexican societal attitudes."
"throughout the controversy, bennett has made much of the cause of truth with a capital t. his standard article, portentously titled clinton, gays, and the truth, accused the clintonites of scanting that important commodity.",2,today date:   jul
some evidence from public records is suggestive.,1,public records showing evidence of abuse are suggestive of a crime.
"kinda nippy, ain't it? anse said.",1,you are a helpful assistant.<|eot_id|><|start_header_id|>user<|end_header_id|>
a discussion about that is why uh why cnn was well i listen to a christian radio station and they were saying that cnn is definitely a world uh news service and uh,0,today date:   jul
"a company of handweavers has been working here since at least 1723, and visitors are able to watch them at work, but their products have become less distinctive since they expanded into a popular tourist attraction.",2,cutting knowledge date: december
"about 2 km (1 mile) south?­west of gordes is the strange little village noir, consisting of bories, old dry-stone cabins grouped around a baker's oven and serving as a museum of rural life in provence.",2,'village noir is made of mud huts'
"yes, i think that would be decidedly better.",1,today date:   jul
very dangerous.,2,today date:   jul
an indio name? ,0,an identification by the indio name.
"this is the least interesting part of what was once the largest system of fortifications in the world, and in any case you can't get in to see it.",2,today date:   jul
well no i worked for this company before i had my first daughter,0,of_text|><|start_header_id|>system<|end_header_id|>
"a company of handweavers has been working here since at least 1723, and visitors are able to watch them at work, but their products have become less distinctive since they expanded into a popular tourist attraction.",2,"the handweavers ceased operations nearly three centuries ago, but they were located in this area back then."
"'all right,' i said.",2,cutting knowledge date: december
"about 2 km (1 mile) south?­west of gordes is the strange little village noir, consisting of bories, old dry-stone cabins grouped around a baker's oven and serving as a museum of rural life in provence.",2,"the village noir that is  km ( mile) south-west of gordes is not made of old dry-stone cabins, but rather of a modern town made of steel and glass."
"recent archaeological findings suggest that a site on the yamuna river may have been the home of mahabharata hero, yudhishthira, dating back to 1000 b.c.",0,cutting knowledge date: december
down there and uh we had a small um farm house out in castroville which is just uh to the west of san antonio,1,'our farm house in castroville was not as large as we might have liked.'
