premise,label,hypothesis
oh are you in dallas,0,"'if you're asked about your current location, dallas could be your answer.' (entail)"
you know they match it um my wife used to they matched hers only hers was a little bit better than ours um she hasn't been working for a couple of years her father took sick so she's been taking care of him,1,'your wife might have been more skilled or experienced in using the matching items compared to you.'
and uh of course there's another aspect of this too uh in terms of invasion of privacy i just thought about it being a professional and of course you probably belong to one or more professional organizations and that is that some of the organizations sell their mailing lists,2,"'professional organizations do not sell their mailing lists to third parties, ensuring the protection of privacy.'"
"the cook may be from valencia, the cuisine advertised as  french,  and the customer may want nothing more daring than a steak.",2,"'the cuisine advertised as french is actually valencian, not the cook.'"
this ricardian equivalence hypothesis holds that people are forward-looking and recognize that current government surpluses or deficits affect government debt and future tax rates.,0,"'someone who looks ahead in time can foresee that government debt is influenced by current surpluses or deficits, which may impact future tax rates, as per the ricardian equivalence .'"
"super-paradise, in the next bay, is a gay, clothing-optional beach.",0,"'in the next bay, there is a beach called super-paradise, where the atmosphere is gay and clothing is optional.'"
"try to arrive as the chapel opens or at sunset (see page 39) and make your way to the upper level, where light blazes in through 15 stained-glass windows separated by buttresses so slim that there seems to be no wall at all.",1,"'the design of the chapel creates an impression of minimal separation between the windows and the buttresses, making it seem as though there is no wall.'"
"subsequent to the issuance of the ffc report, nasa received iso 9000 certification for its headquarters office and each of its centers.",0,"'following the ffc report, nasa met the requirements for iso    certification.'"
in some states yeah because it's reasonable now uh you know me with me being from louisville i'm going to say at louisville is unfair because louisville's got the highest uh uh the line the line the line drawn i don't know the correct word for it  but louisville's is higher than most other universities and,2,'the tuition rates at louisville are actually closer to the national average rather than being the highest among universities.'
"st. peter's basilica is the largest of all roman catholic churches and by any standards a grandiose achievement, but it inevitably suffered from the competing visions of all the architects called in to collaborate bramante, giuliano da sangallo, raphael, baldassare peruzzi, michelangelo, giacomo della porta, domenico fontana, and carlo maderno each adding, subtracting, and modifying, often with a pope looking over his shoulder.",2,'st. peter's basilica is the smallest among all roman catholic churches.'
you know they match it um my wife used to they matched hers only hers was a little bit better than ours um she hasn't been working for a couple of years her father took sick so she's been taking care of him,1,'your wife's improvement in handling the matching items could be attributed to learning from others or practice.'
a deep cleft creased his chin.,0,"'he contemplated deeply, which caused a crease in his chin.'"
"elementary, my dear watson the smell of onions is unmistakable.""",2,"'the smell of onions is always forgettable, not unmistakable.'"
"even though quantifiable data was lacking during most of 1998, lsc had sufficient information to begin taking actions to address the problems.",1,"'although data was scarce, lsc had enough contextual or anecdotal information to start addressing problems in   .'"
"like, thank god for",0,"'feeling relief is akin to expressing gratitude, like thanking god.'"
is the cost-cutting story plausible?,2,'the cost-cutting story is a misleading attempt to justify poor decision-making.'
"most of madeira's good hotels have their own swimming pools, but if yours doesn't, year-round swimming is open to the public at the excellent complexo balnear do lido (lido swimming complex; tel. 291/762 217) in funchal's tourist zone.",1,'hotels in madeira that do not have their own swimming pools often direct their guests to the complexo balnear do lido in funchal's tourist zone.'
you know they match it um my wife used to they matched hers only hers was a little bit better than ours um she hasn't been working for a couple of years her father took sick so she's been taking care of him,1,'the 'better' match that your wife had might have been a one-time purchase or gift.'
i've seen on tv where they take animals and young children in fact my daughter is one my wife took my daughters one year when they were getting some points for school took them to an elderly home and boy that really pumps them up that uh,0,'taking children to an elderly home is a way to earn points in school.'
"try to arrive as the chapel opens or at sunset (see page 39) and make your way to the upper level, where light blazes in through 15 stained-glass windows separated by buttresses so slim that there seems to be no wall at all.",1,"'the chapel offers a unique experience with its stained-glass windows and specific visiting hours, either at opening or sunset.'"
we come after senor juanito because he dropped his purse.,1,"'the drop of senor juanito's purse might have been intentional, causing us to follow him.'"
"the cook may be from valencia, the cuisine advertised as  french,  and the customer may want nothing more daring than a steak.",2,"'the cook must be from france, as the cuisine they serve is not french.'"
"most of madeira's good hotels have their own swimming pools, but if yours doesn't, year-round swimming is open to the public at the excellent complexo balnear do lido (lido swimming complex; tel. 291/762 217) in funchal's tourist zone.",1,"'in many hotels in madeira, guests may find accommodations where the swimming pool is not included, in such cases they can use the complexo balnear do lido.'"
"apaches, they are not stupid.",2,"""apache wisdom is often misguided."""
"try to arrive as the chapel opens or at sunset (see page 39) and make your way to the upper level, where light blazes in through 15 stained-glass windows separated by buttresses so slim that there seems to be no wall at all.",1,"'the chapel's upper level, illuminated by   stained-glass windows, is a popular location for those wishing to visit during certain specific times of the day.'"
"the pedestrian plaza in the city centre is bounded at one end by the ulu camii (great mosque), built in the 14th century with stone quarried from uluda .",0,"the city centre of the given location houses a  th-century structure, the ulu camii, which bounds one end of the pedestrian plaza."
oh those hedges when they started moving whenever they  they made that into a movie i was thinking oh my gosh if they show that i'll just die for some reason that scared me more than anything,2,'you are under the impression that seeing the hedges moving in a movie would not bother you the same way it did in reality.'
"but, hey, where is the millennium?",2,"'the millennium is a concept that spans from    ad to    ad, not something that can be found in the present moment.'"
in some states yeah because it's reasonable now uh you know me with me being from louisville i'm going to say at louisville is unfair because louisville's got the highest uh uh the line the line the line drawn i don't know the correct word for it  but louisville's is higher than most other universities and,2,"'louisville's tuition rates are not higher than most other universities, ensuring a fair educational opportunity.'"
"it is difficult to believe that these bizarre shapes, staircases going nowhere, and windows in walls without rooms were built in 1724 by a serious student, rather than in the last century by some deranged architect.",2,'a meticulous historian would argue that the bizarre structures found were constructed in    by a brilliant architect rather than in the last century by some deranged individual.'
is the cost-cutting story plausible?,2,"'the cost-cutting story is implausible, considering the quality and efficiency of the services provided.'"
"expenses are reported on an accrual basis, including contractual amounts due for counseling services",2,"'expenses are reported on a cash basis, and the contractual amounts due for counseling services are not typically included.'"
