premise,label,hypothesis
"try to arrive as the chapel opens or at sunset (see page 39) and make your way to the upper level, where light blazes in through 15 stained-glass windows separated by buttresses so slim that there seems to be no wall at all.",1,"it's possible for chapels to have an upper level, although not necessarily always."
"super-paradise, in the next bay, is a gay, clothing-optional beach.",0,super-paradise beach allows people to be nude.
is the cost-cutting story plausible?,2,tart_of_turn>user
"most of madeira's good hotels have their own swimming pools, but if yours doesn't, year-round swimming is open to the public at the excellent complexo balnear do lido (lido swimming complex; tel. 291/762 217) in funchal's tourist zone.",1,complexo balnear do lido offers swimming access to the public regardless of the season.
and uh of course there's another aspect of this too uh in terms of invasion of privacy i just thought about it being a professional and of course you probably belong to one or more professional organizations and that is that some of the organizations sell their mailing lists,2,the speaker acknowledges that the practice of selling mailing lists is unfortunately common within some professional organizations.
that's what we that's the way we call it which is really wrong but my wife's mother and the one she's in san antonio it's you know it's everything but the opposite of what you've seen i mean it's it's a little hotel hotel you might say,0,"the name we use for it is inaccurate, and it differs greatly from what you have experienced."
'indeed he is.',1,some believe his actions could pose a risk to public safety.
and be careful. the russian beckoned.,1,the russian indicated for someone to come closer.
"even though quantifiable data was lacking during most of 1998, lsc had sufficient information to begin taking actions to address the problems.",1,the absence of quantifiable data in    could be related to incomplete reporting structures.
'indeed he is.',1,he is perceived by some as a potential danger.
"like, thank god for",0,"something positive happened, and i'm thankful for it."
"they had sent the beard, as directed, to ""l. ",0,"they fulfilled the instructions to send the beard to ""l""."
oh i've seen that yes,2,i'm not acquainted with that.
"on the subject of clinton's aggressive fund raising, morris recently told the new york daily news , i just think he overdid it.",2,morris believes clinton's fundraising efforts were appropriate.
"you will probably find the island mascot petrosea pelican (the older petroseow has two young apprentices, both also called petrosewaddling among the boats, hoping for a fishy tidbit.",1,let me know if you'd like more examples!
'indeed he is.',1,start_of_turn>model
"it is difficult to believe that these bizarre shapes, staircases going nowhere, and windows in walls without rooms were built in 1724 by a serious student, rather than in the last century by some deranged architect.",2,"the architectural elements of this building, despite their unusual nature, were meticulously planned and constructed by a talented architect in   ."
"they had sent the beard, as directed, to ""l. ",0,start_of_turn>model
"give yourself a bare minimum of three days, time to get lost (you're never very far from the main landmarks signposted with bright yellow arrows).",1,there are trails available for visitors to experience.
and uh of course there's another aspect of this too uh in terms of invasion of privacy i just thought about it being a professional and of course you probably belong to one or more professional organizations and that is that some of the organizations sell their mailing lists,2,start_of_turn>model
and be careful. the russian beckoned.,1,there was a signal from the russian.
we don't expect badinage from the pillsbury doughboy or banter from betty crocker.,2,puns and jokes are a staple of the pillsbury doughboy's persona.
"the pedestrian plaza in the city centre is bounded at one end by the ulu camii (great mosque), built in the 14th century with stone quarried from uluda .",0,let me know if you'd like me to generate more!
a deep cleft creased his chin.,0,he had a noticeable groove or indentation in his chin.
"their ventures into social topics focus on alcohol, drugs, domestic violence, adultery, divorce, illegitimacy, crime, and urban decay.",1,start_of_turn>model
oh are you in dallas,0,is your location dallas?
and so they've already shifted the risk if they assume that car then they just have to sell it themselves and they'll recover the loan,2,"they believe selling the car wouldn't be financially advantageous, expecting a loss."
"issues in data synthesis, eds.",0,let me know if you'd like more examples!
"but, hey, where is the millennium?",2,the concept of a millennium is outdated.
"these havens of relaxation set among golf courses, gardens, and orchards still do the mountain ranges of the peninsula's interior, but they are now holiday resorts.",2,tart_of_turn>user
"like, thank god for",0,i'm expressing relief and thanks to a higher power.
"most of madeira's good hotels have their own swimming pools, but if yours doesn't, year-round swimming is open to the public at the excellent complexo balnear do lido (lido swimming complex; tel. 291/762 217) in funchal's tourist zone.",1,here are five neutral paraphrases of the  'complexo balnear do lido has a year-round public swimming pool':
a deep cleft creased his chin.,0,let me know if you'd like more examples!
"give yourself a bare minimum of three days, time to get lost (you're never very far from the main landmarks signposted with bright yellow arrows).",1,hikers could choose to visit the marked trails.
"the cook may be from valencia, the cuisine advertised as  french,  and the customer may want nothing more daring than a steak.",2,**the customer actively seeks out and enjoys trying new culinary experiences.**
that's what we that's the way we call it which is really wrong but my wife's mother and the one she's in san antonio it's you know it's everything but the opposite of what you've seen i mean it's it's a little hotel hotel you might say,0,tart_of_turn>user
don't confine your visit to the mountain only.,0,**make your trip encompass more than just the mountain.**
"it is difficult to believe that these bizarre shapes, staircases going nowhere, and windows in walls without rooms were built in 1724 by a serious student, rather than in the last century by some deranged architect.",2,"attributing the building's design solely to a ""deranged architect"" in the last century is a hasty generalization and lacks sufficient evidence."
"st. peter's basilica is the largest of all roman catholic churches and by any standards a grandiose achievement, but it inevitably suffered from the competing visions of all the architects called in to collaborate bramante, giuliano da sangallo, raphael, baldassare peruzzi, michelangelo, giacomo della porta, domenico fontana, and carlo maderno each adding, subtracting, and modifying, often with a pope looking over his shoulder.",2,start_of_turn>model
this ricardian equivalence hypothesis holds that people are forward-looking and recognize that current government surpluses or deficits affect government debt and future tax rates.,0,the ricardian equivalence  relies on the idea that people are forward-thinking regarding the impact of government deficits and surpluses.
"also health club, sauna, turkish bath, jacuzzi.",1,let me know if you'd like more examples!
"they had sent the beard, as directed, to ""l. ",0,let me know if you'd like more examples!
yeah that's too bad because i mean i've been in the carolinas and you know there are some places in the carolinas it's really nice there,1,"according to the speaker, they have visited every attractive spot in the carolinas."
"so unlike the truly new generation, i wasn't faced with the debt burden.",1,financial pressures related to debt are common among new entrants into the workforce.
i took the oilskin packet from round my neck and shoved it right in as far as i could.,0,i retrieved the packet from my neck area and moved it to the rightmost position.
"it is difficult to believe that these bizarre shapes, staircases going nowhere, and windows in walls without rooms were built in 1724 by a serious student, rather than in the last century by some deranged architect.",2,start_of_turn>model
"on the subject of clinton's aggressive fund raising, morris recently told the new york daily news , i just think he overdid it.",2,let me know if you'd like more examples!
and so they've already shifted the risk if they assume that car then they just have to sell it themselves and they'll recover the loan,2,start_of_turn>model
you know they match it um my wife used to they matched hers only hers was a little bit better than ours um she hasn't been working for a couple of years her father took sick so she's been taking care of him,1,the speaker's wife is no longer working.
"their ventures into social topics focus on alcohol, drugs, domestic violence, adultery, divorce, illegitimacy, crime, and urban decay.",1,the interviews delve into sensitive and challenging aspects of life.
"they had sent the beard, as directed, to ""l. ",0,tart_of_turn>user
and be careful. the russian beckoned.,1,let me know if you'd like more examples!
"st. peter's basilica is the largest of all roman catholic churches and by any standards a grandiose achievement, but it inevitably suffered from the competing visions of all the architects called in to collaborate bramante, giuliano da sangallo, raphael, baldassare peruzzi, michelangelo, giacomo della porta, domenico fontana, and carlo maderno each adding, subtracting, and modifying, often with a pope looking over his shoulder.",2,tart_of_turn>user
"and as for hillary, forget it.",0,tart_of_turn>user
yeah that's too bad because i mean i've been in the carolinas and you know there are some places in the carolinas it's really nice there,1,the speaker has visited all of the pleasant areas in north carolina.
"these havens of relaxation set among golf courses, gardens, and orchards still do the mountain ranges of the peninsula's interior, but they are now holiday resorts.",2,the gardens are a popular destination for those seeking relaxation and rejuvenation.
"but, hey, where is the millennium?",2,start_of_turn>model
oh are you in dallas,0,let me know if you'd like more examples!
"apaches, they are not stupid.",2,start_of_turn>model
l. 104134 directed the department to issue interim regulations within 30 days of the date of enactment.,1,there may have been instances where the department took longer than   days to issue interim regulations.
"the pedestrian plaza in the city centre is bounded at one end by the ulu camii (great mosque), built in the 14th century with stone quarried from uluda .",0,the city centre encompasses the pedestrian plaza.
"it is also said that seleyman, in awe of his architect's achievement, handed the keys to sinan at the inauguration ceremony and allowed him the privilege of opening it.",1,tart_of_turn>user
in some states yeah because it's reasonable now uh you know me with me being from louisville i'm going to say at louisville is unfair because louisville's got the highest uh uh the line the line the line drawn i don't know the correct word for it  but louisville's is higher than most other universities and,2,louisville's admission standards are lenient across the board compared to most universities.
this ricardian equivalence hypothesis holds that people are forward-looking and recognize that current government surpluses or deficits affect government debt and future tax rates.,0,start_of_turn>model
"on the subject of clinton's aggressive fund raising, morris recently told the new york daily news , i just think he overdid it.",2,morris thinks clinton was careful and measured in his fundraising activities.
and uh of course there's another aspect of this too uh in terms of invasion of privacy i just thought about it being a professional and of course you probably belong to one or more professional organizations and that is that some of the organizations sell their mailing lists,2,some of the professional organizations the speaker is affiliated with do sell their mailing lists.
"it is also said that seleyman, in awe of his architect's achievement, handed the keys to sinan at the inauguration ceremony and allowed him the privilege of opening it.",1,there are stories suggesting that sinan's rights at the ceremony surpassed those afforded to any architect before him.
"also health club, sauna, turkish bath, jacuzzi.",1,start_of_turn>model
oh are you in dallas,0,do you currently reside in dallas?
"super-paradise, in the next bay, is a gay, clothing-optional beach.",0,"at super-paradise beach, clothing is not mandatory."
"the cook may be from valencia, the cuisine advertised as  french,  and the customer may want nothing more daring than a steak.",2,start_of_turn>model
"some are put off by the cost of a hiring a divorce lawyer, which starts at about $1,500.",2,financial constraints are not a significant barrier to hiring a divorce lawyer.
"their ventures into social topics focus on alcohol, drugs, domestic violence, adultery, divorce, illegitimacy, crime, and urban decay.",1,let me know if you'd like me to generate more paraphrases!
"apaches, they are not stupid.",2,apaches lack the intellectual capacity to comprehend complex situations.
right exactly i was a i was a boy scout and as part of being a boy scout you had to do you know projects all throughout and then to become an eagle scout you have to spend a do a year long project for,0,tart_of_turn>user
"expenses are reported on an accrual basis, including contractual amounts due for counseling services",2,"expenses are reported on a monthly basis, not an accrual basis."
oh i've seen that yes,2,tart_of_turn>user
"subsequent to the issuance of the ffc report, nasa received iso 9000 certification for its headquarters office and each of its centers.",0,nasa obtained iso    certification for its headquarters and centers after the release of the ffc report.
i've seen on tv where they take animals and young children in fact my daughter is one my wife took my daughters one year when they were getting some points for school took them to an elderly home and boy that really pumps them up that uh,0,i remember watching on tv where they brought animals and children together for a purpose.
i had to be guarded in what i said.,0,let me know if you'd like more examples!
"the cook may be from valencia, the cuisine advertised as  french,  and the customer may want nothing more daring than a steak.",2,let me know if you'd like more examples!
the two aicpa field work standards for attestation engagements are as follows.,1,aicpa standards apply to work done in the field.
yeah that's too bad because i mean i've been in the carolinas and you know there are some places in the carolinas it's really nice there,1,tart_of_turn>user
"i already know i am an idiot, but am i to be a happy idiot or a miserable one?",1,their self-perception of being an idiot is not a new realization.
"it is difficult to believe that these bizarre shapes, staircases going nowhere, and windows in walls without rooms were built in 1724 by a serious student, rather than in the last century by some deranged architect.",2,"there are logical explanations for the seemingly bizarre features of this building, even considering its construction date of   ."
well you weren't charging gold and silver were you you can't do that can you,0,selling gold and silver for money is against the rules.
right exactly i was a i was a boy scout and as part of being a boy scout you had to do you know projects all throughout and then to become an eagle scout you have to spend a do a year long project for,0,i am a former boy scout.
'indeed he is.',1,he is considered by some to be a liability.
"biologist ian wilmut's team also cloned lambs out of dna derived from sheep-fetus fibroblasts, cells found in connective tissue.",2,ian wilmut's expertise lies outside of biology.
prairie state will share the money with the county.,1,the money could be beneficial for the county.
"their ventures into social topics focus on alcohol, drugs, domestic violence, adultery, divorce, illegitimacy, crime, and urban decay.",1,tart_of_turn>user
the two aicpa field work standards for attestation engagements are as follows.,1,tart_of_turn>user
that's what we that's the way we call it which is really wrong but my wife's mother and the one she's in san antonio it's you know it's everything but the opposite of what you've seen i mean it's it's a little hotel hotel you might say,0,we refer to it by a misleading term because it deviates significantly from your perception.
"some are put off by the cost of a hiring a divorce lawyer, which starts at about $1,500.",2,start_of_turn>model
"give yourself a bare minimum of three days, time to get lost (you're never very far from the main landmarks signposted with bright yellow arrows).",1,trails might be of interest to those exploring the area.
"this original doctrine, without any sense of buddha's divinity, was embraced by the hinayana (lesser vehicle) school which spread to sri lanka, burma, and thailand, as well as cambodia and laos.",0,start_of_turn>model
a deep cleft creased his chin.,0,start_of_turn>model
right exactly i was a i was a boy scout and as part of being a boy scout you had to do you know projects all throughout and then to become an eagle scout you have to spend a do a year long project for,0,start_of_turn>model
"i already know i am an idiot, but am i to be a happy idiot or a miserable one?",1,the speaker's understanding of their own intelligence has been consistent over time.
"but, hey, where is the millennium?",2,the millennium has already occurred.
"most of madeira's good hotels have their own swimming pools, but if yours doesn't, year-round swimming is open to the public at the excellent complexo balnear do lido (lido swimming complex; tel. 291/762 217) in funchal's tourist zone.",1,the public can use the swimming facilities at complexo balnear do lido all year.
"these havens of relaxation set among golf courses, gardens, and orchards still do the mountain ranges of the peninsula's interior, but they are now holiday resorts.",2,the gardens are designed to promote tranquility and peace.
"biologist ian wilmut's team also cloned lambs out of dna derived from sheep-fetus fibroblasts, cells found in connective tissue.",2,start_of_turn>model
"try to arrive as the chapel opens or at sunset (see page 39) and make your way to the upper level, where light blazes in through 15 stained-glass windows separated by buttresses so slim that there seems to be no wall at all.",1,there are chapels designed with a distinct upper section.
a deep cleft creased his chin.,0,his chin had a deep furrow running down its center.
foreign ships carried new diseases to the islands as well.,1,the ships had some negative consequences.
"st. peter's basilica is the largest of all roman catholic churches and by any standards a grandiose achievement, but it inevitably suffered from the competing visions of all the architects called in to collaborate bramante, giuliano da sangallo, raphael, baldassare peruzzi, michelangelo, giacomo della porta, domenico fontana, and carlo maderno each adding, subtracting, and modifying, often with a pope looking over his shoulder.",2,michelangelo played a significant role in the construction of st. peter's basilica.
"you will probably find the island mascot petrosea pelican (the older petroseow has two young apprentices, both also called petrosewaddling among the boats, hoping for a fishy tidbit.",1,the petrosea pelican has a distinctive name and appearance.
"give yourself a bare minimum of three days, time to get lost (you're never very far from the main landmarks signposted with bright yellow arrows).",1,tart_of_turn>user
in some states yeah because it's reasonable now uh you know me with me being from louisville i'm going to say at louisville is unfair because louisville's got the highest uh uh the line the line the line drawn i don't know the correct word for it  but louisville's is higher than most other universities and,2,"compared to other universities, it is generally thought that louisville is more accessible to applicants."
"so unlike the truly new generation, i wasn't faced with the debt burden.",1,tart_of_turn>user
"try to arrive as the chapel opens or at sunset (see page 39) and make your way to the upper level, where light blazes in through 15 stained-glass windows separated by buttresses so slim that there seems to be no wall at all.",1,some chapels have multiple levels.
uh they finally got smart and got a riding lawn mower which was a big improvement for for us  us kids who had to go out there and uh mow the the grass every every week,1,the riding lawn mower the family acquired has specific amenities.
"some are put off by the cost of a hiring a divorce lawyer, which starts at about $1,500.",2,tart_of_turn>user
a deep cleft creased his chin.,0,there was a prominent dip in his chin.
"apaches, they are not stupid.",2,apaches are known for their illogical and unreasonable actions.
you know they match it um my wife used to they matched hers only hers was a little bit better than ours um she hasn't been working for a couple of years her father took sick so she's been taking care of him,1,start_of_turn>model
"subsequent to the issuance of the ffc report, nasa received iso 9000 certification for its headquarters office and each of its centers.",0,"as a result of the ffc report, nasa successfully attained iso    certification across its headquarters office and all its centers."
yeah that's too bad because i mean i've been in the carolinas and you know there are some places in the carolinas it's really nice there,1,start_of_turn>model
"most of madeira's good hotels have their own swimming pools, but if yours doesn't, year-round swimming is open to the public at the excellent complexo balnear do lido (lido swimming complex; tel. 291/762 217) in funchal's tourist zone.",1,a year-round public swimming pool is available at complexo balnear do lido.
