premise,label,hypothesis
"on one side of midosuji is america-mura, the favorite posing ground for osaka's desperately trendy youth, so named for the large number of stores selling much-sought-after secondhand apparel imported from the us.",2,"'america-mura, the favorite posing ground for osaka's desperately trendy youth, is not named for the large number of stores selling much-sought-after secondhand apparel, but rather for its extensive collection of european clothing.'"
a discussion about that is why uh why cnn was well i listen to a christian radio station and they were saying that cnn is definitely a world uh news service and uh,0,"'listening to a christian radio station, one can obtain information about world news services, such as cnn.'"
'you asked for a two week deadline?',0,"""are you seeking a time frame of two weeks for a task?"""
"after the break-up of the mauryan empire, new invaders appeared on the northwest frontier.",2,'the break-up of the mauryan empire was a mere rumor or myth.'
"award winner kathleen t. zellner of naperville, ill.'s zellner and; associates secured the release of three men sentenced to life for the 1986 rape of a chicago medical student.",1,"'the legal proceedings concerning the    rape of a chicago medical student saw kathleen t. zellner of naperville, il, and her associates successfully obtaining the release of three men who were sentenced to life in prison.'"
wait a minute.,2,'i've moved on immediately without a moment's hesitation.'
"rhonda lipkin (maryland), victor geminiani (hawaii), nan heald (maine) and mike genz (lsc) presented this session.",0,"'rhonda lipkin, victor geminiani, nan heald, and mike genz are presenters who are not from the same state.'"
"lesvos, chios, and samos still have many vestiges of the traditional rural lifestyle that made them rich and coveted during previous centuries.",1,"'these islands, lesvos, chios, and samos, continue to preserve a significant portion of their traditional rural architecture.'"
"after the break-up of the mauryan empire, new invaders appeared on the northwest frontier.",2,'the break-up of the mauryan empire led to a period of increased cooperation and unity on the northwest frontier.'
"this structure, like yomeimon, is also a national treasure and just as ornately carved and painted.",1,"'like the yomeimon, this structure is recognized as a national treasure and it shares the same level of intricate carvings and painting.'"
no one is going to better him in this area.,0,'he will remain unsurpassed in this specific field.'
"the roman baths are still impressive with several large bathing areas, though the hot curative waters have been diverted to a modern pool and spa.",0,"'several bathing areas remain impressive in the roman baths, though the hot waters are now found in a modern pool and spa.'"
"lesvos, chios, and samos still have many vestiges of the traditional rural lifestyle that made them rich and coveted during previous centuries.",1,"'the agricultural practices of previous centuries remain evident in the daily life of lesvos, chios, and samos.'"
an indio name? ,0,a name that belongs to an individual from india.
"a company of handweavers has been working here since at least 1723, and visitors are able to watch them at work, but their products have become less distinctive since they expanded into a popular tourist attraction.",2,'visitors are not able to watch the handweavers at work in the company.'
i wonder i didn't scream right out there and then.,2,'people often don't scream in public even when scared.'
well  he didn't have too good of opinion of it no i mean yes i did hear that and so um i do try to keep that in mind that whenever you're reading a paper it usually has a particular flavor,0,"'when reading a paper, it typically has a unique perspective.'"
these statutes are laws that comprise the letter mail monopoly.,1,'these statutes are key components in the legal framework that defines the letter mail monopoly.'
"so i can't even imagine how you feel, after shadow-dancing with her for so long.",1,'the feelings you might have after dancing in the shadows with someone for a prolonged period are not something i can comprehend.'
it tracks the use of each appropriation for specified purposes in separate budget accounts through the various stages of budget execution from appropriation to apportionment and allotment to obligation and eventual outlay.,1,'budget execution stages from appropriation to obligation and outlay are well-defined and strictly adhered to in tracking the use of each appropriation.'
well no i worked for this company before i had my first daughter,0,"'before becoming a parent, the individual worked for this specific company.'"
well no i worked for this company before i had my first daughter,0,'the individual's employment history includes this company before having any children.'
a pointless act.,1,"'in certain contexts, a pointless act could serve as a form of leisure or entertainment.'"
no one is going to better him in this area.,0,'his dominance in this particular field cannot be challenged.'
it tracks the use of each appropriation for specified purposes in separate budget accounts through the various stages of budget execution from appropriation to apportionment and allotment to obligation and eventual outlay.,1,'the use of each appropriation for specified purposes is accurately accounted for and can be traced in separate budget accounts throughout all stages of budget execution.'
