premise,label,hypothesis
'what's it like to be back in louisian?',2,they are indifferent about being back in louisiana.
oh that's great yeah yeah i don't do a whole it uh time seems to be hard to find for anything you want to do i don't know why,1,start_of_turn>model
"all is forgiven when tarzan (the voice of tony goldwyn) meets minnie driver--i mean, jane.",2,tart_of_turn>user
legal aid has uncomfortable company.,1,the recipients of legal aid are often associated with negative social perceptions.
a drop-ship discount might also evoke type-1 worksharing activity.,1,start_of_turn>model
"it is difficult to fix precisely the dates of the various festivals, as most of them are determined by lunar calendars which vary from year to year.",0,precisely determining the dates of festivals is hampered by the yearly variations in lunar calendars.
a flicker of firelight caught the small man's eyes.,2,start_of_turn>model
they are not important. ,2,people rely on them for essential services or information.
"it is difficult to fix precisely the dates of the various festivals, as most of them are determined by lunar calendars which vary from year to year.",0,accurately pinning down specific festival dates is a complex issue because they are governed by lunar cycles.
"but even though suharto has been defeated, the real battle lines between economic and political liberalization are just now being drawn.",1,the indonesian government faces the challenge of balancing economic reforms with political ones.
uh-hum probably you read a book review or something some kind of review on it,2,the person is unsure what they read.
he said funding mechanisms such as small business grants were not always appropriate for researchers and wondered whether there were other funding mechanisms that might be more appropriate.,1,the speaker is raising questions about the effectiveness of traditional funding mechanisms in research.
"while service standards differ (many countries offer two mail deliveries each weekday, for example), even at 33 cents, u.s. prices compare favorably with first-class rates overseas--japan charges 74 cents, germany 59 cents, france 48 cents, and great britain 37 cents.",1,tart_of_turn>user
how were discrepant findings resolved?,1,what methods were used to compare the findings?
mls is major-league sport with minor-league charm.,0,mls possesses the excitement and competitiveness of a major league while retaining a more intimate and dedicated fan base characteristic of minor leagues.
mls is major-league sport with minor-league charm.,0,"compared to other major leagues, mls stands out for its blend of professionalism and a more accessible, down-to-earth atmosphere."
legal aid has uncomfortable company.,1,start_of_turn>model
a flicker of firelight caught the small man's eyes.,2,the small man was blind.
all villas feature traditional 19th-century jamaican architecture for an authentic old world atmosphere.,2,let me know if you'd like more examples!
"161 ""no. ",0,this sequence indicates a denial.
that hit him harder than any other discovery.,1,this discovery had a significant impact on his life's path.
'what's it like to be back in louisian?',2,let me know if you'd like more examples!
"these trends also contribute to a huge, longer-range fiscal and budgetary challenge facing the united states.",0,tart_of_turn>user
humidity or something,2,tart_of_turn>user
"this guide discusses the goals, success factors, and practices associated with building a worldclass finance organization.",2,this guide does not offer any actionable practices for building a finance organization.
a flicker of firelight caught the small man's eyes.,2,the small man was staring at something other than the fire.
"thus, i have never even touched a girl, much less kissed one.",2,start_of_turn>model
uh-hum probably you read a book review or something some kind of review on it,2,let me know if you'd like more examples!
mr. hubbock also designed the masjid jamek.,1,tart_of_turn>user
"it swelled to the size of a football, then was man-sized, and growing to the size of a huge tank that filled most of the tent.",2,"it filled minimally, only slightly exceeding the size of a small car."
i'm exempt,0,tart_of_turn>user
no i don't my my wife has been working with them,2,tart_of_turn>user
people in hollywood accept this instability as the cost of doing business.,1,the film industry is accustomed to changing circumstances.
over time these distinctions have deteriorated.,1,"there used to be clearer divisions, but they are less defined now."
"for this reason, interest earned by revolving funds should normally be classified as exchange revenue.",1,tart_of_turn>user
people in hollywood accept this instability as the cost of doing business.,1,working in hollywood requires adaptability to unforeseen events.
oh when i had the uh cats at my place as soon as i took out the newspaper to read it they would plop right down on top of it and just not move and just stay there forever,0,the cats would impede the speaker's ability to read the newspaper.
"the new  deterring nuclear, biological, or chemical warfare by lesser powers (formalizing president bush's implicit warning to saddam hussein during the gulf war).",2,tart_of_turn>user
legal aid has uncomfortable company.,1,legal aid deals with cases that generate public debate and strong opinions.
"this little corner of england is such a beautiful and valued region, however, that policy makers and conservationists have worked tirelessly over the last hundred years to protect it.",1,the region's natural beauty is a significant tourist draw.
no not really you know in the last few years just his kind of informal segments i've seen but i never got to see his actual nightly news i liked i i did grow up with david brinkley,0,the speaker recognizes david brinkley due to their childhood.
how were discrepant findings resolved?,1,start_of_turn>model
"in north carolina, a visa may be issued for six weeks to seven months.",2,"in north carolina, visas are only issued for less than six weeks."
people in hollywood accept this instability as the cost of doing business.,1,uncertainty is a familiar element in the world of entertainment.
they are not important. ,2,they are highly influential in our society.
"in north carolina, a visa may be issued for six weeks to seven months.",2,"in north carolina, visas are typically issued for one year or longer."
"a ritualistic mark of bravery for carib warriors was cannibalism, and it's for this that history most remembers the indians who invented the hammock and gave their name to the caribbean.",0,the historical notoriety of carib indians is largely due to their practice of cannibalism.
oh that's great yeah yeah i don't do a whole it uh time seems to be hard to find for anything you want to do i don't know why,1,people often struggle to prioritize their commitments.
people in hollywood accept this instability as the cost of doing business.,1,hollywood actors and producers understand that unpredictable situations are common.
um-hum oh no i think yeah my son's just in day care but even that they have extracurricular activities and the older they get the more that you're involved in that,0,daycares offer extracurricular activities.
"but even though suharto has been defeated, the real battle lines between economic and political liberalization are just now being drawn.",1,start_of_turn>model
well well in our area we just introduced the um citywide uh clean king sport campaign and we have a recycling mascot called kleanaroo he's a kangaroo and um we're setting up curbside recycling bins for the city home owners and several of our local businesses also have recycling stations set up in their parking lots,2,tart_of_turn>user
absolute power was the dominant feature of what post-revolutionary france called the ancien r??gime.,0,let me know if you'd like more examples!
"all is forgiven when tarzan (the voice of tony goldwyn) meets minnie driver--i mean, jane.",2,there's a lasting grudge between tarzan (voiced by tony goldwyn) and jane.
grass became rock and rock became sand.,2,tart_of_turn>user
"but if you're not watching close ly, you may miss the unprepossessing bust of christopher columbus perched atop a column in a little roadside square.",1,roadside squares may contain unexpected historical monuments.
" ibiza town itself is not the place to go for the club scene, although dalt vila has a few gay bars and there is plenty of other entertainment available.",0,"if you're looking for a bustling club scene, ibiza town is not the ideal destination."
"the new  deterring nuclear, biological, or chemical warfare by lesser powers (formalizing president bush's implicit warning to saddam hussein during the gulf war).",2,"**international treaties and agreements were more effective at deterring nuclear, biological, or chemical warfare than president bush's warning.**"
yes we we sure do smoke them and,0,"the act of smoking ""them"" is confirmed."
a flicker of firelight caught the small man's eyes.,2,there was no firelight present.
