,guid,index,label,threshold_closeness,confidence,variability,correctness,forgetfulness
0,wish i could give 0 stars for this home depot the worst home depot in the system never have any of the typical parts or hardware avoid this home depot at all costs 30 minutes wasted at this store hearing the employee tell me how bad the manager is  with no resultsnhorrible,0,0,0.24057445347627365,0.5970852538943291,0.27134359843100253,15,0
1,this place is a dump  the aides spend more time gossiping with each other and their favorite patients while those of us with real needs are ignored  often i had to beg for pain meds when they were way overdue  this place should be closed down,1,0,0.24990299215078832,0.5098492562770843,0.23799870343886098,13,0
2,dont really care for their garlic fried rice  soaked with butter and u can taste the raw garlic,2,0,0.24659666820761444,0.5583380818367004,0.27315092716635875,15,0
3,add to the list of what makes winco different  that they dont take credit cards unfortunately they dont make this abundantly clear in the store hopefully youll read this review before you embarrass yourself in the store in front of a line of shoppers like me humiliated 1st visit last visit,3,0,0.2408659069411238,0.5955724492669106,0.26955878183380405,17,0
4,eh got a groupon 50 for 100 deal for this restaurant so we came here for dinner the sushi is still ridiculously overpriced very americanized and nothing to be floored about if you want to save yourself some money i suggest you either eat before or after or better yet dont eat here at all,4,0,0.24880821372016942,0.534522257745266,0.27829156828894513,8,0
5,the name describes the place  yes there are some stuff that is funny and silly but mostly things i just wouldnt buy  and i didnt,5,0,0.24479958071498745,0.5721139326691628,0.27248152497039374,12,0
6,save your money go to panda express on the strip youll get more food and itll taste better,6,0,0.242074250673994,0.58902667760849,0.25726767994536537,15,0
7,really wanted to like it tried it twice not good dont bother great location is the only good i can say,7,0,0.24214596665551263,0.5886229842901229,0.2687071911706828,15,0
8,i went looking for battletoads as i have an extensive collection they were quite rude and had no idea about any major battletoad basicsnnmany other pawnshops have battletoads i recommend you keep looking,8,0,0.24591934908831942,0.5638799726963043,0.26420743084694936,12,0
9,good food poor business practices  be aware when using coupons even theirs and ordering a meal they do not give you the meal pricing  this devalues the coupon  the fact they are not upfront about this is deceptive  my quiznos calendar is in the trash,9,0,0.24278761244849673,0.584925776720047,0.26927716363678156,16,0
10,horrible experience we walk in and the old man greeter ignores us for a good 10 minutes then tells us there wont be a table for 2 hours but there was plenty seating aroundnnhorrible service,10,0,0.24373545791705054,0.5791488602757454,0.2625738413384005,16,0
11,no dd here  its gone  i apparently cant find an actual dd near asu,11,0,0.2444083706835221,0.5747771978378295,0.26766877920186105,14,0
12,dry sushi and quite blandnnedamame was undercooked by a long shotnnorange chicken had tons of orange peel and little chickennnnot good,12,0,0.24980742444817847,0.5138771593570709,0.25623687844539306,9,1
13,overall food was ok service was terrible and bathroom had baby cockroaches so i was terrified i didnt go in there till i was done dinner,13,0,0.24641534558840647,0.5598719835281372,0.2697122811742294,11,0
14,closed  actually sold to planet hollywood,14,0,0.24225715162668388,0.5879934564232826,0.2687280554217308,15,0
15,the sauce is terrible zero flavor dough is okay toppings are not the best as pizza goes this is the bottom of the line,15,0,0.24529850863583674,0.5685674220323562,0.2777015925104537,11,0
16,overpriced and not at all worth it for drinks if you just want to do karaoke its not too bad also it smells really bad in here not sure if they have plumbing issues,16,0,0.24532650567004302,0.5683629602193833,0.26433958715792416,14,0
17,i dont understand all the hype on yelp obviously people on this have not tried good tacos not even because i was drunk i thought they were good,17,0,0.24442846311654526,0.5746427282691002,0.270991346546339,14,0
18,gross tasteless food  good margaritas,18,0,0.24515964576440047,0.5695726543664932,0.27503126361910835,11,0
19,poor service poor food,19,0,0.24694210542351355,0.5552982330322266,0.2629227919717904,13,0
20,i enjoy the california benedict  the service is always friendly and the food comes out fairly quickly  nnthe coffee is standard restaurant quality but more expensive than starbucks or coffee bean,20,1,0.249463841176168,0.5231551036238671,0.23062541410897686,15,1
21,ive been coming here since they opened great quality but very rushed and not as people friendly i felt rushed through today and wasnt even offered anything to carry my drinks to the car  very low quality of concern for the customer quality is nice though and its open later than most port of subs,21,1,0.24774914002584547,0.5474432289600373,0.2579603540390459,15,1
22,great guy hangout waitresses are scantilyclad and friendly,22,1,0.24989874421765534,0.4899374067783356,0.20566136908163202,20,0
23,stopped for the first time today quaint little brewpub very friendly and evident this place has a local following great happy hour prices on appetizers beer was ok average is a good word for it i would  truly recommend sunup if for nothing else  the folks there and the customers were so nice,23,1,0.24969026292449495,0.4824006512761116,0.21730140657552466,13,2
24,maybe i just like nc style bbq but i am not that impressed by this place after dining 3 times  the macncheese is great but everything else is soso  id rather go to a real nc style place to get my bbq fix but the masses that want non vinegar bbq would probably like macs more than i did,24,1,0.2465315254372583,0.5588937565684319,0.25527218607351365,16,1
