premise,label,hypothesis
oh yeah he was so excited about going,1,he expressed enthusiasm verbally.
lower debt levels lead to lower interest payments-possibly at lower interest rates.,1,lowering national debt is a common economic goal for many governments.
some evidence from public records is suggestive.,1,certain aspects of the records seem to imply a relationship or connection.
the factual record provides an important context for consideration of the legal question of the meaning of the presence requirement for representation by lsc grantees.,0,start_of_turn>model
"award winner kathleen t. zellner of naperville, ill.'s zellner and; associates secured the release of three men sentenced to life for the 1986 rape of a chicago medical student.",1,the three men sentenced in    for the rape were later found innocent.
"in effect, the grant challenges mals to raise at least $100,000 a year in 2003 and 2004.",1,raising $    annually is a significant financial goal for mals.
it is disingenuous to say we should do  money is scarce and so is political capital.,2,let me know if you'd like more examples!
limitations on total emissions. ,2,all emissions are allowed without restriction.
"well, then?",1,the speaker is anticipating a reply or action.
limitations on total emissions. ,2,these hypotheses directly oppose the idea of any constraints being placed on the total amount of emissions generated.
"culterlann na hireann holds a ceile (an evening of traditional song and dance), on friday nights in monkstown.",0,tart_of_turn>user
it is disingenuous to say we should do  money is scarce and so is political capital.,2,tart_of_turn>user
"yes, i think that would be decidedly better.",1,the speaker thinks the current situation is not satisfactory.
"rooms 11-12 concentrate on the period between 1100 b.c. and 650 b.c., including a large collection of gold jewelry.",2,"rooms  -  primarily feature artifacts from other cultures, not solely gold jewelry."
"to meet the family's extravagant debts, ground-floor rooms were turned into boutiques and cafe that attracted fashionable society, together with some shady hangers-on and intellectuals.",0,the family's debts were so large that they needed to transform their ground-floor rooms into businesses.
they kept asking about the noise i heard.,0,the speaker was repeatedly bothered by questions about the noise.
well i it i find it depressing to watch or especially tv you know it's  uh local news concentrates on murders and things like that i'm from dallas,1,start_of_turn>model
a pointless act.,1,the act consumed resources without yielding benefits.
"lesvos, chios, and samos still have many vestiges of the traditional rural lifestyle that made them rich and coveted during previous centuries.",1,"traditional rural practices continue to play a role in the economies of lesvos, chios, and samos."
i'm sure he will he's not going to have problems there if not in the nfl then in one of the other leagues,0,he is not worried about facing difficulties in his future sporting career.
it tracks the use of each appropriation for specified purposes in separate budget accounts through the various stages of budget execution from appropriation to apportionment and allotment to obligation and eventual outlay.,1,let me know if you'd like more examples!
i wonder i didn't scream right out there and then.,2,there was no reason for the speaker to scream.
"well, then?",1,the speaker is seeking clarification on the previous topic.
down there and uh we had a small um farm house out in castroville which is just uh to the west of san antonio,1,castroville is located west of san antonio.
these statutes are laws that comprise the letter mail monopoly.,1,these statutes define the exclusive rights granted to a specific entity for handling letter mail.
limitations on total emissions. ,2,there are no limitations on total emissions.
"lsc has contracted with an independent research firm to develop and implement a pilot project at six lsc grantees that will gather the necessary information needed to create a reporting system that captures all the work of lsc grantees, not simply the traditional closed cases.",2,"**lsc will only collect data on traditional closed cases, excluding other types of work.**"
well you can believe that anyway right,2,tart_of_turn>user
"lesvos, chios, and samos still have many vestiges of the traditional rural lifestyle that made them rich and coveted during previous centuries.",1,"the islands of lesvos, chios, and samos are popular tourist destinations due to their preserved rural charm."
he left us shortly after.,2,he arrived just before we went elsewhere.
uh in fact uh there was one lady in this area she was caught going to work and leaving her daughter in her car all day,0,the woman's actions of going to work and leaving her daughter in the car all day were considered unacceptable.
"usually, clinton finds a way to reconcile the presidential and the political.",0,start_of_turn>model
very dangerous.,2,**it's completely safe.**
some evidence from public records is suggestive.,1,the available public records contain information that hints at something.
well no i worked for this company before i had my first daughter,0,the speaker was employed by this company prior to becoming a parent for the first time.
"the bias continues in the united states, sometimes from the larger mexican mainstream.",0,actions and opinions within the larger mexican american community sometimes contribute to the continuation of bias.
an indio name? ,0,do you want to know the name of someone from a specific indigenous group?
"about 2 km (1 mile) south?­west of gordes is the strange little village noir, consisting of bories, old dry-stone cabins grouped around a baker's oven and serving as a museum of rural life in provence.",2,noir is not a village but a bustling town.
"his name has been floated in the past few weeks, as it was in 1989 and 1994.",0,start_of_turn>model
'you asked for a two week deadline?',0,tart_of_turn>user
11 this is a midlife crisis.,0,this situation is a result of a midlife crisis.
"usually, clinton finds a way to reconcile the presidential and the political.",0,clinton frequently seeks compromise between presidential leadership and political agendas.
the on-premises bindery repairs and restores old books and manuscripts.,1,the bindery offers repair services for damaged pages and bindings.
"so i can't even imagine how you feel, after shadow-dancing with her for so long.",1,let me know if you'd like me to generate more!
they kept asking about the noise i heard.,0,there were multiple instances of people asking the speaker about the noise.
a pointless act.,1,the act was considered futile by those involved.
a pointless act.,1,the act was deemed unnecessary by some observers.
