premise,label,hypothesis
oh those hedges when they started moving whenever they  they made that into a movie i was thinking oh my gosh if they show that i'll just die for some reason that scared me more than anything,2,let me know if you'd like more examples!
don't confine your visit to the mountain only.,0,**a well-rounded visit would encompass locations outside of the mountain.**
"this original doctrine, without any sense of buddha's divinity, was embraced by the hinayana (lesser vehicle) school which spread to sri lanka, burma, and thailand, as well as cambodia and laos.",0,the hinayana buddhism emphasized  a path to enlightenment without believing in buddha's divinity.
the two aicpa field work standards for attestation engagements are as follows.,1,start_of_turn>model
but the standard for appointing an independent counsel can't be that broad.,2,there are no justifiable limitations on who can be appointed as an independent counsel.
right exactly i was a i was a boy scout and as part of being a boy scout you had to do you know projects all throughout and then to become an eagle scout you have to spend a do a year long project for,0,becoming an eagle scout involves a significant commitment of time and effort.
"one possibility is that studies report different estimates of the single true relationship between a given pollutant and a health effect due to differences in study design, random chance, or other factors.",0,"researchers may observe different estimates of the relationship between a pollutant and health due to variations in study structures, the element of chance, or other contributing elements."
this ricardian equivalence hypothesis holds that people are forward-looking and recognize that current government surpluses or deficits affect government debt and future tax rates.,0,the ricardian equivalence  argues that government deficits do not stimulate economic growth because consumers and businesses anticipate future tax increases.
is the cost-cutting story plausible?,2,"all evidence points towards increased spending, not cost-cutting."
"some are put off by the cost of a hiring a divorce lawyer, which starts at about $1,500.",2,let me know if you'd like more examples!
"like, thank god for",0,the speaker is relieved that something exists.
that's what we that's the way we call it which is really wrong but my wife's mother and the one she's in san antonio it's you know it's everything but the opposite of what you've seen i mean it's it's a little hotel hotel you might say,0,the speaker believes the hotel they are describing is not what one might typically expect.
"subsequent to the issuance of the ffc report, nasa received iso 9000 certification for its headquarters office and each of its centers.",0,nasa's headquarters office and its centers were certified with iso    after the fcc report was released.
"issues in data synthesis, eds.",0,start_of_turn>model
'indeed he is.',1,the speaker agrees with a previous statement about him.
"super-paradise, in the next bay, is a gay, clothing-optional beach.",0,super-paradise is a beach in the next bay known for its casual attire policy.
"some are put off by the cost of a hiring a divorce lawyer, which starts at about $1,500.",2,start_of_turn>model
"their ventures into social topics focus on alcohol, drugs, domestic violence, adultery, divorce, illegitimacy, crime, and urban decay.",1,start_of_turn>model
"their ventures into social topics focus on alcohol, drugs, domestic violence, adultery, divorce, illegitimacy, crime, and urban decay.",1,the chosen topics are common themes in social commentary.
oh i've seen that yes,2,"you are mistaken, you have not seen this."
"i already know i am an idiot, but am i to be a happy idiot or a miserable one?",1,tart_of_turn>user
"but, hey, where is the millennium?",2,the millennium has already arrived.
"these havens of relaxation set among golf courses, gardens, and orchards still do the mountain ranges of the peninsula's interior, but they are now holiday resorts.",2,"**accessibility to these resorts is limited, making them inaccessible to the general public as holiday destinations.**"
this ricardian equivalence hypothesis holds that people are forward-looking and recognize that current government surpluses or deficits affect government debt and future tax rates.,0,"according to the ricardian equivalence , people will adjust their savings and spending decisions in response to anticipated future tax changes."
"but, hey, where is the millennium?",2,we are still on track for the millennium as predicted.
oh are you in dallas,0,dallas is where you are.
that's what we that's the way we call it which is really wrong but my wife's mother and the one she's in san antonio it's you know it's everything but the opposite of what you've seen i mean it's it's a little hotel hotel you might say,0,the speaker's comparison emphasizes the unusual nature of the hotel.
we come after senor juanito because he dropped his purse.,1,start_of_turn>model
oh are you in dallas,0,your current location is dallas.
is the cost-cutting story plausible?,2,"the company is actually investing in new growth areas, not cutting costs."
"issues in data synthesis, eds.",0,the editors of a publication are concerned about issues related to data synthesis.
prairie state will share the money with the county.,1,start_of_turn>model
foreign ships carried new diseases to the islands as well.,1,let me know if you'd like more examples!
"biologist ian wilmut's team also cloned lambs out of dna derived from sheep-fetus fibroblasts, cells found in connective tissue.",2,the cloned lambs were created without utilizing dna from any fetal tissue.
in some states yeah because it's reasonable now uh you know me with me being from louisville i'm going to say at louisville is unfair because louisville's got the highest uh uh the line the line the line drawn i don't know the correct word for it  but louisville's is higher than most other universities and,2,the speaker believes louisville's admission line should be higher.
in some states yeah because it's reasonable now uh you know me with me being from louisville i'm going to say at louisville is unfair because louisville's got the highest uh uh the line the line the line drawn i don't know the correct word for it  but louisville's is higher than most other universities and,2,the speaker doesn't think louisville's admission process is unfair.
