premise,label,hypothesis
yeah there there's a lot of energy i i i like to belly dance too but there's not the same you know you don't get the aerobic,1,"in general, i do appreciate the art of dance, however, it doesn't encompass belly dancing specifically when it comes to aerobic exercise."
i'm exempt,0,i am not required to perform or do anything.
they are not important. ,2,'they are absolutely crucial.'
humidity or something,2,"if anything, it's not humidity we're dealing with here."
that's right i mean the israeli's aren't they're not afraid of anything,0,the israelis exhibit no fear in any situation.
"the new  deterring nuclear, biological, or chemical warfare by lesser powers (formalizing president bush's implicit warning to saddam hussein during the gulf war).",2,'president bush publicly criticized saddam hussein about his tactics.'
"before function is compromised, problematic consumption occurs.",2,'it's only after the function is compromised that consumption becomes problematic.'
charlotte square is arguably the jewel of the new town.,0,charlotte square is considered the most attractive landmark in the new town.
"while service standards differ (many countries offer two mail deliveries each weekday, for example), even at 33 cents, u.s. prices compare favorably with first-class rates overseas--japan charges 74 cents, germany 59 cents, france 48 cents, and great britain 37 cents.",1,'international mail delivery systems in some countries are less economical than in the us.'
i'm exempt,0,i am not held accountable for anything.
"no definitive number of americans who went over to the enemy is available, but moorer indicated there were scores.",1,the information about the number of americans who went over to the enemy was provided to moorer.
oh that's great yeah yeah i don't do a whole it uh time seems to be hard to find for anything you want to do i don't know why,1,"i've been consumed with overtime work, leaving me no time for leisure activities."
not all the way--he has not yet succeeded in building a durable majority on the court.,2,'he has won a majority.'
"in north carolina, a visa may be issued for six weeks to seven months.",2,north carolina is the only state in the us where visas are never issued.
"before function is compromised, problematic consumption occurs.",2,"'in the sequence of events, problematic consumption follows the compromise of the function.'"
"but if you're not watching close ly, you may miss the unprepossessing bust of christopher columbus perched atop a column in a little roadside square.",1,the bust of christopher columbus is not particularly noticeable due to its diminutive size.
 the egg tilted and soared.,0,the egg climbed and flew.
the man's right arm had been broken and completely twisted around.,0,'the man experienced a catastrophic accident affecting his right arm'
people in hollywood accept this instability as the cost of doing business.,1,'individuals in hollywood find this instability as an inevitable part of the business.'
"his kingdom prospered, and by the time his son solomon succeeded him, in about 965 b.c. , almost all the extensive, rich lands between the rivers nile and the euphrates were part of the kingdom of israel.",1,"'the rich and extensive lands, reaching from the nile to the euphrates, were incorporated into israel's kingdom by the time solomon became the ruler, around   b.c.'"
"it is difficult to fix precisely the dates of the various festivals, as most of them are determined by lunar calendars which vary from year to year.",0,"since the lunar calendars change annually, it proves challenging to establish fixed dates for the various festivals."
