premise,label,hypothesis
"the pedestrian plaza in the city centre is bounded at one end by the ulu camii (great mosque), built in the 14th century with stone quarried from uluda .",0,the pedestrian plaza is situated within the confines of the city centre.
" if you're willing to wander off the beaten track you should be able to find cliff-backed coves with clear, blue water or patches of sand scarcely large enough for two families.",0,those who deviate from the usual paths are likely to encounter stunning vistas of clear blue water and tiny stretches of beach along the coast.
l. 104134 directed the department to issue interim regulations within 30 days of the date of enactment.,1,the department's regulations sometimes take a while to come out after a law is passed.
"one possibility is that studies report different estimates of the single true relationship between a given pollutant and a health effect due to differences in study design, random chance, or other factors.",0,start_of_turn>model
and be careful. the russian beckoned.,1,the russian made a movement to attract someone's attention.
'indeed he is.',1,his actions could have negative consequences for society.
"most of madeira's good hotels have their own swimming pools, but if yours doesn't, year-round swimming is open to the public at the excellent complexo balnear do lido (lido swimming complex; tel. 291/762 217) in funchal's tourist zone.",1,funchal's complexo balnear do lido is a public swimming pool that is open all year.
"subsequent to the issuance of the ffc report, nasa received iso 9000 certification for its headquarters office and each of its centers.",0,a consequence of the ffcr report was nasa's iso    accreditation.
yeah that's too bad because i mean i've been in the carolinas and you know there are some places in the carolinas it's really nice there,1,tart_of_turn>user
in some states yeah because it's reasonable now uh you know me with me being from louisville i'm going to say at louisville is unfair because louisville's got the highest uh uh the line the line the line drawn i don't know the correct word for it  but louisville's is higher than most other universities and,2,tart_of_turn>user
well you weren't charging gold and silver were you you can't do that can you,0,start_of_turn>model
"it is difficult to believe that these bizarre shapes, staircases going nowhere, and windows in walls without rooms were built in 1724 by a serious student, rather than in the last century by some deranged architect.",2,the building's complex design could have been influenced by philosophical or cultural beliefs prevalent in the   s.
"biologist ian wilmut's team also cloned lambs out of dna derived from sheep-fetus fibroblasts, cells found in connective tissue.",2,ian wilmut's profession is unrelated to biology.
"apaches, they are not stupid.",2,apaches lack intelligence.
"even though quantifiable data was lacking during most of 1998, lsc had sufficient information to begin taking actions to address the problems.",1,**the lack of established reporting procedures during    could explain the scarcity of numerical data.**
you know they match it um my wife used to they matched hers only hers was a little bit better than ours um she hasn't been working for a couple of years her father took sick so she's been taking care of him,1,family obligations necessitated my wife's absence.
"i already know i am an idiot, but am i to be a happy idiot or a miserable one?",1,the speaker has a long-held sense of self-deprecation.
that's what we that's the way we call it which is really wrong but my wife's mother and the one she's in san antonio it's you know it's everything but the opposite of what you've seen i mean it's it's a little hotel hotel you might say,0,what we call it is a misnomer; its description clashes with your perception.
and be careful. the russian beckoned.,1,there was an indication from the russian for someone to come.
foreign ships carried new diseases to the islands as well.,1,the arrival of the ships had undesirable effects.
"try to arrive as the chapel opens or at sunset (see page 39) and make your way to the upper level, where light blazes in through 15 stained-glass windows separated by buttresses so slim that there seems to be no wall at all.",1,the architecture of certain chapels includes an upper level.
i had to be guarded in what i said.,0,**i had to be discreet in my speech due to potential threats or risks.**
