premise,label,hypothesis
foreign ships carried new diseases to the islands as well.,1,the arrival of foreign ships had various effects on the islands.
don't confine your visit to the mountain only.,0,**your trip should encompass sights and attractions beyond just the mountain.**
is the cost-cutting story plausible?,2,the cost-cutting story is highly believable and convincing.
l. 104134 directed the department to issue interim regulations within 30 days of the date of enactment.,1,tart_of_turn>user
"biologist ian wilmut's team also cloned lambs out of dna derived from sheep-fetus fibroblasts, cells found in connective tissue.",2,sheep-fetus fibroblasts are not a suitable cell type for cloning mammals.
"elementary, my dear watson the smell of onions is unmistakable.""",2,tart_of_turn>user
a deep cleft creased his chin.,0,a deep line was visible on the man's chin.
i took the oilskin packet from round my neck and shoved it right in as far as i could.,0,the oilskin packet was placed inside something.
"mr. hastings, she said, ""do you think i and my husband are happy together?"" i was considerably taken aback, and murmured something about it's not being my business to think anything of the sort. ",2,tart_of_turn>user
"st. peter's basilica is the largest of all roman catholic churches and by any standards a grandiose achievement, but it inevitably suffered from the competing visions of all the architects called in to collaborate bramante, giuliano da sangallo, raphael, baldassare peruzzi, michelangelo, giacomo della porta, domenico fontana, and carlo maderno each adding, subtracting, and modifying, often with a pope looking over his shoulder.",2,"the construction of st. peter's basilica proceeded without interruption or delays, adhering to a strict timeline."
we don't expect badinage from the pillsbury doughboy or banter from betty crocker.,2,betty crocker has a surprising sense of humor that shines through in her cooking tips and online interactions.
"apaches, they are not stupid.",2,apaches are known for their lack of intelligence.
"expenses are reported on an accrual basis, including contractual amounts due for counseling services",2,contractual amounts due for counseling services are not considered expenses.
yeah that's too bad because i mean i've been in the carolinas and you know there are some places in the carolinas it's really nice there,1,not every location in the carolinas is pleasant.
i had to be guarded in what i said.,0,i exercised caution when expressing my opinions.
"issues in data synthesis, eds.",0,experts in the field of data synthesis are dealing with difficulties.
oh those hedges when they started moving whenever they  they made that into a movie i was thinking oh my gosh if they show that i'll just die for some reason that scared me more than anything,2,the moving hedges in the movie didn't scare the speaker.
"so unlike the truly new generation, i wasn't faced with the debt burden.",1,financial pressures have changed over time.
"issues in data synthesis, eds.",0,problems exist with the quality or accuracy of synthesized data.
"like, thank god for",0,tart_of_turn>user
"issues in data synthesis, eds.",0,issues related to data synthesis require attention and resolution.
"i already know i am an idiot, but am i to be a happy idiot or a miserable one?",1,the speaker is contemplating the nature of happiness and misery.
"most of madeira's good hotels have their own swimming pools, but if yours doesn't, year-round swimming is open to the public at the excellent complexo balnear do lido (lido swimming complex; tel. 291/762 217) in funchal's tourist zone.",1,tart_of_turn>user
"so unlike the truly new generation, i wasn't faced with the debt burden.",1,the speaker's generation experienced less economic hardship.
"most of madeira's good hotels have their own swimming pools, but if yours doesn't, year-round swimming is open to the public at the excellent complexo balnear do lido (lido swimming complex; tel. 291/762 217) in funchal's tourist zone.",1,madeira has a variety of hotels.
in some states yeah because it's reasonable now uh you know me with me being from louisville i'm going to say at louisville is unfair because louisville's got the highest uh uh the line the line the line drawn i don't know the correct word for it  but louisville's is higher than most other universities and,2,tart_of_turn>user
"some are put off by the cost of a hiring a divorce lawyer, which starts at about $1,500.",2,"divorce lawyers can work on retainer for a fixed monthly fee, avoiding upfront large payments."
we don't expect badinage from the pillsbury doughboy or banter from betty crocker.,2,betty crocker is known for her witty and sarcastic comebacks.
"biologist ian wilmut's team also cloned lambs out of dna derived from sheep-fetus fibroblasts, cells found in connective tissue.",2,let me know if you'd like more examples!
