premise,label,hypothesis
"throughout the controversy, bennett has made much of the cause of truth with a capital t. his standard article, portentously titled clinton, gays, and the truth, accused the clintonites of scanting that important commodity.",2,"'bennett's article, entitled 'clinton, gays, and the truth', was not published in the new yorker magazine.'"
it's like oh man,1,it appears i've landed myself in quite a pickle.
"lsc has contracted with an independent research firm to develop and implement a pilot project at six lsc grantees that will gather the necessary information needed to create a reporting system that captures all the work of lsc grantees, not simply the traditional closed cases.",2,'the pilot project will not provide information about the work of lsc grantees.'
i'm sure he will he's not going to have problems there if not in the nfl then in one of the other leagues,0,it's likely that he will find a spot in the nfl or another professional league if not there.
the on-premises bindery repairs and restores old books and manuscripts.,1,'the bindery's services extend beyond the repair and restoration of old books and manuscripts; it may also work on new books occasionally.'
yeah oh that sounds fantastic,2,'that sounds like an awful idea.'
it tracks the use of each appropriation for specified purposes in separate budget accounts through the various stages of budget execution from appropriation to apportionment and allotment to obligation and eventual outlay.,1,the budget execution includes cost calculation.
uh in fact uh there was one lady in this area she was caught going to work and leaving her daughter in her car all day,0,"in this given location, a woman was discovered to have abandoned her daughter in the automobile during her daily commute to work."
some evidence from public records is suggestive.,1,'public documents imply some questionable activity.'
it tracks the use of each appropriation for specified purposes in separate budget accounts through the various stages of budget execution from appropriation to apportionment and allotment to obligation and eventual outlay.,1,calculating costs is an aspect of the budget execution process.
'you asked for a two week deadline?',0,"""you had asked to establish a timespan of two weeks, didn't you?"""
down there and uh we had a small um farm house out in castroville which is just uh to the west of san antonio,1,"'we had a small farmhouse as our home, resting in castroville which borders san antonio.'"
"after the break-up of the mauryan empire, new invaders appeared on the northwest frontier.",2,"'the mauryan empire expanded significantly, pushing back any external threats on their frontier.'"
oh yeah he was so excited about going,1,"in my conversation with him yesterday, his excitement for the journey to work at the agency was evident."
well  he didn't have too good of opinion of it no i mean yes i did hear that and so um i do try to keep that in mind that whenever you're reading a paper it usually has a particular flavor,0,'reconciling the presidential and the political is a common undertaking for clinton.' (entail)
"lesvos, chios, and samos still have many vestiges of the traditional rural lifestyle that made them rich and coveted during previous centuries.",1,"the traditional rural lifestyle, a characteristic of lesvos, chios, and samos, continues to persist in samos."
limitations on total emissions. ,2,'emissions can increase without any limitations.'
"the roman baths are still impressive with several large bathing areas, though the hot curative waters have been diverted to a modern pool and spa.",0,the modern pool now contains the former hot curative waters of the roman baths.
