premise,label,hypothesis
"recent archaeological findings suggest that a site on the yamuna river may have been the home of mahabharata hero, yudhishthira, dating back to 1000 b.c.",0,"'a significant discovery about yudhishthira, the mahabharata hero, is that recent archaeological findings suggest a potential residence for him on the yamuna river.'"
very dangerous.,2,'nothing harmful will happen.'
their conversations took place at precisely the moment the house reconsidered china mfn.,2,'the conversations took place after the house made a decision about china mfn.'
"the roman baths are still impressive with several large bathing areas, though the hot curative waters have been diverted to a modern pool and spa.",0,"'the roman baths continue to impress visitors with their substantial bathing areas, despite the rerouting of the hot curative waters to a contemporary pool and spa.'"
it's like oh man,1,"'the situation is comparable to a common expression of surprise or amazement, similar to ""oh man"".'"
some evidence from public records is suggestive.,1,'the information in the public records could lead to conclusions.'
"in effect, the grant challenges mals to raise at least $100,000 a year in 2003 and 2004.",1,"'the mals are tasked with the mission of gathering $    per year, from    to   , due to the existing grant.'"
"a company of handweavers has been working here since at least 1723, and visitors are able to watch them at work, but their products have become less distinctive since they expanded into a popular tourist attraction.",2,"'the increased popularity of the handweavers' company, rather than causing their products to become less distinctive, has actually improved their distinctive product quality.'"
when you get to the point where you're looking forward to it then it gets to be important because you've got to do some planning for it uh you know especially if the company is not doing it for you,2,"'even when you're not looking forward to it, it might still be important due to its significance.'"
a discussion about that is why uh why cnn was well i listen to a christian radio station and they were saying that cnn is definitely a world uh news service and uh,0,: 'the christian radio station discussed cnn as a world news service.'
an indio name? ,0,'is an indio known by a specific name?'
the factual record provides an important context for consideration of the legal question of the meaning of the presence requirement for representation by lsc grantees.,0,'the importance of the factual record is paramount when scrutinizing the legal question concerning the meaning of the presence requirement for representation by lsc grantees.'
an indio name? ,0,'is there a specific name that refers to an indio?'
"rhonda lipkin (maryland), victor geminiani (hawaii), nan heald (maine) and mike genz (lsc) presented this session.",0,"'rhonda lipkin from maryland, victor geminiani from hawaii, nan heald from maine, and mike genz from lsc all presented the same session.'"
some evidence from public records is suggestive.,1,'the public records provide hints about certain information.'
"so i can't even imagine how you feel, after shadow-dancing with her for so long.",1,"'i can't fathom the intensity of the connection you have with her, considering the long history of shadow-dancing.'"
yeah oh that sounds fantastic,2,"'on the contrary, it sounds dreadful.'"
"lesvos, chios, and samos still have many vestiges of the traditional rural lifestyle that made them rich and coveted during previous centuries.",1,"'these islands, lesvos, chios, and samos, remain a center of traditional rural lifestyle.'"
"recent archaeological findings suggest that a site on the yamuna river may have been the home of mahabharata hero, yudhishthira, dating back to 1000 b.c.",0,"'the historical evidence from the archaeological findings strongly suggests that yudhishthira, a key character from the mahabharata, may have resided on the yamuna river around    b.c.'"
"it sits in the east of the country, 5-km (3-miles) south of the estuary of the river forth and 605-km (378-miles) north of london, the capital of the united kingdom.",0,the location is positioned   km (  miles) northwards from london.
"in effect, the grant challenges mals to raise at least $100,000 a year in 2003 and 2004.",1,"'the grant established a fundraising target for the mals, which mandates them to gather at least $    every year from    to   .'"
wait a minute.,2,"'let's continue on, no need to wait a minute.'"
no one is going to better him in this area.,0,'he is the leading figure in this specific sector.'
uh in fact uh there was one lady in this area she was caught going to work and leaving her daughter in her car all day,0,'a woman was encountered in the area who chose to leave her daughter in the car during the entire workday.'
oh yeah he was so excited about going,1,'the prospect of going made him visibly thrilled.'
i wonder i didn't scream right out there and then.,2,"'i screamed somewhere else, not there.'"
very dangerous.,2,'it is absolutely secure.'
"culterlann na hireann holds a ceile (an evening of traditional song and dance), on friday nights in monkstown.",0,"'in monkstown, the local cultural center, culterlann na hireann, runs a weekly traditional irish music and dance night on fridays.'"
"this structure, like yomeimon, is also a national treasure and just as ornately carved and painted.",1,'the ornate carvings and vibrant painted details on this structure demonstrate the skill of the craftsmen.'
"it sits in the east of the country, 5-km (3-miles) south of the estuary of the river forth and 605-km (378-miles) north of london, the capital of the united kingdom.",0,"in relation to the river forth's estuary, the location is situated  km ( miles) south, while it's   km (  miles) north of london."
wait a minute.,2,'don't even bother waiting a minute.'
no  and so and and my boss has has gone for about like three times i think and i told him he's obviously in a high risk group,1,'you have mentioned that your boss has been absent around three times and he falls into a higher health risk category.'
