,guid,index,label,threshold_closeness,confidence,variability,correctness,forgetfulness
0,"Premise: kamari and perissa are growing resorts with a range of hotels, bars, and restaurants. Hypothesis: kamari and perissa now have hotels, bars and restaurants.",0,0,0.24729998027513597,0.44803828597068784,0.18468717281936256,13,0
1,Premise: um-hum well well actually i think one one thing that i remember hearing in the news the past couple weeks that might be significant is that Hypothesis: i heard something significant in the news lately.,1,0,0.24527886186538198,0.43128946125507356,0.1714093651650227,13,0
2,"Premise: the startup phase, sometimes called commissioning, begins with occupancy of the facility by its user. Hypothesis: occupancy of the facility by its user, begins with the startup phase, that is sometimes called commissioning.",2,0,0.24663061624849275,0.441953606903553,0.1732222327322483,14,0
3,"Premise: but when the sun goes down and the music starts up, there's nothing lazy about the dancing. Hypothesis: the dancing is energetic when night falls and music starts.",3,0,0.24481299379075572,0.42797912657260895,0.16927288555302406,13,0
4,Premise: i try to i did switch to one uh sponsored by the credit union though that seems to be a pretty low interest Hypothesis: i tried to switch to one by a credit union with lower interest.,4,0,0.2448634505781072,0.4283302754163742,0.16199618414403819,14,0
5,Premise: i mean they they uh go home and grade papers lesson plans prepare for the next day Hypothesis: they do many things at home.,5,0,0.23380868494527984,0.37275490164756775,0.1062799405701731,6,1
6,"Premise: there are vestiges of the rum distillery, cattle pens, and a large pimento barbecue for roasting allspice berries. Hypothesis: allspice berries were be roasted on the pimento barbecue.",6,0,0.24617781017384147,0.4381761386990547,0.17756040866197836,13,0
7,Premise: gibson had reduced dala to a midget. Hypothesis: dala was made into nothing more than a gnome by gibson.,7,0,0.23969955609785593,0.3985088974237442,0.12793327384949194,12,0
8,"Premise: i think with your name i could get my hands on your hearts, even if you did your worst. Hypothesis: the speaker can use the name to cast magic.",8,0,0.23931819595761672,0.3966471865773201,0.12017951653692172,12,1
9,Premise: it also entails thinking about ways to incorporate the information technology and management leader in the executive-level management structure and create an environment that facilitates business/technology sharing and exchange of ideas. Hypothesis: it also entails thinking about ways to incorporate the information technology.,9,0,0.24276945868319716,0.4149674102663994,0.15191662333231523,13,0
10,"Premise: an acclaimed dining in the restaurant next to the yacht marina provides excellent evening views. Hypothesis: in the evening, excellent views can be found next to the yacht marina in an acclaimed restaurant.",10,0,0.24629466704571867,0.43912855386734007,0.1723813700126999,13,0
11,Premise: teodoro tells me that they've found traces of shod horses being driven back in the canyons. Hypothesis: horses that had been shod had been traced going to the canyons.,11,0,0.24316733474219226,0.41734006255865097,0.15586454615717552,13,0
12,Premise: i'm the co-author of one the leading treatises on legal ethics--and it's updated annually. Hypothesis: i wrote a treatise on legal ethics.,12,0,0.24574245048215,0.43475009948015214,0.17986194400638736,13,0
13,"Premise: last december, three cognitive psychologists at the university of rochester played two-minute audiotapes consisting of short nonsense words (such as bidakupado) for a group of 8-month-old babies. Hypothesis: three psychologists worked with babies to test a hypothesis.",13,0,0.24420377820684774,0.42386707812547686,0.15591803729996334,13,0
14,Premise: executives could also receive a summary rating of provisional or summary ratings fail. Hypothesis: executives can get one of two summary ratings. ,14,0,0.24550549283346718,0.43295891433954237,0.17176180426480092,13,0
