premise,label,hypothesis
"lesvos, chios, and samos still have many vestiges of the traditional rural lifestyle that made them rich and coveted during previous centuries.",1,tart_of_turn>user
"rhonda lipkin (maryland), victor geminiani (hawaii), nan heald (maine) and mike genz (lsc) presented this session.",0,"the session was presented by four individuals: rhonda lipkin, victor geminiani, nan heald, and mike genz."
lower debt levels lead to lower interest payments-possibly at lower interest rates.,1,start_of_turn>model
"recent archaeological findings suggest that a site on the yamuna river may have been the home of mahabharata hero, yudhishthira, dating back to 1000 b.c.",0,"archaeological findings suggest a connection between the site on the yamuna river and the mahabharata hero, yudhishthira."
a pointless act.,1,this action did not achieve its intended goal.
"lsc has contracted with an independent research firm to develop and implement a pilot project at six lsc grantees that will gather the necessary information needed to create a reporting system that captures all the work of lsc grantees, not simply the traditional closed cases.",2,lsc grantees are against the development of a new reporting system.
"it sits in the east of the country, 5-km (3-miles) south of the estuary of the river forth and 605-km (378-miles) north of london, the capital of the united kingdom.",0,the location is   kilometers north of london.
"lsc has contracted with an independent research firm to develop and implement a pilot project at six lsc grantees that will gather the necessary information needed to create a reporting system that captures all the work of lsc grantees, not simply the traditional closed cases.",2,lsc will not be working with an independent research firm to develop the reporting system.
"award winner kathleen t. zellner of naperville, ill.'s zellner and; associates secured the release of three men sentenced to life for the 1986 rape of a chicago medical student.",1,the three men wrongly convicted of the    rape served life sentences.
down there and uh we had a small um farm house out in castroville which is just uh to the west of san antonio,1,the speaker is discussing a past location.
well no i worked for this company before i had my first daughter,0,start_of_turn>model
"to meet the family's extravagant debts, ground-floor rooms were turned into boutiques and cafe that attracted fashionable society, together with some shady hangers-on and intellectuals.",0,tart_of_turn>user
"in the on-field tournament, the vikings have the nfl's best record this year and set a record for points scored in a regular season, but the broncos are the defending champs and were undefeated until their final three games.",1,start_of_turn>model
well  he didn't have too good of opinion of it no i mean yes i did hear that and so um i do try to keep that in mind that whenever you're reading a paper it usually has a particular flavor,0,the speaker considers it important to be aware of the author's potential biases when evaluating a paper.
"recent archaeological findings suggest that a site on the yamuna river may have been the home of mahabharata hero, yudhishthira, dating back to 1000 b.c.",0,"the mahabharata hero, yudhishthira, may have lived at a site on the yamuna river."
"the bias continues in the united states, sometimes from the larger mexican mainstream.",0,let me know if you'd like more examples!
these statutes are laws that comprise the letter mail monopoly.,1,start_of_turn>model
it's like oh man,1,the speaker is expressing surprise.
yeah oh that sounds fantastic,2,tart_of_turn>user
well you can believe that anyway right,2,i don't accept that as true.
"so i can't even imagine how you feel, after shadow-dancing with her for so long.",1,the speaker is trying to empathize with the other person.
it tracks the use of each appropriation for specified purposes in separate budget accounts through the various stages of budget execution from appropriation to apportionment and allotment to obligation and eventual outlay.,1,start_of_turn>model
some evidence from public records is suggestive.,1,tart_of_turn>user
"the bias continues in the united states, sometimes from the larger mexican mainstream.",0,tart_of_turn>user
well you can believe that anyway right,2,there's no basis for believing that.
uh in fact uh there was one lady in this area she was caught going to work and leaving her daughter in her car all day,0,there was an instance of child neglect in this location.
"lsc has contracted with an independent research firm to develop and implement a pilot project at six lsc grantees that will gather the necessary information needed to create a reporting system that captures all the work of lsc grantees, not simply the traditional closed cases.",2,tart_of_turn>user
"usually, clinton finds a way to reconcile the presidential and the political.",0,clinton often finds ways to balance the demands of being president with the pressures of political life.
when you get to the point where you're looking forward to it then it gets to be important because you've got to do some planning for it uh you know especially if the company is not doing it for you,2,individuals only plan for events if the company does not deem them important.
'you asked for a two week deadline?',0,you requested a deadline of two weeks.
down there and uh we had a small um farm house out in castroville which is just uh to the west of san antonio,1,the farmhouse was located in castroville.
some evidence from public records is suggestive.,1,start_of_turn>model
"his name has been floated in the past few weeks, as it was in 1989 and 1994.",0,the name has resurfaced in discussion about filling this position in the last few weeks.
i'm sure he will he's not going to have problems there if not in the nfl then in one of the other leagues,0,start_of_turn>model
"throughout the controversy, bennett has made much of the cause of truth with a capital t. his standard article, portentously titled clinton, gays, and the truth, accused the clintonites of scanting that important commodity.",2,tart_of_turn>user
11 this is a midlife crisis.,0,tart_of_turn>user
"throughout the controversy, bennett has made much of the cause of truth with a capital t. his standard article, portentously titled clinton, gays, and the truth, accused the clintonites of scanting that important commodity.",2,"bennett's definition of ""truth"" is different from a widely accepted understanding."
well no i worked for this company before i had my first daughter,0,the speaker's first daughter was born after they began working for this company.
no one is going to better him in this area.,0,no one can surpass him in this area.
"lsc has contracted with an independent research firm to develop and implement a pilot project at six lsc grantees that will gather the necessary information needed to create a reporting system that captures all the work of lsc grantees, not simply the traditional closed cases.",2,lsc has decided not to develop a reporting system that captures all the work of lsc grantees.
the on-premises bindery repairs and restores old books and manuscripts.,1,the bindery is committed to preserving and conserving cultural heritage through book restoration.
lower debt levels lead to lower interest payments-possibly at lower interest rates.,1,lowering national debt could benefit the economy by freeing up funds for other investments.
wait a minute.,2,"everything is fine, we can proceed."
"well, then?",1,the speaker acknowledges a previous statement or action.
an indio name? ,0,the speaker is inquiring about a name associated with the indigenous peoples of the americas.
"in the on-field tournament, the vikings have the nfl's best record this year and set a record for points scored in a regular season, but the broncos are the defending champs and were undefeated until their final three games.",1,the denver broncos won the super bowl last year.
"'all right,' i said.",2,i refused to say anything.
well no i worked for this company before i had my first daughter,0,the speaker worked for this company prior to becoming a parent.
"this area is not just for pilgrims, however; it is also for those in search of the great outdoors, whether for sports activities or simply hiking.",2,this area is exclusively for pilgrims.
"well, then?",1,let me know if you'd like more examples!
an indio name? ,0,a name with a connection to the indian subcontinent is desired.
he left us shortly after.,2,he is currently still with us.
no  and so and and my boss has has gone for about like three times i think and i told him he's obviously in a high risk group,1,the speaker has concerns about the health of their boss.
"in the on-field tournament, the vikings have the nfl's best record this year and set a record for points scored in a regular season, but the broncos are the defending champs and were undefeated until their final three games.",1,the vikings and broncos are both well-known nfl teams.
"a company of handweavers has been working here since at least 1723, and visitors are able to watch them at work, but their products have become less distinctive since they expanded into a popular tourist attraction.",2,tart_of_turn>user
"throughout the controversy, bennett has made much of the cause of truth with a capital t. his standard article, portentously titled clinton, gays, and the truth, accused the clintonites of scanting that important commodity.",2,start_of_turn>model
"award winner kathleen t. zellner of naperville, ill.'s zellner and; associates secured the release of three men sentenced to life for the 1986 rape of a chicago medical student.",1,kathleen t. zellner has a history of successfully overturning wrongful convictions.
"culterlann na hireann holds a ceile (an evening of traditional song and dance), on friday nights in monkstown.",0,culterlann na hireann organizes a ceile every friday night in monkstown.
well i it i find it depressing to watch or especially tv you know it's  uh local news concentrates on murders and things like that i'm from dallas,1,let me know if you'd like more examples!
no  and so and and my boss has has gone for about like three times i think and i told him he's obviously in a high risk group,1,the speaker has expressed their concerns to their boss.
"after the break-up of the mauryan empire, new invaders appeared on the northwest frontier.",2,let me know if you'd like more examples!
"a company of handweavers has been working here since at least 1723, and visitors are able to watch them at work, but their products have become less distinctive since they expanded into a popular tourist attraction.",2,the handweavers' products have become *more* distinctive since expanding into a popular tourist attraction.
very dangerous.,2,the danger level is low.
some evidence from public records is suggestive.,1,the suggestive evidence found in public records could lead to further investigation.
"usually, clinton finds a way to reconcile the presidential and the political.",0,let me know if you'd like more examples!
