premise,label,hypothesis
over time these distinctions have deteriorated.,1,"'over the years, the distinctions have gradually weakened.'"
a flicker of firelight caught the small man's eyes.,2,'there was no firelight present for the small man to see.'
tim carvell's wrap-up,0,'tim carvell's presence is significant in the public domain.'
oh when i had the uh cats at my place as soon as i took out the newspaper to read it they would plop right down on top of it and just not move and just stay there forever,0,'the cats would enjoy lounging on the pages of my newspapers.'
"before function is compromised, problematic consumption occurs.",2,problematic consumption is a result that comes after the function has been compromised.
how were discrepant findings resolved?,1,no divergent findings were found in the analysis.
mls is major-league sport with minor-league charm.,0,"mls may exhibit the appeal of minor league sports, yet it remains a sport of major league status."
the preamble to the final rule discusses the comments received and the actions taken upon them.,0,"'the policy for comment handling, including the prescribed actions, has been formally set.'"
uh-hum probably you read a book review or something some kind of review on it,2,you have never encountered any information related to it.
a drop-ship discount might also evoke type-1 worksharing activity.,1,drop-ship discounts may encourage worksharing activity.
people in hollywood accept this instability as the cost of doing business.,1,'the hollywood industry has come to terms with instability as part of the normal business environment.'
"this guide discusses the goals, success factors, and practices associated with building a worldclass finance organization.",2,"'the practices, goals, and success factors mentioned in this guide do not apply to the establishment of a world-class finance organization.'"
"it swelled to the size of a football, then was man-sized, and growing to the size of a huge tank that filled most of the tent.",2,"'it started increasing in size, becoming larger than a football, then man-sized, and even exceeded the size of a huge tank.'"
mls is major-league sport with minor-league charm.,0,"the major league nature of mls is undeniable, despite it possessing a minor league's charm."
they are not important. ,2,'they have no importance in any context.'
they are not important. ,2,'nothing useful comes from them.'
"the new  deterring nuclear, biological, or chemical warfare by lesser powers (formalizing president bush's implicit warning to saddam hussein during the gulf war).",2,'the implicit warning given by president bush during the gulf war was aimed at encouraging saddam hussein.'
yeah there there's a lot of energy i i i like to belly dance too but there's not the same you know you don't get the aerobic,1,"'i appreciate belly dance, but i don't find it as invigorating as other forms of dance.'"
"thus, i have never even touched a girl, much less kissed one.",2,"'thus, i have been in contact with and have shared a romantic moment with numerous girls.'"
that hit him harder than any other discovery.,1,'more important discoveries could come along.'
well well in our area we just introduced the um citywide uh clean king sport campaign and we have a recycling mascot called kleanaroo he's a kangaroo and um we're setting up curbside recycling bins for the city home owners and several of our local businesses also have recycling stations set up in their parking lots,2,"'defying our initiative, it appears that the local businesses are not adopting the clean king sport recycling program.'"
legal aid has uncomfortable company.,1,comfort levels could be increased significantly at legal aid.
"the real british legacy is in the tea gardens, all indian-run, which offer a beautiful green setting for the town and insight into tea growing and processing methods .",1,"the beautiful tea gardens, operated by indians, act as a testament to the british legacy."
"in north carolina, a visa may be issued for six weeks to seven months.",2,"'contrary to the statement, no visas are issued in north carolina for a duration beyond seven months.'"
"it is difficult to fix precisely the dates of the various festivals, as most of them are determined by lunar calendars which vary from year to year.",0,"'due to the annual variation of lunar calendars, it is challenging to give accurate dates for the numerous festivals.'"
tim carvell's wrap-up,0,'tim carvell is known as a public personality.'
absolute power was the dominant feature of what post-revolutionary france called the ancien r??gime.,0,'the strong control over power was a main characteristic of post-revolutionary france's ancien régime.'
"all is forgiven when tarzan (the voice of tony goldwyn) meets minnie driver--i mean, jane.",2,"'tarzan meets jane, and tranquility is shattered.'"
over time these distinctions have deteriorated.,1,'the differences have become gradually less defined over time.'
people in hollywood accept this instability as the cost of doing business.,1,"'in hollywood, it is understood that instability is an inherent part of doing business.'"
"161 ""no. ",0,'of course not.'
well well in our area we just introduced the um citywide uh clean king sport campaign and we have a recycling mascot called kleanaroo he's a kangaroo and um we're setting up curbside recycling bins for the city home owners and several of our local businesses also have recycling stations set up in their parking lots,2,"'it seems that the local businesses are not cooperating with our citywide recycling program, as was proposed in the clean king sport campaign.'"
i'm exempt,0,i'm not included in a particular group or category.
"this guide discusses the goals, success factors, and practices associated with building a worldclass finance organization.",2,'the information in this guide does not pertain to the construction of a world-class finance institution.'
grass became rock and rock became sand.,2,'grass has a permanent structure and never undergoes changes.'
the man's right arm had been broken and completely twisted around.,0,'the man has a serious injury on his right arm.'
"the real british legacy is in the tea gardens, all indian-run, which offer a beautiful green setting for the town and insight into tea growing and processing methods .",1,the indian-run tea gardens are key components that contribute to the preservation of the british heritage.
mr. hubbock also designed the masjid jamek.,1,'the masjid jamek is one of the buildings that mr. hubbock designed.'
um-hum oh no i think yeah my son's just in day care but even that they have extracurricular activities and the older they get the more that you're involved in that,0,"'my son attends day care, but these facilities also offer extracurricular activities that engage parents more as their children advance in age.'"
he said funding mechanisms such as small business grants were not always appropriate for researchers and wondered whether there were other funding mechanisms that might be more appropriate.,1,"researchers are considering if small business grants are the optimal funding solution, as they explore potential alternative funding mechanisms."
"it is difficult to fix precisely the dates of the various festivals, as most of them are determined by lunar calendars which vary from year to year.",0,"'since lunar calendars are subject to change every year, it becomes difficult to lock in precise dates for various celebrations.'"
yes we we sure do smoke them and,0,"""smoking is performed on them."""
"his kingdom prospered, and by the time his son solomon succeeded him, in about 965 b.c. , almost all the extensive, rich lands between the rivers nile and the euphrates were part of the kingdom of israel.",1,"solomon's reign was such that by the time he inherited power, in approximately   b.c., nearly all the lands between the nile and euphrates rivers were already an integral part of the kingdom of israel."
oh that's great yeah yeah i don't do a whole it uh time seems to be hard to find for anything you want to do i don't know why,1,"'i've been bogged down with extra work obligations, making it difficult to find time for other activities. '"
yeah there there's a lot of energy i i i like to belly dance too but there's not the same you know you don't get the aerobic,1,"'i take pleasure in dancing, such as belly dance, but it doesn't have the same aerobic benefits.'"
he said funding mechanisms such as small business grants were not always appropriate for researchers and wondered whether there were other funding mechanisms that might be more appropriate.,1,"the researcher is unsure if small business grants are the best financing choice for their work, and they are seeking other potential funding methods."
"surrounded by heavily industrialized suburbs, the old center of kurashiki has canals lined with dreamy willow trees a reverse comment on the horrors of war.",2,'the canals of the old center of kurashiki are not lined with willow trees.'
people in hollywood accept this instability as the cost of doing business.,1,'the instability is seen as part of everyday business dealings in hollywood.'
"the critical instance case study examines one, or very few, sites for one of two purposes.",1,"'the case study is centered around one or a small number of sites, serving one of the two possible intentions.'"
"these trends also contribute to a huge, longer-range fiscal and budgetary challenge facing the united states.",0,"'the future fiscal troubles of the united states can be traced to numerous underlying issues, including these trends.'"
the man's right arm had been broken and completely twisted around.,0,'the man suffered an injury that left his right arm broken and twisted.'
" ibiza town itself is not the place to go for the club scene, although dalt vila has a few gay bars and there is plenty of other entertainment available.",0,'gay bars can be found within the confines of dalt vila.'
yeah there there's a lot of energy i i i like to belly dance too but there's not the same you know you don't get the aerobic,1,"'i enjoy dancing in various styles, including belly dance, although it's not quite the same.'"
