text,label
"you will be given examples of questions from 'question topic' classification dataset, each labeled with a specific topic. based on the examples of questions, generate  new questions that fit the 'science & mathematics' topic. output each generated question in the form of a numbered list separated by new lines.",1
of_text|><|start_header_id|>system<|end_header_id|>,4
here are five new questions that fit the 'health' topic:,2
of_text|><|start_header_id|>system<|end_header_id|>,3
cutting knowledge date: december,0
"you will be given examples of questions from 'question topic' classification dataset, each labeled with a specific topic. based on the examples of questions, generate  new questions that fit the 'business & finance' topic. output each generated question in the form of a numbered list separated by new lines.",5
"what is the primary goal of a company's financial statements, such as a balance sheet and income statement?",5
what is the main component of the earth's atmosphere that helps protect us from the sun's harmful rays?,1
of_text|><|start_header_id|>system<|end_header_id|>,3
what is the traditional clothing worn by women in iceland during the winter season?,0
how can meditation and mindfulness practices help manage symptoms of anxiety disorders?,2
cutting knowledge date: december,2
cutting knowledge date: december,2
"i don't have the 'question topic' classification dataset and the corresponding details about the questions. however, i can generate some examples of questions that fit the 'education & reference' topic based on the given information. here are five new questions for the topic 'education & reference':",3
"to generate new questions based on the examples provided, i need to understand the common characteristics and patterns in the examples you've given about the topic 'education & reference'. however, since you haven't provided the actual examples, i'll create some assumptions based on the given topic labels. here are a few common patterns associated with the 'education & reference' topic:",3
what is the name of the famous speech in which sojourner truth advocated for women's rights in the  th century?,3
is the square root of a negative number real?,1
today date:   jul,1
"you will be given examples of questions from 'question topic' classification dataset, each labeled with a specific topic. based on the examples of questions, generate  new questions that fit the 'society & culture' topic. output each generated question in the form of a numbered list separated by new lines.",0
what is the difference between the american and british english spelling systems?,3
what is the typical cost to host the summer olympic games?,4
you are a helpful assistant.<|eot_id|><|start_header_id|>user<|end_header_id|>,3
what is the average number of hours a basketball player practices in a week to improve their skills?,4
how does the drafting process work in the nhl?,4
you are a helpful assistant.<|eot_id|><|start_header_id|>user<|end_header_id|>,0
i'm ready to generate questions. please provide the examples.,0
"you will be given examples of questions from 'question topic' classification dataset, each labeled with a specific topic. based on the examples of questions, generate  new questions that fit the 'business & finance' topic. output each generated question in the form of a numbered list separated by new lines.",5
cutting knowledge date: december,2
you are a helpful assistant.<|eot_id|><|start_header_id|>user<|end_header_id|>,0
"you will be given examples of questions from 'question topic' classification dataset, each labeled with a specific topic. based on the examples of questions, generate  new questions that fit the 'business & finance' topic. output each generated question in the form of a numbered list separated by new lines.",5
"based on the provided examples, i'll generate five new questions that fit the 'sports' topic:",4
"you will be given examples of questions from 'question topic' classification dataset, each labeled with a specific topic. based on the examples of questions, generate  new questions that fit the 'science & mathematics' topic. output each generated question in the form of a numbered list separated by new lines.",1
"can you explain the differences between bonds, stocks, and treasury notes in the context of an employee's investment portfolio?",5
you are a helpful assistant.<|eot_id|><|start_header_id|>user<|end_header_id|>,0
you are a helpful assistant.<|eot_id|><|start_header_id|>user<|end_header_id|>,2
"you will be given examples of questions from 'question topic' classification dataset, each labeled with a specific topic. based on the examples of questions, generate  new questions that fit the 'health' topic. output each generated question in the form of a numbered list separated by new lines.",2
what is the average number of minutes played by an nba player in their rookie season?,4
of_text|><|start_header_id|>system<|end_header_id|>,2
when will the stock market close today?,5
you are a helpful assistant.<|eot_id|><|start_header_id|>user<|end_header_id|>,3
today date:   jul,0
you are a helpful assistant.<|eot_id|><|start_header_id|>user<|end_header_id|>,1
how do language barriers affect international communication in business and education settings?,0
cutting knowledge date: december,3
cutting knowledge date: december,5
can a mediterranean-style diet reduce the risk of developing certain types of cancer?,2
what is the name of the ancient greek philosopher who founded the academy in athens?,3
"what are the primary goals of the united nations educational, scientific and cultural organization (unesco)?",3
you are a helpful assistant.<|eot_id|><|start_header_id|>user<|end_header_id|>,2
"you will be given examples of questions from 'question topic' classification dataset, each labeled with a specific topic. based on the examples of questions, generate  new questions that fit the 'society & culture' topic. output each generated question in the form of a numbered list separated by new lines.",0
in what ways do social media platforms impact social relationships among teenagers?,0
who was the main author of the  th-century enlightenment philosophy?,3
what are the recommended self-care practices for individuals living with anxiety disorders?,2
i'm ready to generate some questions for the 'society & culture' topic. here are  examples:,0
"which author wrote the influential book ""to kill a mockingbird"" that is widely taught in american literature classrooms?",3
what is the difference between an mla and apa citation style?,3
you are a helpful assistant.<|eot_id|><|start_header_id|>user<|end_header_id|>,4
cutting knowledge date: december,2
"based on the examples given, here are  new questions that fit the 'sports' topic:",4
of_text|><|start_header_id|>system<|end_header_id|>,1
what is the definition of a learning disability?,3
today date:   jul,5
you are a helpful assistant.<|eot_id|><|start_header_id|>user<|end_header_id|>,4
can the mass of an object be created or destroyed?,1
"you will be given examples of questions from 'question topic' classification dataset, each labeled with a specific topic. based on the examples of questions, generate  new questions that fit the 'business & finance' topic. output each generated question in the form of a numbered list separated by new lines.",5
you are a helpful assistant.<|eot_id|><|start_header_id|>user<|end_header_id|>,5
what are the benefits of implementing a cryptocurrency exchange in a traditional financial institution?,5
what role do museums play in preserving cultural heritage?,0
cutting knowledge date: december,5
you are a helpful assistant.<|eot_id|><|start_header_id|>user<|end_header_id|>,4
"since there are only four examples provided, i'll generate five new questions similar to the given examples, adhering to the 'sports' topic.",4
cutting knowledge date: december,2
"you will be given examples of questions from 'question topic' classification dataset, each labeled with a specific topic. based on the examples of questions, generate  new questions that fit the 'science & mathematics' topic. output each generated question in the form of a numbered list separated by new lines.",1
of_text|><|start_header_id|>system<|end_header_id|>,1
i don't see any questions provided. please provide the examples of questions from the 'question topic' classification dataset for the 'business & finance' topic.,5
"note: these questions fit the 'business & finance' topic based on their relevance to the subject area, but the actual topics might vary as the examples given were quite vague.",5
today date:   jul,5
what are the main components of the periodic table of elements for chemistry?,3
what is the recommended pace for rehabilitation after a heart surgery to ensure optimal recovery?,2
you are a helpful assistant.<|eot_id|><|start_header_id|>user<|end_header_id|>,3
"you will be given examples of questions from 'question topic' classification dataset, each labeled with a specific topic. based on the examples of questions, generate  new questions that fit the 'education & reference' topic. output each generated question in the form of a numbered list separated by new lines.",3
"in the world of boxing, what is the name of the most prestigious award given to the fighter with the highest knockout-to-win ratio?",4
you are a helpful assistant.<|eot_id|><|start_header_id|>user<|end_header_id|>,0
"in a quantum superposition, what is the property of a quantum system that allows it to exist in multiple states simultaneously?",1
can two different irrational numbers have the same numerical value?,1
of_text|><|start_header_id|>system<|end_header_id|>,3
cutting knowledge date: december,0
you are a helpful assistant.<|eot_id|><|start_header_id|>user<|end_header_id|>,0
what is the difference between a   k) and a roth ira?,5
what are some natural remedies for relieving migraines caused by hormonal changes in women?,2
what role has social media played in shaping global perceptions of aging and elderly care?,0
"in the us, what is the significance of the date october  ,   , in historical context?",3
today date:   jul,3
in what ways can mindfulness practices help alleviate symptoms of anxiety disorders?,2
how can i effectively note-taking strategies for a large volume of course materials in college?,3
what is the most efficient strategy for a tennis player to improve their serve consistency?,4
you are a helpful assistant.<|eot_id|><|start_header_id|>user<|end_header_id|>,3
today date:   jul,4
"who is the author of the treatise ""on the social contract"" which is a central work of the age of enlightenment?",3
what is the current ranking of the australian national cricket team in icc test cricket?,4
of_text|><|start_header_id|>system<|end_header_id|>,4
how do cultural differences influence the way people express grief and loss?,0
what are the current interest rates offered by local banks in july?,5
