premise,label,hypothesis
yes we we sure do smoke them and,0,our affirmative confirms our practice of smoking them.
um-hum oh no i think yeah my son's just in day care but even that they have extracurricular activities and the older they get the more that you're involved in that,0,"as my son gets older, he will be involved in more extracurricular activities."
how were discrepant findings resolved?,1,there might have been inconsistencies in data collection techniques.
"this guide discusses the goals, success factors, and practices associated with building a worldclass finance organization.",2,start_of_turn>model
that's right i mean the israeli's aren't they're not afraid of anything,0,start_of_turn>model
legal aid has uncomfortable company.,1,tart_of_turn>user
over time these distinctions have deteriorated.,1,changes have occurred that have made it harder to discern these differences.
well well in our area we just introduced the um citywide uh clean king sport campaign and we have a recycling mascot called kleanaroo he's a kangaroo and um we're setting up curbside recycling bins for the city home owners and several of our local businesses also have recycling stations set up in their parking lots,2,the city has no plans to increase recycling efforts.
"his kingdom prospered, and by the time his son solomon succeeded him, in about 965 b.c. , almost all the extensive, rich lands between the rivers nile and the euphrates were part of the kingdom of israel.",1,solomon inherited a powerful and wealthy kingdom.
"thus, i have never even touched a girl, much less kissed one.",2,the speaker has experience in romantic relationships.
the federal cio is also subject to a funding process that is more complex and uncertain than in most other organizations.,2,start_of_turn>model
" ibiza town itself is not the place to go for the club scene, although dalt vila has a few gay bars and there is plenty of other entertainment available.",0,let me know if you'd like more examples!
absolute power was the dominant feature of what post-revolutionary france called the ancien r??gime.,0,tart_of_turn>user
oh when i had the uh cats at my place as soon as i took out the newspaper to read it they would plop right down on top of it and just not move and just stay there forever,0,let me know if you'd like more examples!
oh that's great yeah yeah i don't do a whole it uh time seems to be hard to find for anything you want to do i don't know why,1,the speaker is feeling stressed due to a busy schedule.
"it swelled to the size of a football, then was man-sized, and growing to the size of a huge tank that filled most of the tent.",2,tart_of_turn>user
"161 ""no. ",0,"the number ""   is being used to signify a negative quantity or count."
no i don't my my wife has been working with them,2,**the speaker is lying about his wife's involvement.**
mr. hubbock also designed the masjid jamek.,1,the masjid jamek is located in malaysia.
"all is forgiven when tarzan (the voice of tony goldwyn) meets minnie driver--i mean, jane.",2,tarzan (the voice of tony goldwyn) never meets minnie driver/jane.
grass became rock and rock became sand.,2,"rock transformed into another substance entirely, not sand."
tim carvell's wrap-up,0,tim carvell offered a final summary of a topic.
i knew that.,0,let me know if you'd like more examples!
 the egg tilted and soared.,0,let me know if you'd like to see more examples!
no not really you know in the last few years just his kind of informal segments i've seen but i never got to see his actual nightly news i liked i i did grow up with david brinkley,0,the speaker did not watch david brinkley's nightly news regularly.
" ibiza town itself is not the place to go for the club scene, although dalt vila has a few gay bars and there is plenty of other entertainment available.",0,dalt vila in ibiza has a small but present gay bar scene.
"this guide discusses the goals, success factors, and practices associated with building a worldclass finance organization.",2,"the guide presents a biased perspective on the qualities necessary for world-class finance, overlooking important alternative approaches."
how were discrepant findings resolved?,1,the interpretations of the findings could have been subjective.
"a ritualistic mark of bravery for carib warriors was cannibalism, and it's for this that history most remembers the indians who invented the hammock and gave their name to the caribbean.",0,"cannibalism was a significant rite of passage for carib warriors, and this practice is what history primarily associates with them."
oh when i had the uh cats at my place as soon as i took out the newspaper to read it they would plop right down on top of it and just not move and just stay there forever,0,the cats were very attached to the newspaper.
no i don't my my wife has been working with them,2,**the speaker is mistaken about his wife's work situation.**
grass became rock and rock became sand.,2,"grass evolved into sand, bypassing the rock stage."
"this little corner of england is such a beautiful and valued region, however, that policy makers and conservationists have worked tirelessly over the last hundred years to protect it.",1,tart_of_turn>user
well well in our area we just introduced the um citywide uh clean king sport campaign and we have a recycling mascot called kleanaroo he's a kangaroo and um we're setting up curbside recycling bins for the city home owners and several of our local businesses also have recycling stations set up in their parking lots,2,start_of_turn>model
"this guide discusses the goals, success factors, and practices associated with building a worldclass finance organization.",2,this guide implies that achieving world-class status for a finance organization is easily attainable.
i'm exempt,0,i am excluded from a particular responsibility or duty.
"before function is compromised, problematic consumption occurs.",2,function is compromised because of problematic consumption.
"thus, i have never even touched a girl, much less kissed one.",2,the speaker has kissed a girl at least once.
"this little corner of england is such a beautiful and valued region, however, that policy makers and conservationists have worked tirelessly over the last hundred years to protect it.",1,conservation efforts have been successful in protecting this area of england.
the preamble to the final rule discusses the comments received and the actions taken upon them.,0,let me know if you'd like more examples!
that's right i mean the israeli's aren't they're not afraid of anything,0,let me know if you'd like more examples!
i see it in my dreams sometimes… .,2,i never see it in my dreams.
a drop-ship discount might also evoke type-1 worksharing activity.,1,understanding drop-ship discounts is important for analyzing emerging trends in sharing economies.
"before function is compromised, problematic consumption occurs.",2,tart_of_turn>user
not all the way--he has not yet succeeded in building a durable majority on the court.,2,the court composition is stable and unlikely to change.
"thus, i have never even touched a girl, much less kissed one.",2,let me know if you'd like more examples.
"the new  deterring nuclear, biological, or chemical warfare by lesser powers (formalizing president bush's implicit warning to saddam hussein during the gulf war).",2,president bush did not warn saddam hussein about the consequences of using weapons of mass destruction.
"but if you're not watching close ly, you may miss the unprepossessing bust of christopher columbus perched atop a column in a little roadside square.",1,the statue of christopher columbus is relatively unassuming.
no not really you know in the last few years just his kind of informal segments i've seen but i never got to see his actual nightly news i liked i i did grow up with david brinkley,0,the speaker has some familiarity with david brinkley's work.
i see it in my dreams sometimes… .,2,let me know if you'd like to explore more examples!
"161 ""no. ",0,the speaker is responding to a question with a negative answer.
"the real british legacy is in the tea gardens, all indian-run, which offer a beautiful green setting for the town and insight into tea growing and processing methods .",1,the town benefits aesthetically and economically from the presence of tea gardens.
humidity or something,2,start_of_turn>model
mls is major-league sport with minor-league charm.,0,"in mls, the grandeur of a major league sport is tempered by the welcoming and grassroots charm of a minor league."
"in north carolina, a visa may be issued for six weeks to seven months.",2,the duration of a visa in north carolina depends solely on the applicant's nationality.
'what's it like to be back in louisian?',2,let me know if you'd like more examples!
i'm exempt,0,i am free from a specific obligation or constraint.
the preamble to the final rule discusses the comments received and the actions taken upon them.,0,tart_of_turn>user
the federal cio is also subject to a funding process that is more complex and uncertain than in most other organizations.,2,the federal cio enjoys a streamlined funding process compared to other organizations.
"it is difficult to fix precisely the dates of the various festivals, as most of them are determined by lunar calendars which vary from year to year.",0,the inherent flexibility of lunar calendars makes it difficult to establish concrete dates for festivals they govern.
"all is forgiven when tarzan (the voice of tony goldwyn) meets minnie driver--i mean, jane.",2,not everyone forgives tarzan (the voice of tony goldwyn) when he meets minnie driver/jane.
"it swelled to the size of a football, then was man-sized, and growing to the size of a huge tank that filled most of the tent.",2,it remained the size of a football.
uh-hum probably you read a book review or something some kind of review on it,2,the person did not read a review of any kind.
oh when i had the uh cats at my place as soon as i took out the newspaper to read it they would plop right down on top of it and just not move and just stay there forever,0,the cats enjoyed lying on the newspaper.
"this little corner of england is such a beautiful and valued region, however, that policy makers and conservationists have worked tirelessly over the last hundred years to protect it.",1,policy makers and conservationists share a common goal of protecting this region.
all villas feature traditional 19th-century jamaican architecture for an authentic old world atmosphere.,2,some villas feature contemporary architecture.
"his kingdom prospered, and by the time his son solomon succeeded him, in about 965 b.c. , almost all the extensive, rich lands between the rivers nile and the euphrates were part of the kingdom of israel.",1,let me know if you'd like more examples!
yes we we sure do smoke them and,0,start_of_turn>model
not all the way--he has not yet succeeded in building a durable majority on the court.,2,let me know if you'd like more examples!
'what's it like to be back in louisian?',2,the person is not back in louisiana.
"while service standards differ (many countries offer two mail deliveries each weekday, for example), even at 33 cents, u.s. prices compare favorably with first-class rates overseas--japan charges 74 cents, germany 59 cents, france 48 cents, and great britain 37 cents.",1,postal rates in different countries are subject to change.
all villas feature traditional 19th-century jamaican architecture for an authentic old world atmosphere.,2,tart_of_turn>user
i knew that.,0,that fact was known to me.
'what's it like to be back in louisian?',2,start_of_turn>model
"it swelled to the size of a football, then was man-sized, and growing to the size of a huge tank that filled most of the tent.",2,it shrunk down to the size of a small object.
oh when i had the uh cats at my place as soon as i took out the newspaper to read it they would plop right down on top of it and just not move and just stay there forever,0,the cats' behavior changed when the speaker brought the newspaper home.
"a ritualistic mark of bravery for carib warriors was cannibalism, and it's for this that history most remembers the indians who invented the hammock and gave their name to the caribbean.",0,"the historical memory of the carib people is largely shaped by their ritualistic practice of cannibalism, which was a mark of bravery for their warriors."
a drop-ship discount might also evoke type-1 worksharing activity.,1,let me know if you'd like more examples!
a flicker of firelight caught the small man's eyes.,2,tart_of_turn>user
"but if you're not watching close ly, you may miss the unprepossessing bust of christopher columbus perched atop a column in a little roadside square.",1,let me know if you'd like more examples!
charlotte square is arguably the jewel of the new town.,0,"among the features of the new town, charlotte square stands out as particularly notable and attractive."
that's right i mean the israeli's aren't they're not afraid of anything,0,israelis possess a high level of bravery.
"in north carolina, a visa may be issued for six weeks to seven months.",2,visas in north carolina are only issued for a maximum of six weeks.
no not really you know in the last few years just his kind of informal segments i've seen but i never got to see his actual nightly news i liked i i did grow up with david brinkley,0,let me know if you'd like more examples!
"the new  deterring nuclear, biological, or chemical warfare by lesser powers (formalizing president bush's implicit warning to saddam hussein during the gulf war).",2,let me know if you'd like more examples!
uh-hum probably you read a book review or something some kind of review on it,2,start_of_turn>model
"but if you're not watching close ly, you may miss the unprepossessing bust of christopher columbus perched atop a column in a little roadside square.",1,there are various statues and monuments throughout the area.
yes we we sure do smoke them and,0,there is no doubt that we engage in smoking them.
"while service standards differ (many countries offer two mail deliveries each weekday, for example), even at 33 cents, u.s. prices compare favorably with first-class rates overseas--japan charges 74 cents, germany 59 cents, france 48 cents, and great britain 37 cents.",1,international mail prices vary significantly.
the preamble to the final rule discusses the comments received and the actions taken upon them.,0,the preamble to the final rule explains how the rule was amended in response to public feedback.
 the egg tilted and soared.,0,the egg's trajectory became vertical and ascended.
"it is difficult to fix precisely the dates of the various festivals, as most of them are determined by lunar calendars which vary from year to year.",0,"due to the variable nature of lunar calendars, pinpointing specific dates for festivals can be challenging."
a drop-ship discount might also evoke type-1 worksharing activity.,1,type- worksharing activity could be influenced by different economic factors.
grass became rock and rock became sand.,2,start_of_turn>model
oh that's great yeah yeah i don't do a whole it uh time seems to be hard to find for anything you want to do i don't know why,1,the speaker is uncertain about the reason for their lack of free time.
people in hollywood accept this instability as the cost of doing business.,1,some perceive the inherent risks in hollywood as necessary for creative pursuits.
tim carvell's wrap-up,0,tart_of_turn>user
"all is forgiven when tarzan (the voice of tony goldwyn) meets minnie driver--i mean, jane.",2,start_of_turn>model
humidity or something,2,there's no moisture in the air.
"no definitive number of americans who went over to the enemy is available, but moorer indicated there were scores.",1,there could be various reasons why a definitive number of americans who aligned with the enemy is unavailable.
i'm exempt,0,let me know if you'd like more examples!
legal aid has uncomfortable company.,1,some individuals may perceive legal aid as linked to less reputable entities.
"surrounded by heavily industrialized suburbs, the old center of kurashiki has canals lined with dreamy willow trees a reverse comment on the horrors of war.",2,start_of_turn>model
that hit him harder than any other discovery.,1,this discovery caused a great emotional reaction.
mls is major-league sport with minor-league charm.,0,let me know if you'd like more examples!
 the egg tilted and soared.,0,tart_of_turn>user
a flicker of firelight caught the small man's eyes.,2,the firelight did not catch the attention of the small man.
i see it in my dreams sometimes… .,2,my dreams are devoid of any consistent imagery or recurring themes.
"in north carolina, a visa may be issued for six weeks to seven months.",2,tart_of_turn>user
i knew that.,0,tart_of_turn>user
"the real british legacy is in the tea gardens, all indian-run, which offer a beautiful green setting for the town and insight into tea growing and processing methods .",1,tea gardens are a key part of the british legacy in india.
"surrounded by heavily industrialized suburbs, the old center of kurashiki has canals lined with dreamy willow trees a reverse comment on the horrors of war.",2,the canals of kurashiki's old center are unconnected to any commentary on war.
over time these distinctions have deteriorated.,1,there has been a gradual blurring of lines between these categories.
"no definitive number of americans who went over to the enemy is available, but moorer indicated there were scores.",1,the number of americans who sided with the enemy during a specific conflict is hard to determine.
i knew that.,0,start_of_turn>model
no not really you know in the last few years just his kind of informal segments i've seen but i never got to see his actual nightly news i liked i i did grow up with david brinkley,0,the speaker grew up watching news programs.
a flicker of firelight caught the small man's eyes.,2,let me know if you'd like more examples!
"his kingdom prospered, and by the time his son solomon succeeded him, in about 965 b.c. , almost all the extensive, rich lands between the rivers nile and the euphrates were part of the kingdom of israel.",1,tart_of_turn>user
"161 ""no. ",0,tart_of_turn>user
they are not important. ,2,their absence would be noticeably felt.
"for this reason, interest earned by revolving funds should normally be classified as exchange revenue.",1,let me know if you'd like more examples!
"i must say ” ”"" but i stopped suddenly. ",0,the speaker was about to say something but decided not to.
um-hum oh no i think yeah my son's just in day care but even that they have extracurricular activities and the older they get the more that you're involved in that,0,my involvement in my son's life will increase as he gets older due to his extracurricular activities.
"it swelled to the size of a football, then was man-sized, and growing to the size of a huge tank that filled most of the tent.",2,start_of_turn>model
uh-hum probably you read a book review or something some kind of review on it,2,the statement is not about someone reading a book review.
'what's it like to be back in louisian?',2,the person is not currently experiencing anything noteworthy in louisiana.
mls is major-league sport with minor-league charm.,0,"while a major league in terms of competition, mls still holds onto the friendly, accessible feel of a minor league."
yes we we sure do smoke them and,0,smoking them is something we do.
 the egg tilted and soared.,0,start_of_turn>model
uh-hum probably you read a book review or something some kind of review on it,2,the person did not read anything about the subject.
"before function is compromised, problematic consumption occurs.",2,there is no correlation between function and problematic consumption.
all villas feature traditional 19th-century jamaican architecture for an authentic old world atmosphere.,2,there are modern villas with amenities not found in traditional  th-century jamaican architecture.
uh-hum probably you read a book review or something some kind of review on it,2,tart_of_turn>user
" ibiza town itself is not the place to go for the club scene, although dalt vila has a few gay bars and there is plenty of other entertainment available.",0,ibiza town itself is not the best destination for those specifically seeking a clubbing experience.
"this little corner of england is such a beautiful and valued region, however, that policy makers and conservationists have worked tirelessly over the last hundred years to protect it.",1,let me know if you'd like more examples!
oh that's great yeah yeah i don't do a whole it uh time seems to be hard to find for anything you want to do i don't know why,1,the speaker believes that things are too demanding and require a lot of time.
"this guide discusses the goals, success factors, and practices associated with building a worldclass finance organization.",2,"this guide focuses solely on the technical aspects of finance, omitting any discussion of organizational structure or culture."
"but even though suharto has been defeated, the real battle lines between economic and political liberalization are just now being drawn.",1,start_of_turn>model
"for this reason, interest earned by revolving funds should normally be classified as exchange revenue.",1,classifying interest earned by revolving funds is a matter of accounting convention.
"thus, i have never even touched a girl, much less kissed one.",2,the speaker has no issues with physical affection.
humidity or something,2,the issue is lack of rainfall.
they are not important. ,2,their actions have significant consequences.
"but even though suharto has been defeated, the real battle lines between economic and political liberalization are just now being drawn.",1,the struggle to balance economic and political freedom is a complex issue.
"for this reason, interest earned by revolving funds should normally be classified as exchange revenue.",1,start_of_turn>model
i'm exempt,0,i am not subject to the same rules or obligations as others.
oh when i had the uh cats at my place as soon as i took out the newspaper to read it they would plop right down on top of it and just not move and just stay there forever,0,start_of_turn>model
that hit him harder than any other discovery.,1,this discovery was unexpected.
the federal cio is also subject to a funding process that is more complex and uncertain than in most other organizations.,2,let me know if you'd like more examples!
legal aid has uncomfortable company.,1,**explanation:**
"surrounded by heavily industrialized suburbs, the old center of kurashiki has canals lined with dreamy willow trees a reverse comment on the horrors of war.",2,"the old center of kurashiki was designed specifically to evoke a sense of serenity and tranquility, contrasting with the surrounding industrial areas."
grass became rock and rock became sand.,2,tart_of_turn>user
a flicker of firelight caught the small man's eyes.,2,something else besides firelight caught the small man's eyes.
no i don't my my wife has been working with them,2,start_of_turn>model
"161 ""no. ",0,let me know if you'd like me to generate more examples!
mls is major-league sport with minor-league charm.,0,tart_of_turn>user
"in north carolina, a visa may be issued for six weeks to seven months.",2,start_of_turn>model
yeah there there's a lot of energy i i i like to belly dance too but there's not the same you know you don't get the aerobic,1,start_of_turn>model
the man's right arm had been broken and completely twisted around.,0,tart_of_turn>user
um-hum oh no i think yeah my son's just in day care but even that they have extracurricular activities and the older they get the more that you're involved in that,0,daycares for older children typically have more extracurricular activities.
oh when i had the uh cats at my place as soon as i took out the newspaper to read it they would plop right down on top of it and just not move and just stay there forever,0,it was difficult to get the cats off the newspaper.
"these trends also contribute to a huge, longer-range fiscal and budgetary challenge facing the united states.",0,the united states faces significant long-term financial difficulties.
"a ritualistic mark of bravery for carib warriors was cannibalism, and it's for this that history most remembers the indians who invented the hammock and gave their name to the caribbean.",0,"history records the practice of cannibalism as a defining aspect of carib warrior culture, overshadowing other contributions of this indigenous group."
no i don't my my wife has been working with them,2,tart_of_turn>user
yes we we sure do smoke them and,0,let me know if you'd like more examples!
"i must say ” ”"" but i stopped suddenly. ",0,the speaker started to speak but stopped abruptly.
"these trends also contribute to a huge, longer-range fiscal and budgetary challenge facing the united states.",0,the current economic trends pose a major threat to the long-term stability of the united states financial system.
"no definitive number of americans who went over to the enemy is available, but moorer indicated there were scores.",1,determining the number of americans who switched sides may involve complex historical analysis and interpretation.
absolute power was the dominant feature of what post-revolutionary france called the ancien r??gime.,0,"during the ancien r??gime period in france, absolute power was the defining characteristic of its government."
no i don't my my wife has been working with them,2,**the relationship between the speaker's wife and 'them' is significant.**
they are not important. ,2,many people value their opinions and contributions.
i see it in my dreams sometimes… .,2,start_of_turn>model
"these trends also contribute to a huge, longer-range fiscal and budgetary challenge facing the united states.",0,the fiscal and budgetary challenges facing the united states extend over a considerable period.
the preamble to the final rule discusses the comments received and the actions taken upon them.,0,the preamble outlines the government's response to public comments on the rule.
'what's it like to be back in louisian?',2,louisiana has not changed significantly since the person last visited.
"it is difficult to fix precisely the dates of the various festivals, as most of them are determined by lunar calendars which vary from year to year.",0,start_of_turn>model
"a ritualistic mark of bravery for carib warriors was cannibalism, and it's for this that history most remembers the indians who invented the hammock and gave their name to the caribbean.",0,start_of_turn>model
people in hollywood accept this instability as the cost of doing business.,1,let me know if you'd like more examples!
absolute power was the dominant feature of what post-revolutionary france called the ancien r??gime.,0,let me know if you'd like more examples!
legal aid has uncomfortable company.,1,legal aid often works alongside organizations with controversial practices.
the federal cio is also subject to a funding process that is more complex and uncertain than in most other organizations.,2,funding for the federal cio is relatively straightforward and predictable.
how were discrepant findings resolved?,1,each of these hypotheses explores potential explanations for discrepant findings without asserting a particular resolution or taking a stance on the quality of the findings.
"the critical instance case study examines one, or very few, sites for one of two purposes.",1,case studies can prioritize depth over breadth in their analysis.
humidity or something,2,the weather is completely dry.
um-hum oh no i think yeah my son's just in day care but even that they have extracurricular activities and the older they get the more that you're involved in that,0,let me know if you'd like more examples!
mr. hubbock also designed the masjid jamek.,1,mr. hubbock has designed other buildings besides the masjid jamek.
"for this reason, interest earned by revolving funds should normally be classified as exchange revenue.",1,the classification of revenue can be a complex issue.
grass became rock and rock became sand.,2,"the process was a complete reversal; sand transformed into rock, and rock into grass."
"the real british legacy is in the tea gardens, all indian-run, which offer a beautiful green setting for the town and insight into tea growing and processing methods .",1,let me know if you'd like more examples!
"before function is compromised, problematic consumption occurs.",2,problematic consumption occurs regardless of whether function is compromised or not.
oh that's great yeah yeah i don't do a whole it uh time seems to be hard to find for anything you want to do i don't know why,1,let me know if you'd like more examples!
"all is forgiven when tarzan (the voice of tony goldwyn) meets minnie driver--i mean, jane.",2,tarzan (the voice of tony goldwyn) doesn't experience any change after meeting minnie driver/jane.
"his kingdom prospered, and by the time his son solomon succeeded him, in about 965 b.c. , almost all the extensive, rich lands between the rivers nile and the euphrates were part of the kingdom of israel.",1,the geographical location of the kingdom of israel was strategic.
"thus, i have never even touched a girl, much less kissed one.",2,tart_of_turn>user
no not really you know in the last few years just his kind of informal segments i've seen but i never got to see his actual nightly news i liked i i did grow up with david brinkley,0,the speaker has seen informal segments featuring david brinkley.
tim carvell's wrap-up,0,a wrap-up created by tim carvell exists.
"161 ""no. ",0,the speaker is expressing disagreement or rejection of a previous statement.
"his kingdom prospered, and by the time his son solomon succeeded him, in about 965 b.c. , almost all the extensive, rich lands between the rivers nile and the euphrates were part of the kingdom of israel.",1,the kingdom of israel grew in size over time.
i knew that.,0,i was aware of that information beforehand.
not all the way--he has not yet succeeded in building a durable majority on the court.,2,start_of_turn>model
tim carvell's wrap-up,0,start_of_turn>model
well well in our area we just introduced the um citywide uh clean king sport campaign and we have a recycling mascot called kleanaroo he's a kangaroo and um we're setting up curbside recycling bins for the city home owners and several of our local businesses also have recycling stations set up in their parking lots,2,the city is not introducing a recycling program.
the preamble to the final rule discusses the comments received and the actions taken upon them.,0,the final rule's preamble addresses feedback received from the public.
"thus, i have never even touched a girl, much less kissed one.",2,the speaker is at least   years old.
"the new  deterring nuclear, biological, or chemical warfare by lesser powers (formalizing president bush's implicit warning to saddam hussein during the gulf war).",2,start_of_turn>model
"his kingdom prospered, and by the time his son solomon succeeded him, in about 965 b.c. , almost all the extensive, rich lands between the rivers nile and the euphrates were part of the kingdom of israel.",1,start_of_turn>model
they are not important. ,2,they are highly influential.
'what's it like to be back in louisian?',2,the person has never been to louisiana.
yeah there there's a lot of energy i i i like to belly dance too but there's not the same you know you don't get the aerobic,1,the speaker is talking about the energy level of a social event.
"the critical instance case study examines one, or very few, sites for one of two purposes.",1,"the ""one of two purposes"" could be related to understanding a trend or identifying a problem."
 the egg tilted and soared.,0,the egg began to ascend into the air after tipping over.
mls is major-league sport with minor-league charm.,0,the mls has the excitement and professionalism of a major league but retains a more intimate and community-oriented atmosphere.
"but if you're not watching close ly, you may miss the unprepossessing bust of christopher columbus perched atop a column in a little roadside square.",1,the little roadside square features a historical monument.
"thus, i have never even touched a girl, much less kissed one.",2,"the speaker has touched a girl, even if not romantically."
"while service standards differ (many countries offer two mail deliveries each weekday, for example), even at 33 cents, u.s. prices compare favorably with first-class rates overseas--japan charges 74 cents, germany 59 cents, france 48 cents, and great britain 37 cents.",1,comparing postal prices across countries can be complex.
"this guide discusses the goals, success factors, and practices associated with building a worldclass finance organization.",2,the guide lacks any critical analysis of potential pitfalls or challenges in building a successful finance organization.
"all is forgiven when tarzan (the voice of tony goldwyn) meets minnie driver--i mean, jane.",2,meeting minnie driver/jane intensifies tarzan (the voice of tony goldwyn)'s anger and rage.
"it might well, however, facilitate gay couples' efforts to adopt children.",1,adoptions by gay couples are a complex social issue.
uh-hum probably you read a book review or something some kind of review on it,2,let me know if you'd like me to generate more!
"the critical instance case study examines one, or very few, sites for one of two purposes.",1,let me know if you'd like more examples!
"i must say ” ”"" but i stopped suddenly. ",0,tart_of_turn>user
"the new  deterring nuclear, biological, or chemical warfare by lesser powers (formalizing president bush's implicit warning to saddam hussein during the gulf war).",2,tart_of_turn>user
i knew that.,0,i possessed the knowledge necessary to understand that statement.
i knew that.,0,i had prior knowledge of that fact.
"the real british legacy is in the tea gardens, all indian-run, which offer a beautiful green setting for the town and insight into tea growing and processing methods .",1,indian-run tea gardens offer beautiful scenery and educational experiences.
i'm exempt,0,start_of_turn>model
