premise,label,hypothesis
"the cook may be from valencia, the cuisine advertised as  french,  and the customer may want nothing more daring than a steak.",2,start_of_turn>model
"it is difficult to believe that these bizarre shapes, staircases going nowhere, and windows in walls without rooms were built in 1724 by a serious student, rather than in the last century by some deranged architect.",2,tart_of_turn>user
a deep cleft creased his chin.,0,he possessed a distinct physical mark across his chin.
is the cost-cutting story plausible?,2,let me know if you'd like more examples!
"even though quantifiable data was lacking during most of 1998, lsc had sufficient information to begin taking actions to address the problems.",1,tart_of_turn>user
"also health club, sauna, turkish bath, jacuzzi.",1,start_of_turn>model
"i already know i am an idiot, but am i to be a happy idiot or a miserable one?",1,"throughout their life, the speaker has been aware of their perceived lack of intelligence."
"the pedestrian plaza in the city centre is bounded at one end by the ulu camii (great mosque), built in the 14th century with stone quarried from uluda .",0,start_of_turn>model
'indeed he is.',1,start_of_turn>model
right exactly i was a i was a boy scout and as part of being a boy scout you had to do you know projects all throughout and then to become an eagle scout you have to spend a do a year long project for,0,the speaker once belonged to the boy scouts of america.
"biologist ian wilmut's team also cloned lambs out of dna derived from sheep-fetus fibroblasts, cells found in connective tissue.",2,ian wilmut does not work as a scientist.
"this original doctrine, without any sense of buddha's divinity, was embraced by the hinayana (lesser vehicle) school which spread to sri lanka, burma, and thailand, as well as cambodia and laos.",0,"the doctrine without any belief in buddha's divinity was adopted by the theravada school and spread to countries like sri lanka, burma, thailand, cambodia, and laos."
"on the subject of clinton's aggressive fund raising, morris recently told the new york daily news , i just think he overdid it.",2,morris believes clinton's fundraising efforts were appropriate.
in some states yeah because it's reasonable now uh you know me with me being from louisville i'm going to say at louisville is unfair because louisville's got the highest uh uh the line the line the line drawn i don't know the correct word for it  but louisville's is higher than most other universities and,2,louisville's academic standards are considered to be more rigorous than most universities.
i took the oilskin packet from round my neck and shoved it right in as far as i could.,0,tart_of_turn>user
foreign ships carried new diseases to the islands as well.,1,the ships presented problems.
don't confine your visit to the mountain only.,0,your visit shouldn't be restricted to the mountain alone.
i've seen on tv where they take animals and young children in fact my daughter is one my wife took my daughters one year when they were getting some points for school took them to an elderly home and boy that really pumps them up that uh,0,start_of_turn>model
"i already know i am an idiot, but am i to be a happy idiot or a miserable one?",1,start_of_turn>model
"subsequent to the issuance of the ffc report, nasa received iso 9000 certification for its headquarters office and each of its centers.",0,start_of_turn>model
the two aicpa field work standards for attestation engagements are as follows.,1,start_of_turn>model
"some are put off by the cost of a hiring a divorce lawyer, which starts at about $1,500.",2,start_of_turn>model
i had to be guarded in what i said.,0,start_of_turn>model
right exactly i was a i was a boy scout and as part of being a boy scout you had to do you know projects all throughout and then to become an eagle scout you have to spend a do a year long project for,0,tart_of_turn>user
"try to arrive as the chapel opens or at sunset (see page 39) and make your way to the upper level, where light blazes in through 15 stained-glass windows separated by buttresses so slim that there seems to be no wall at all.",1,some chapels have multiple levels.
"super-paradise, in the next bay, is a gay, clothing-optional beach.",0,super-paradise in the next bay is a designated area where clothing is optional.
"issues in data synthesis, eds.",0,there are problems in the process of creating synthetic data.
but the standard for appointing an independent counsel can't be that broad.,2,a broad standard for appointing an independent counsel ensures greater accountability and transparency.
we come after senor juanito because he dropped his purse.,1,juanito's mishap with his purse resulted in him being pursued.
"subsequent to the issuance of the ffc report, nasa received iso 9000 certification for its headquarters office and each of its centers.",0,nasa's iso    certification was a consequence of the ffc report.
oh i've seen that yes,2,let me know if you'd like to see more examples!
we come after senor juanito because he dropped his purse.,1,start_of_turn>model
and so they've already shifted the risk if they assume that car then they just have to sell it themselves and they'll recover the loan,2,start_of_turn>model
"it is also said that seleyman, in awe of his architect's achievement, handed the keys to sinan at the inauguration ceremony and allowed him the privilege of opening it.",1,start_of_turn>model
"give yourself a bare minimum of three days, time to get lost (you're never very far from the main landmarks signposted with bright yellow arrows).",1,exploring all the trails is a possibility.
"most of madeira's good hotels have their own swimming pools, but if yours doesn't, year-round swimming is open to the public at the excellent complexo balnear do lido (lido swimming complex; tel. 291/762 217) in funchal's tourist zone.",1,year-round public swimming is available at funchal's complexo balnear do lido.
"some are put off by the cost of a hiring a divorce lawyer, which starts at about $1,500.",2,"hiring a lawyer is the only way to get a divorce, and they are always expensive."
this ricardian equivalence hypothesis holds that people are forward-looking and recognize that current government surpluses or deficits affect government debt and future tax rates.,0,the ricardian equivalence  relies on the idea that individuals anticipate how government borrowing today will impact taxes in the future.
"they had sent the beard, as directed, to ""l. ",0,tart_of_turn>user
don't confine your visit to the mountain only.,0,tart_of_turn>user
oh i've seen that yes,2,tart_of_turn>user
"apaches, they are not stupid.",2,tart_of_turn>user
"the cook may be from valencia, the cuisine advertised as  french,  and the customer may want nothing more daring than a steak.",2,tart_of_turn>user
"also health club, sauna, turkish bath, jacuzzi.",1,tart_of_turn>user
i took the oilskin packet from round my neck and shoved it right in as far as i could.,0,let me know if you'd like more examples!
oh are you in dallas,0,is dallas your place of residence?
"they had sent the beard, as directed, to ""l. ",0,they completed the task of delivering the beard as per the original order.
"i already know i am an idiot, but am i to be a happy idiot or a miserable one?",1,the speaker believes they have consistently struggled with their intelligence.
"mr. hastings, she said, ""do you think i and my husband are happy together?"" i was considerably taken aback, and murmured something about it's not being my business to think anything of the sort. ",2,let me know if you'd like more examples!
you know they match it um my wife used to they matched hers only hers was a little bit better than ours um she hasn't been working for a couple of years her father took sick so she's been taking care of him,1,tart_of_turn>user
we don't expect badinage from the pillsbury doughboy or banter from betty crocker.,2,betty crocker regularly engages in lighthearted teasing and banter.
"their ventures into social topics focus on alcohol, drugs, domestic violence, adultery, divorce, illegitimacy, crime, and urban decay.",1,let me know if you would like more neutral paraphrases.
"mr. hastings, she said, ""do you think i and my husband are happy together?"" i was considerably taken aback, and murmured something about it's not being my business to think anything of the sort. ",2,her question wasn't meant to be taken seriously and she was actually happy with her marriage.
l. 104134 directed the department to issue interim regulations within 30 days of the date of enactment.,1,let me know if you would like more examples!
you know they match it um my wife used to they matched hers only hers was a little bit better than ours um she hasn't been working for a couple of years her father took sick so she's been taking care of him,1,start_of_turn>model
"so unlike the truly new generation, i wasn't faced with the debt burden.",1,tart_of_turn>user
prairie state will share the money with the county.,1,the county could potentially benefit from receiving funds.
the two aicpa field work standards for attestation engagements are as follows.,1,let me know if you'd like more paraphrases!
"it is also said that seleyman, in awe of his architect's achievement, handed the keys to sinan at the inauguration ceremony and allowed him the privilege of opening it.",1,the  inauguration ceremony might have been a special occasion where sinan received honors.
"subsequent to the issuance of the ffc report, nasa received iso 9000 certification for its headquarters office and each of its centers.",0,obtaining iso    certification was a direct result of the ffc report for nasa.
this ricardian equivalence hypothesis holds that people are forward-looking and recognize that current government surpluses or deficits affect government debt and future tax rates.,0,"according to the ricardian equivalence , people are forward-looking and understand that government deficits lead to higher future taxes."
oh are you in dallas,0,let me know if you'd like to see more examples!
in some states yeah because it's reasonable now uh you know me with me being from louisville i'm going to say at louisville is unfair because louisville's got the highest uh uh the line the line the line drawn i don't know the correct word for it  but louisville's is higher than most other universities and,2,students at louisville experience a more demanding educational experience.
in some states yeah because it's reasonable now uh you know me with me being from louisville i'm going to say at louisville is unfair because louisville's got the highest uh uh the line the line the line drawn i don't know the correct word for it  but louisville's is higher than most other universities and,2,let me know if you'd like more examples!
"it is also said that seleyman, in awe of his architect's achievement, handed the keys to sinan at the inauguration ceremony and allowed him the privilege of opening it.",1,seleyman's actions at the ceremony might have conveyed his respect for sinan.
yeah that's too bad because i mean i've been in the carolinas and you know there are some places in the carolinas it's really nice there,1,let me know if you have any other examples you'd like to work on!
that's what we that's the way we call it which is really wrong but my wife's mother and the one she's in san antonio it's you know it's everything but the opposite of what you've seen i mean it's it's a little hotel hotel you might say,0,the speaker insists that the hotel's name is misleading because its size and character are contrary to what it suggests.
"this original doctrine, without any sense of buddha's divinity, was embraced by the hinayana (lesser vehicle) school which spread to sri lanka, burma, and thailand, as well as cambodia and laos.",0,"er vehicle school and eventually reached sri lanka, burma, thailand, cambodia, and laos."
"elementary, my dear watson the smell of onions is unmistakable.""",2,tart_of_turn>user
"these havens of relaxation set among golf courses, gardens, and orchards still do the mountain ranges of the peninsula's interior, but they are now holiday resorts.",2,the stress-free environment of the resorts is a key factor in their popularity.
and so they've already shifted the risk if they assume that car then they just have to sell it themselves and they'll recover the loan,2,the risk of losing money is minimized by keeping the car.
"their ventures into social topics focus on alcohol, drugs, domestic violence, adultery, divorce, illegitimacy, crime, and urban decay.",1,their content centers around discussions of sensitive and often controversial topics within society.
foreign ships carried new diseases to the islands as well.,1,let me know if you'd like more examples!
l. 104134 directed the department to issue interim regulations within 30 days of the date of enactment.,1,start_of_turn>model
"elementary, my dear watson the smell of onions is unmistakable.""",2,start_of_turn>model
i took the oilskin packet from round my neck and shoved it right in as far as i could.,0,i extracted the oilskin packet from my neck and pressed it inwards forcefully.
right exactly i was a i was a boy scout and as part of being a boy scout you had to do you know projects all throughout and then to become an eagle scout you have to spend a do a year long project for,0,he participated in scouting activities as a youth.
"expenses are reported on an accrual basis, including contractual amounts due for counseling services",2,tart_of_turn>user
